# Asymptotic in-edge density evolution
# N: 28004, m: 3
# h: 0.8, f_a: 0.1
# g_a: 0.046743, g_b: 2.953257
# Generated: 2026-04-10T16:53:15.284244
t,mean_deg_a,mean_deg_b,asymptote_a,asymptote_b
4,0.0,3.75,0.04674310940266567,2.953256890597334
104,0.0673076923076923,2.9615384615384617,0.04674310940266567,2.953256890597334
204,0.058823529411764705,2.9558823529411766,0.04674310940266567,2.953256890597334
304,0.05592105263157895,2.9539473684210527,0.04674310940266567,2.953256890597334
404,0.04702970297029703,2.9603960396039604,0.04674310940266567,2.953256890597334
504,0.04563492063492063,2.9603174603174605,0.04674310940266567,2.953256890597334
604,0.04304635761589404,2.9619205298013247,0.04674310940266567,2.953256890597334
704,0.041193181818181816,2.9630681818181817,0.04674310940266567,2.953256890597334
804,0.041044776119402986,2.962686567164179,0.04674310940266567,2.953256890597334
904,0.04535398230088496,2.9579646017699117,0.04674310940266567,2.953256890597334
1004,0.04780876494023904,2.9551792828685257,0.04674310940266567,2.953256890597334
1104,0.050724637681159424,2.9519927536231885,0.04674310940266567,2.953256890597334
1204,0.049003322259136214,2.953488372093023,0.04674310940266567,2.953256890597334
1304,0.049079754601226995,2.9532208588957056,0.04674310940266567,2.953256890597334
1404,0.04772079772079772,2.9544159544159543,0.04674310940266567,2.953256890597334
1504,0.04720744680851064,2.9547872340425534,0.04674310940266567,2.953256890597334
1604,0.046758104738154616,2.9551122194513715,0.04674310940266567,2.953256890597334
1704,0.046948356807511735,2.95481220657277,0.04674310940266567,2.953256890597334
1804,0.046008869179600884,2.9556541019955653,0.04674310940266567,2.953256890597334
1904,0.04569327731092437,2.9558823529411766,0.04674310940266567,2.953256890597334
2004,0.045409181636726546,2.9560878243512976,0.04674310940266567,2.953256890597334
2104,0.04467680608365019,2.956749049429658,0.04674310940266567,2.953256890597334
2204,0.04401088929219601,2.957350272232305,0.04674310940266567,2.953256890597334
2304,0.045572916666666664,2.9557291666666665,0.04674310940266567,2.953256890597334
2404,0.04534109816971714,2.9559068219633944,0.04674310940266567,2.953256890597334
2504,0.045926517571884984,2.9552715654952078,0.04674310940266567,2.953256890597334
2604,0.0456989247311828,2.955453149001536,0.04674310940266567,2.953256890597334
2704,0.045488165680473376,2.955621301775148,0.04674310940266567,2.953256890597334
2804,0.046362339514978604,2.954707560627675,0.04674310940266567,2.953256890597334
2904,0.04511019283746556,2.955922865013774,0.04674310940266567,2.953256890597334
3004,0.04560585885486019,2.955392809587217,0.04674310940266567,2.953256890597334
3104,0.04574742268041237,2.9552190721649483,0.04674310940266567,2.953256890597334
3204,0.046192259675405745,2.9547440699126093,0.04674310940266567,2.953256890597334
3304,0.0475181598062954,2.9533898305084745,0.04674310940266567,2.953256890597334
3404,0.04788484136310223,2.9529964747356052,0.04674310940266567,2.953256890597334
3504,0.04737442922374429,2.9534817351598175,0.04674310940266567,2.953256890597334
3604,0.04827968923418424,2.952552719200888,0.04674310940266567,2.953256890597334
3704,0.048866090712742984,2.9519438444924404,0.04674310940266567,2.953256890597334
3804,0.04889589905362776,2.9518927444794953,0.04674310940266567,2.953256890597334
3904,0.04969262295081967,2.951075819672131,0.04674310940266567,2.953256890597334
4004,0.04895104895104895,2.951798201798202,0.04674310940266567,2.953256890597334
4104,0.0489766081871345,2.9517543859649122,0.04674310940266567,2.953256890597334
4204,0.04876308277830638,2.9519505233111323,0.04674310940266567,2.953256890597334
4304,0.04809479553903346,2.9526022304832713,0.04674310940266567,2.953256890597334
4404,0.0485921889191644,2.9520890099909174,0.04674310940266567,2.953256890597334
4504,0.04840142095914742,2.952264653641208,0.04674310940266567,2.953256890597334
4604,0.04908774978279757,2.9515638575152043,0.04674310940266567,2.953256890597334
4704,0.04889455782312925,2.9517431972789114,0.04674310940266567,2.953256890597334
4804,0.04870940882597835,2.951915070774355,0.04674310940266567,2.953256890597334
4904,0.04792006525285481,2.9526916802610113,0.04674310940266567,2.953256890597334
5004,0.047961630695443645,2.9526378896882495,0.04674310940266567,2.953256890597334
5104,0.048589341692789965,2.9519984326018807,0.04674310940266567,2.953256890597334
5204,0.04919292851652575,2.951383551114527,0.04674310940266567,2.953256890597334
5304,0.04920814479638009,2.9513574660633486,0.04674310940266567,2.953256890597334
5404,0.04922279792746114,2.9513323464100667,0.04674310940266567,2.953256890597334
5504,0.04996366279069767,2.9505813953488373,0.04674310940266567,2.953256890597334
5604,0.05014275517487509,2.9503925767309065,0.04674310940266567,2.953256890597334
5704,0.050315568022440395,2.9502103786816267,0.04674310940266567,2.953256890597334
5804,0.05031013094417643,2.9502067539627843,0.04674310940266567,2.953256890597334
5904,0.049966124661246614,2.950542005420054,0.04674310940266567,2.953256890597334
6004,0.049966688874083946,2.9505329780146567,0.04674310940266567,2.953256890597334
6104,0.04931192660550459,2.9511795543905635,0.04674310940266567,2.953256890597334
6204,0.04916183107672469,2.9513217279174726,0.04674310940266567,2.953256890597334
6304,0.04885786802030457,2.9516180203045685,0.04674310940266567,2.953256890597334
6404,0.049188007495315426,2.951280449718926,0.04674310940266567,2.953256890597334
6504,0.048892988929889296,2.9515682656826567,0.04674310940266567,2.953256890597334
6604,0.04921259842519685,2.951241671714113,0.04674310940266567,2.953256890597334
6704,0.04892601431980907,2.951521479713604,0.04674310940266567,2.953256890597334
6804,0.04908877131099353,2.9513521457965903,0.04674310940266567,2.953256890597334
6904,0.04895712630359212,2.9514774044032444,0.04674310940266567,2.953256890597334
7004,0.04854368932038835,2.9518846373500858,0.04674310940266567,2.953256890597334
7104,0.04842342342342342,2.951998873873874,0.04674310940266567,2.953256890597334
7204,0.04872293170460855,2.951693503609106,0.04674310940266567,2.953256890597334
7304,0.04915115005476451,2.9512595837897044,0.04674310940266567,2.953256890597334
7404,0.048757428417071855,2.9516477579686655,0.04674310940266567,2.953256890597334
7504,0.048640724946695094,2.951759061833689,0.04674310940266567,2.953256890597334
7604,0.04826407154129406,2.9521304576538663,0.04674310940266567,2.953256890597334
7704,0.04815680166147456,2.952232606438214,0.04674310940266567,2.953256890597334
7804,0.04779600205023065,2.9525884161968223,0.04674310940266567,2.953256890597334
7904,0.047697368421052634,2.9526821862348176,0.04674310940266567,2.953256890597334
8004,0.047726136931534234,2.952648675662169,0.04674310940266567,2.953256890597334
8104,0.04726061204343534,2.953109575518263,0.04674310940266567,2.953256890597334
8204,0.04692832764505119,2.9534373476352997,0.04674310940266567,2.953256890597334
8304,0.046483622350674374,2.953877649325626,0.04674310940266567,2.953256890597334
8404,0.046644455021418375,2.9537125178486434,0.04674310940266567,2.953256890597334
8504,0.04644873000940734,2.953904045155221,0.04674310940266567,2.953256890597334
8604,0.046606229660622965,2.9537424453742447,0.04674310940266567,2.953256890597334
8704,0.04653033088235294,2.953814338235294,0.04674310940266567,2.953256890597334
