# Network edges data
# Layout: spring
# N: 28004, m: 3
# h: 0.8, f_a: 0.1
# Generated: 2026-04-10T16:53:11.757107
source,target,source_type,target_type 
2063,1755,Type b,Type b
2063,546,Type b,Type b
2064,1254,Type b,Type b
2064,1167,Type b,Type b
2064,1717,Type b,Type b
2065,457,Type b,Type b
2065,1506,Type b,Type b
2065,1462,Type b,Type b
2066,42,Type a,Type b
2066,1558,Type a,Type b
2066,1453,Type a,Type b
2067,1567,Type b,Type b
2067,2028,Type b,Type b
2067,1813,Type b,Type b
2068,383,Type b,Type b
2068,188,Type b,Type b
2068,1969,Type b,Type b
2069,1536,Type b,Type b
2069,145,Type b,Type b
2069,1169,Type b,Type b
2070,689,Type b,Type b
2070,300,Type b,Type b
2070,103,Type b,Type b
2071,933,Type b,Type b
2071,695,Type b,Type b
2071,11,Type b,Type b
2072,308,Type b,Type b
2072,716,Type b,Type b
2072,275,Type b,Type b
2073,47,Type b,Type b
2073,589,Type b,Type b
2073,300,Type b,Type b
2074,92,Type b,Type b
2074,1690,Type b,Type b
2074,381,Type b,Type b
2075,1456,Type b,Type b
2075,825,Type b,Type b
2075,1141,Type b,Type b
2076,558,Type b,Type b
2076,991,Type b,Type b
2076,1298,Type b,Type b
2077,1143,Type b,Type b
2077,1696,Type b,Type b
2077,475,Type b,Type b
2078,835,Type b,Type b
2078,13,Type b,Type b
2078,16,Type b,Type b
2079,138,Type b,Type b
2079,316,Type b,Type b
2079,1230,Type b,Type b
2080,1094,Type b,Type b
2080,2,Type b,Type b
2080,98,Type b,Type b
2081,152,Type b,Type b
2081,117,Type b,Type b
2081,803,Type b,Type b
2082,748,Type b,Type b
2082,689,Type b,Type b
2082,2010,Type b,Type b
2083,1217,Type b,Type b
2083,155,Type b,Type b
2083,40,Type b,Type b
2084,1715,Type b,Type a
2084,236,Type b,Type b
2084,519,Type b,Type b
2085,2046,Type b,Type b
2085,2031,Type b,Type b
2085,1540,Type b,Type b
2086,300,Type b,Type b
2086,1709,Type b,Type b
2086,815,Type b,Type b
2087,1827,Type b,Type b
2087,1893,Type b,Type b
2087,383,Type b,Type b
2088,594,Type b,Type b
2088,5,Type b,Type b
2088,1744,Type b,Type b
2089,42,Type b,Type b
2089,870,Type b,Type b
2089,88,Type b,Type b
2090,1653,Type b,Type b
2090,909,Type b,Type b
2090,1716,Type b,Type b
2091,580,Type b,Type b
2091,727,Type b,Type b
2091,208,Type b,Type b
2092,861,Type b,Type b
2092,131,Type b,Type b
2092,1936,Type b,Type b
2093,1881,Type b,Type b
2093,67,Type b,Type b
2093,118,Type b,Type b
2094,862,Type b,Type b
2094,39,Type b,Type b
2094,658,Type b,Type b
2095,1400,Type b,Type b
2095,18,Type b,Type b
2095,168,Type b,Type b
2096,45,Type b,Type b
2096,1823,Type b,Type b
2096,1087,Type b,Type b
2097,251,Type b,Type b
2097,676,Type b,Type b
2097,966,Type b,Type b
2098,627,Type b,Type b
2098,955,Type b,Type b
2098,336,Type b,Type b
2099,13,Type b,Type b
2099,162,Type b,Type b
2099,460,Type b,Type b
2100,360,Type a,Type b
2100,878,Type a,Type b
2100,1609,Type a,Type b
2101,1042,Type a,Type b
2101,481,Type a,Type b
2101,648,Type a,Type b
2102,256,Type b,Type b
2102,810,Type b,Type b
2102,1180,Type b,Type b
2103,1566,Type b,Type b
2103,1243,Type b,Type b
2103,1346,Type b,Type b
2104,729,Type b,Type b
2104,1438,Type b,Type b
2104,176,Type b,Type b
2105,1882,Type b,Type b
2105,1405,Type b,Type b
2105,57,Type b,Type b
2106,1363,Type a,Type b
2106,1599,Type a,Type b
2106,4,Type a,Type b
2107,510,Type a,Type b
2107,440,Type a,Type b
2107,314,Type a,Type b
2108,218,Type b,Type b
2108,328,Type b,Type b
2108,913,Type b,Type b
2109,345,Type b,Type b
2109,1214,Type b,Type b
2109,816,Type b,Type b
2110,1132,Type b,Type b
2110,1531,Type b,Type b
2110,1047,Type b,Type b
2111,1215,Type b,Type b
2111,5,Type b,Type b
2111,2073,Type b,Type b
2112,555,Type b,Type b
2112,1913,Type b,Type b
2112,871,Type b,Type b
2113,129,Type b,Type b
2113,386,Type b,Type b
2113,430,Type b,Type b
2114,435,Type b,Type b
2114,504,Type b,Type b
2114,270,Type b,Type b
2115,113,Type b,Type b
2115,1387,Type b,Type b
2115,321,Type b,Type b
2116,867,Type b,Type b
2116,1831,Type b,Type b
2116,178,Type b,Type b
2117,2000,Type b,Type b
2117,82,Type b,Type b
2117,1749,Type b,Type b
2118,512,Type b,Type b
2118,149,Type b,Type b
2118,106,Type b,Type b
2119,539,Type b,Type b
2119,943,Type b,Type b
2119,914,Type b,Type b
2120,1020,Type b,Type b
2120,408,Type b,Type b
2120,1997,Type b,Type b
2121,2061,Type b,Type b
2121,1111,Type b,Type b
2121,319,Type b,Type b
2122,1307,Type b,Type b
2122,1180,Type b,Type b
2122,14,Type b,Type b
2123,329,Type b,Type b
2123,1379,Type b,Type b
2123,259,Type b,Type b
2124,112,Type b,Type b
2124,1238,Type b,Type b
2124,422,Type b,Type b
2125,93,Type b,Type b
2125,184,Type b,Type b
2125,5,Type b,Type b
2126,1238,Type b,Type b
2126,1711,Type b,Type b
2126,792,Type b,Type b
2127,1869,Type b,Type b
2127,1416,Type b,Type b
2127,1718,Type b,Type a
2128,996,Type b,Type b
2128,813,Type b,Type b
2128,1562,Type b,Type b
2129,43,Type b,Type b
2129,1357,Type b,Type b
2129,50,Type b,Type b
2130,337,Type b,Type b
2130,112,Type b,Type b
2130,239,Type b,Type b
2131,1717,Type b,Type b
2131,500,Type b,Type b
2131,1010,Type b,Type b
2132,45,Type b,Type b
2132,2012,Type b,Type b
2132,431,Type b,Type b
2133,1732,Type b,Type b
2133,91,Type b,Type b
2133,475,Type b,Type b
2134,187,Type b,Type b
2134,33,Type b,Type b
2134,383,Type b,Type b
2135,29,Type b,Type b
2135,1690,Type b,Type b
2135,32,Type b,Type b
2136,52,Type b,Type b
2136,2037,Type b,Type b
2136,1,Type b,Type b
2137,2020,Type b,Type b
2137,1019,Type b,Type b
2137,1283,Type b,Type b
2138,1178,Type b,Type b
2138,4,Type b,Type b
2138,1934,Type b,Type b
2139,239,Type b,Type b
2139,983,Type b,Type b
2139,9,Type b,Type b
2140,18,Type b,Type b
2140,1102,Type b,Type b
2140,1970,Type b,Type b
2141,2135,Type b,Type b
2141,1100,Type b,Type b
2141,16,Type b,Type b
2142,28,Type b,Type b
2142,1732,Type b,Type b
2142,792,Type b,Type b
2143,1156,Type b,Type a
2143,299,Type b,Type b
2143,741,Type b,Type b
2144,805,Type b,Type b
2144,1966,Type b,Type b
2144,959,Type b,Type b
2145,1551,Type b,Type b
2145,119,Type b,Type b
2145,1519,Type b,Type b
2146,479,Type b,Type b
2146,1297,Type b,Type b
2146,741,Type b,Type b
2147,1422,Type b,Type b
2147,312,Type b,Type b
2147,1523,Type b,Type b
2148,1657,Type b,Type b
2148,675,Type b,Type b
2148,54,Type b,Type b
2149,979,Type a,Type b
2149,1457,Type a,Type b
2149,0,Type a,Type b
2150,1266,Type b,Type b
2150,360,Type b,Type b
2150,1094,Type b,Type b
2151,987,Type b,Type b
2151,501,Type b,Type b
2151,1381,Type b,Type b
2152,1362,Type b,Type b
2152,1506,Type b,Type b
2152,631,Type b,Type b
2153,1322,Type b,Type b
2153,1002,Type b,Type b
2153,687,Type b,Type b
2154,625,Type b,Type b
2154,268,Type b,Type b
2154,632,Type b,Type b
2155,1792,Type b,Type b
2155,126,Type b,Type b
2155,1280,Type b,Type b
2156,35,Type b,Type b
2156,1077,Type b,Type b
2156,1335,Type b,Type b
2157,69,Type b,Type b
2157,929,Type b,Type b
2157,1512,Type b,Type b
2158,510,Type b,Type b
2158,1154,Type b,Type b
2158,287,Type b,Type b
2159,2075,Type b,Type b
2159,191,Type b,Type b
2159,1633,Type b,Type b
2160,787,Type b,Type b
2160,1582,Type b,Type b
2160,72,Type b,Type b
2161,100,Type b,Type b
2161,795,Type b,Type b
2161,68,Type b,Type b
2162,485,Type b,Type b
2162,551,Type b,Type b
2162,1066,Type b,Type b
2163,153,Type b,Type b
2163,64,Type b,Type b
2163,110,Type b,Type b
2164,1432,Type b,Type b
2164,619,Type b,Type b
2164,1243,Type b,Type b
2165,330,Type b,Type b
2165,1368,Type b,Type b
2165,1875,Type b,Type b
2166,401,Type b,Type b
2166,501,Type b,Type b
2166,187,Type b,Type b
2167,1947,Type b,Type b
2167,1915,Type b,Type b
2167,790,Type b,Type b
2168,2127,Type b,Type b
2168,181,Type b,Type b
2168,1100,Type b,Type b
2169,1506,Type b,Type b
2169,1672,Type b,Type b
2169,147,Type b,Type b
2170,744,Type b,Type b
2170,76,Type b,Type b
2170,528,Type b,Type b
2171,2075,Type b,Type b
2171,371,Type b,Type b
2171,621,Type b,Type b
2172,492,Type b,Type b
2172,1499,Type b,Type b
2172,1447,Type b,Type b
2173,1866,Type b,Type b
2173,1533,Type b,Type b
2173,1223,Type b,Type b
2174,1067,Type a,Type b
2174,210,Type a,Type b
2174,630,Type a,Type b
2175,46,Type a,Type b
2175,786,Type a,Type b
2175,9,Type a,Type b
2176,1642,Type b,Type b
2176,1022,Type b,Type b
2176,39,Type b,Type b
2177,863,Type b,Type b
2177,1399,Type b,Type b
2177,20,Type b,Type b
2178,287,Type b,Type b
2178,25,Type b,Type b
2178,88,Type b,Type b
2179,103,Type b,Type b
2179,1834,Type b,Type b
2179,2069,Type b,Type b
2180,4,Type b,Type b
2180,1520,Type b,Type b
2180,1130,Type b,Type b
2181,979,Type b,Type b
2181,274,Type b,Type b
2181,663,Type b,Type b
2182,1250,Type b,Type b
2182,237,Type b,Type a
2182,379,Type b,Type b
2183,484,Type b,Type b
2183,532,Type b,Type b
2183,714,Type b,Type b
2184,1893,Type b,Type b
2184,465,Type b,Type b
2184,1740,Type b,Type b
2185,1509,Type b,Type b
2185,168,Type b,Type b
2185,395,Type b,Type b
2186,2,Type b,Type b
2186,393,Type b,Type b
2186,185,Type b,Type b
2187,238,Type a,Type b
2187,1191,Type a,Type b
2187,11,Type a,Type b
2188,534,Type b,Type b
2188,2006,Type b,Type b
2188,1283,Type b,Type b
2189,1024,Type b,Type b
2189,1189,Type b,Type b
2189,85,Type b,Type b
2190,218,Type b,Type b
2190,1119,Type b,Type b
2190,272,Type b,Type b
2191,188,Type b,Type b
2191,682,Type b,Type b
2191,861,Type b,Type b
2192,247,Type b,Type b
2192,1512,Type b,Type b
2192,1188,Type b,Type b
2193,524,Type a,Type b
2193,402,Type a,Type b
2193,1115,Type a,Type b
2194,872,Type a,Type b
2194,7,Type a,Type b
2194,239,Type a,Type b
2195,69,Type b,Type b
2195,1213,Type b,Type b
2195,2179,Type b,Type b
2196,260,Type b,Type b
2196,2148,Type b,Type b
2196,513,Type b,Type b
2197,68,Type b,Type b
2197,1775,Type b,Type b
2197,197,Type b,Type b
2198,528,Type b,Type b
2198,1057,Type b,Type b
2198,289,Type b,Type b
2199,2182,Type b,Type b
2199,83,Type b,Type b
2199,320,Type b,Type b
2200,1635,Type b,Type b
2200,373,Type b,Type b
2200,171,Type b,Type b
2201,568,Type b,Type b
2201,178,Type b,Type b
2201,77,Type b,Type b
2202,308,Type b,Type b
2202,198,Type b,Type b
2202,795,Type b,Type b
2203,1527,Type b,Type b
2203,9,Type b,Type b
2203,1006,Type b,Type b
2204,178,Type b,Type b
2204,720,Type b,Type b
2204,1747,Type b,Type b
2205,2153,Type b,Type b
2205,1242,Type b,Type b
2205,740,Type b,Type b
2206,405,Type b,Type b
2206,1631,Type b,Type b
2206,645,Type b,Type b
2207,587,Type b,Type b
2207,125,Type b,Type a
2207,38,Type b,Type b
2208,492,Type b,Type b
2208,348,Type b,Type b
2208,1728,Type b,Type b
2209,540,Type b,Type b
2209,627,Type b,Type b
2209,1612,Type b,Type b
2210,14,Type b,Type b
2210,754,Type b,Type b
2210,1881,Type b,Type b
2211,1021,Type a,Type b
2211,1108,Type a,Type b
2211,193,Type a,Type b
2212,265,Type b,Type b
2212,879,Type b,Type b
2212,869,Type b,Type b
2213,2165,Type b,Type b
2213,92,Type b,Type b
2213,11,Type b,Type b
2214,18,Type b,Type b
2214,1271,Type b,Type b
2214,561,Type b,Type b
2215,715,Type b,Type b
2215,86,Type b,Type b
2215,1102,Type b,Type b
2216,50,Type a,Type b
2216,441,Type a,Type b
2216,1353,Type a,Type b
2217,190,Type b,Type b
2217,1744,Type b,Type b
2217,465,Type b,Type b
2218,272,Type b,Type b
2218,381,Type b,Type b
2218,172,Type b,Type b
2219,999,Type b,Type b
2219,688,Type b,Type b
2219,1710,Type b,Type b
2220,1207,Type b,Type b
2220,1532,Type b,Type b
2220,460,Type b,Type b
2221,78,Type b,Type b
2221,612,Type b,Type b
2221,1089,Type b,Type b
2222,1119,Type b,Type b
2222,589,Type b,Type b
2222,688,Type b,Type b
2223,2057,Type b,Type b
2223,26,Type b,Type b
2223,810,Type b,Type b
2224,58,Type b,Type b
2224,157,Type b,Type b
2224,1907,Type b,Type b
2225,4,Type a,Type b
2225,2026,Type a,Type b
2225,1442,Type a,Type b
2226,848,Type b,Type b
2226,1567,Type b,Type b
2226,36,Type b,Type b
2227,13,Type b,Type b
2227,148,Type b,Type b
2227,34,Type b,Type b
2228,906,Type b,Type b
2228,1143,Type b,Type b
2228,331,Type b,Type b
2229,1,Type b,Type b
2229,95,Type b,Type a
2229,650,Type b,Type b
2230,1712,Type a,Type b
2230,257,Type a,Type b
2230,1449,Type a,Type b
2231,5,Type a,Type b
2231,2199,Type a,Type b
2231,1412,Type a,Type b
2232,826,Type b,Type b
2232,857,Type b,Type b
2232,118,Type b,Type b
2233,1098,Type a,Type b
2233,747,Type a,Type b
2233,83,Type a,Type b
2234,39,Type b,Type b
2234,786,Type b,Type b
2234,451,Type b,Type b
2235,84,Type b,Type b
2235,102,Type b,Type b
2235,11,Type b,Type b
2236,1712,Type b,Type b
2236,860,Type b,Type b
2236,4,Type b,Type b
2237,1907,Type b,Type b
2237,676,Type b,Type b
2237,122,Type b,Type b
2238,312,Type b,Type b
2238,2090,Type b,Type b
2238,68,Type b,Type b
2239,1904,Type b,Type b
2239,370,Type b,Type b
2239,930,Type b,Type b
2240,1447,Type b,Type b
2240,1696,Type b,Type b
2240,2020,Type b,Type b
2241,2072,Type b,Type b
2241,743,Type b,Type b
2241,32,Type b,Type b
2242,2058,Type b,Type a
2242,1829,Type b,Type b
2242,32,Type b,Type b
2243,1481,Type b,Type b
2243,1463,Type b,Type b
2243,845,Type b,Type b
2244,979,Type b,Type b
2244,1431,Type b,Type b
2244,1384,Type b,Type b
2245,544,Type b,Type b
2245,1155,Type b,Type b
2245,1723,Type b,Type b
2246,1950,Type b,Type b
2246,647,Type b,Type b
2246,1780,Type b,Type a
2247,10,Type b,Type b
2247,1537,Type b,Type b
2247,327,Type b,Type b
2248,1695,Type b,Type b
2248,889,Type b,Type b
2248,1274,Type b,Type b
2249,303,Type b,Type b
2249,1340,Type b,Type b
2249,1837,Type b,Type b
2250,1208,Type b,Type b
2250,989,Type b,Type b
2250,1818,Type b,Type b
2251,1817,Type b,Type b
2251,131,Type b,Type b
2251,1509,Type b,Type b
2252,102,Type a,Type b
2252,2043,Type a,Type b
2252,1561,Type a,Type b
2253,76,Type b,Type b
2253,2176,Type b,Type b
2253,975,Type b,Type b
2254,306,Type b,Type b
2254,0,Type b,Type b
2254,119,Type b,Type b
2255,27,Type b,Type b
2255,454,Type b,Type b
2255,1755,Type b,Type b
2256,35,Type b,Type b
2256,447,Type b,Type b
2256,2026,Type b,Type b
2257,861,Type b,Type b
2257,547,Type b,Type b
2257,444,Type b,Type b
2258,1399,Type b,Type b
2258,1552,Type b,Type b
2258,1238,Type b,Type b
2259,290,Type b,Type b
2259,1441,Type b,Type b
2259,231,Type b,Type b
2260,2162,Type b,Type b
2260,751,Type b,Type b
2260,1186,Type b,Type b
2261,1571,Type b,Type b
2261,1933,Type b,Type b
2261,246,Type b,Type b
2262,844,Type b,Type b
2262,1471,Type b,Type b
2262,302,Type b,Type b
2263,155,Type a,Type b
2263,2192,Type a,Type b
2263,1039,Type a,Type b
2264,4,Type b,Type b
2264,490,Type b,Type b
2264,1110,Type b,Type b
2265,1890,Type a,Type b
2265,1010,Type a,Type b
2265,165,Type a,Type b
2266,2077,Type b,Type b
2266,2043,Type b,Type b
2266,947,Type b,Type b
2267,192,Type b,Type b
2267,1574,Type b,Type b
2267,470,Type b,Type b
2268,2243,Type b,Type b
2268,163,Type b,Type b
2268,157,Type b,Type b
2269,37,Type b,Type b
2269,1032,Type b,Type b
2269,1252,Type b,Type b
2270,877,Type b,Type b
2270,674,Type b,Type a
2270,1795,Type b,Type b
2271,2076,Type b,Type b
2271,932,Type b,Type b
2271,1836,Type b,Type b
2272,1226,Type b,Type b
2272,597,Type b,Type b
2272,584,Type b,Type b
2273,2204,Type b,Type b
2273,1762,Type b,Type b
2273,246,Type b,Type b
2274,2096,Type b,Type b
2274,1399,Type b,Type b
2274,2123,Type b,Type b
2275,2,Type b,Type b
2275,16,Type b,Type b
2275,1273,Type b,Type b
2276,1514,Type b,Type b
2276,587,Type b,Type b
2276,1339,Type b,Type b
2277,480,Type b,Type b
2277,542,Type b,Type b
2277,670,Type b,Type b
2278,1993,Type b,Type b
2278,2082,Type b,Type b
2278,1024,Type b,Type b
2279,588,Type b,Type b
2279,83,Type b,Type b
2279,1194,Type b,Type b
2280,1497,Type b,Type b
2280,1302,Type b,Type b
2280,1360,Type b,Type b
2281,263,Type b,Type b
2281,990,Type b,Type b
2281,663,Type b,Type b
2282,7,Type b,Type b
2282,44,Type b,Type b
2282,678,Type b,Type b
2283,780,Type b,Type b
2283,155,Type b,Type b
2283,454,Type b,Type b
2284,1913,Type b,Type b
2284,254,Type b,Type b
2284,5,Type b,Type b
2285,417,Type b,Type b
2285,1475,Type b,Type b
2285,1172,Type b,Type b
2286,1850,Type b,Type b
2286,837,Type b,Type b
2286,2206,Type b,Type b
2287,2248,Type b,Type b
2287,624,Type b,Type b
2287,869,Type b,Type b
2288,2223,Type b,Type b
2288,42,Type b,Type b
2288,156,Type b,Type b
2289,801,Type b,Type b
2289,2251,Type b,Type b
2289,1609,Type b,Type b
2290,210,Type b,Type b
2290,1794,Type b,Type b
2290,287,Type b,Type b
2291,1971,Type b,Type b
2291,260,Type b,Type b
2291,1245,Type b,Type b
2292,513,Type b,Type b
2292,1310,Type b,Type b
2292,2134,Type b,Type b
2293,26,Type b,Type b
2293,69,Type b,Type b
2293,1692,Type b,Type b
2294,1721,Type b,Type b
2294,1854,Type b,Type b
2294,473,Type b,Type b
2295,1891,Type b,Type b
2295,216,Type b,Type b
2295,1614,Type b,Type b
2296,1408,Type a,Type b
2296,578,Type a,Type b
2296,1294,Type a,Type b
2297,940,Type b,Type b
2297,1732,Type b,Type b
2297,61,Type b,Type b
2298,29,Type b,Type b
2298,2124,Type b,Type b
2298,1932,Type b,Type a
2299,542,Type b,Type b
2299,1110,Type b,Type b
2299,493,Type b,Type a
2300,2151,Type b,Type b
2300,2030,Type b,Type b
2300,1074,Type b,Type b
2301,231,Type b,Type b
2301,1847,Type b,Type a
2301,2037,Type b,Type b
2302,1885,Type b,Type b
2302,2110,Type b,Type b
2302,508,Type b,Type b
2303,1340,Type b,Type b
2303,1269,Type b,Type b
2303,67,Type b,Type b
2304,99,Type b,Type b
2304,1216,Type b,Type b
2304,1610,Type b,Type b
2305,1794,Type b,Type b
2305,93,Type b,Type b
2305,684,Type b,Type b
2306,1809,Type b,Type b
2306,254,Type b,Type b
2306,403,Type b,Type b
2307,1064,Type b,Type b
2307,1365,Type b,Type b
2307,1713,Type b,Type b
2308,13,Type b,Type b
2308,183,Type b,Type b
2308,993,Type b,Type b
2309,431,Type b,Type b
2309,430,Type b,Type b
2309,631,Type b,Type b
2310,316,Type b,Type b
2310,2113,Type b,Type b
2310,369,Type b,Type b
2311,1835,Type b,Type b
2311,2280,Type b,Type b
2311,1867,Type b,Type b
2312,689,Type b,Type b
2312,1299,Type b,Type b
2312,1033,Type b,Type b
2313,1279,Type b,Type b
2313,2269,Type b,Type b
2313,555,Type b,Type b
2314,874,Type b,Type b
2314,968,Type b,Type b
2314,161,Type b,Type b
2315,2261,Type b,Type b
2315,718,Type b,Type b
2315,498,Type b,Type b
2316,563,Type a,Type b
2316,1551,Type a,Type b
2316,475,Type a,Type b
2317,971,Type b,Type b
2317,2012,Type b,Type b
2317,814,Type b,Type b
2318,409,Type b,Type b
2318,393,Type b,Type b
2318,1381,Type b,Type b
2319,351,Type b,Type b
2319,737,Type b,Type b
2319,1386,Type b,Type b
2320,1350,Type b,Type b
2320,2235,Type b,Type b
2320,1733,Type b,Type b
2321,1864,Type a,Type b
2321,1855,Type a,Type b
2321,1833,Type a,Type b
2322,6,Type b,Type b
2322,1491,Type b,Type b
2322,895,Type b,Type b
2323,2130,Type b,Type b
2323,1971,Type b,Type b
2323,849,Type b,Type b
2324,570,Type b,Type b
2324,1391,Type b,Type b
2324,1238,Type b,Type b
2325,5,Type b,Type b
2325,1961,Type b,Type b
2325,221,Type b,Type b
2326,831,Type b,Type b
2326,866,Type b,Type a
2326,2299,Type b,Type b
2327,472,Type b,Type b
2327,1283,Type b,Type b
2327,2122,Type b,Type b
2328,1893,Type b,Type b
2328,458,Type b,Type b
2328,1569,Type b,Type b
2329,586,Type b,Type b
2329,409,Type b,Type b
2329,1259,Type b,Type b
2330,486,Type b,Type b
2330,1347,Type b,Type b
2330,1089,Type b,Type b
2331,413,Type b,Type b
2331,1786,Type b,Type b
2331,857,Type b,Type b
2332,177,Type a,Type b
2332,2086,Type a,Type b
2332,1744,Type a,Type b
2333,1553,Type b,Type b
2333,442,Type b,Type b
2333,708,Type b,Type b
2334,921,Type b,Type b
2334,83,Type b,Type b
2334,257,Type b,Type b
2335,1769,Type b,Type b
2335,987,Type b,Type b
2335,1206,Type b,Type b
2336,17,Type b,Type b
2336,2088,Type b,Type b
2336,1942,Type b,Type b
2337,2196,Type b,Type b
2337,398,Type b,Type b
2337,1863,Type b,Type b
2338,1460,Type b,Type b
2338,396,Type b,Type b
2338,284,Type b,Type b
2339,69,Type b,Type b
2339,2239,Type b,Type b
2339,1751,Type b,Type b
2340,330,Type b,Type b
2340,1324,Type b,Type b
2340,1224,Type b,Type b
2341,2328,Type b,Type b
2341,1809,Type b,Type b
2341,392,Type b,Type b
2342,1007,Type b,Type b
2342,1104,Type b,Type b
2342,1519,Type b,Type b
2343,989,Type b,Type b
2343,1789,Type b,Type b
2343,934,Type b,Type b
2344,1271,Type b,Type b
2344,185,Type b,Type b
2344,1685,Type b,Type b
2345,1604,Type b,Type b
2345,305,Type b,Type b
2345,658,Type b,Type b
2346,731,Type b,Type b
2346,1020,Type b,Type b
2346,1,Type b,Type b
2347,1436,Type b,Type b
2347,932,Type b,Type b
2347,338,Type b,Type b
2348,315,Type a,Type b
2348,755,Type a,Type b
2348,930,Type a,Type b
2349,1991,Type b,Type b
2349,336,Type b,Type b
2349,10,Type b,Type b
2350,568,Type b,Type b
2350,1905,Type b,Type b
2350,1919,Type b,Type b
2351,814,Type b,Type b
2351,353,Type b,Type b
2351,2232,Type b,Type b
2352,1064,Type b,Type b
2352,166,Type b,Type b
2352,1904,Type b,Type b
2353,3,Type b,Type b
2353,63,Type b,Type b
2353,277,Type b,Type b
2354,761,Type b,Type b
2354,58,Type b,Type b
2354,793,Type b,Type b
2355,238,Type b,Type b
2355,562,Type b,Type b
2355,3,Type b,Type b
2356,583,Type b,Type b
2356,1279,Type b,Type b
2356,64,Type b,Type b
2357,913,Type b,Type b
2357,357,Type b,Type b
2357,1946,Type b,Type b
2358,86,Type b,Type b
2358,110,Type b,Type b
2358,1183,Type b,Type b
2359,789,Type b,Type b
2359,2322,Type b,Type b
2359,551,Type b,Type b
2360,20,Type b,Type b
2360,719,Type b,Type b
2360,2058,Type b,Type a
2361,1694,Type a,Type b
2361,779,Type a,Type b
2361,200,Type a,Type b
2362,247,Type b,Type b
2362,1917,Type b,Type b
2362,304,Type b,Type b
2363,1145,Type b,Type b
2363,2224,Type b,Type b
2363,50,Type b,Type b
2364,875,Type b,Type b
2364,2352,Type b,Type b
2364,8,Type b,Type a
2365,1869,Type b,Type b
2365,1714,Type b,Type b
2365,1236,Type b,Type b
2366,189,Type b,Type b
2366,1522,Type b,Type b
2366,345,Type b,Type b
2367,260,Type b,Type b
2367,1081,Type b,Type b
2367,52,Type b,Type b
2368,2080,Type b,Type b
2368,1699,Type b,Type b
2368,676,Type b,Type b
2369,2299,Type b,Type b
2369,836,Type b,Type b
2369,287,Type b,Type b
2370,1556,Type b,Type b
2370,128,Type b,Type b
2370,1765,Type b,Type b
2371,466,Type b,Type b
2371,2362,Type b,Type b
2371,5,Type b,Type b
2372,758,Type b,Type b
2372,723,Type b,Type b
2372,842,Type b,Type b
2373,1786,Type b,Type b
2373,479,Type b,Type b
2373,295,Type b,Type b
2374,1224,Type b,Type b
2374,1022,Type b,Type b
2374,1382,Type b,Type b
2375,870,Type b,Type b
2375,1357,Type b,Type b
2375,1787,Type b,Type b
2376,170,Type a,Type b
2376,1716,Type a,Type b
2376,544,Type a,Type b
2377,1298,Type b,Type b
2377,4,Type b,Type b
2377,1086,Type b,Type b
2378,550,Type b,Type b
2378,1787,Type b,Type b
2378,884,Type b,Type b
2379,781,Type b,Type b
2379,1094,Type b,Type b
2379,1886,Type b,Type b
2380,1975,Type b,Type b
2380,2229,Type b,Type b
2380,1035,Type b,Type b
2381,217,Type b,Type b
2381,932,Type b,Type b
2381,1153,Type b,Type b
2382,1944,Type b,Type b
2382,1379,Type b,Type b
2382,1781,Type b,Type b
2383,2166,Type b,Type b
2383,706,Type b,Type b
2383,249,Type b,Type b
2384,2049,Type b,Type b
2384,7,Type b,Type b
2384,26,Type b,Type b
2385,1223,Type b,Type b
2385,1394,Type b,Type b
2385,398,Type b,Type b
2386,116,Type b,Type b
2386,719,Type b,Type b
2386,1969,Type b,Type b
2387,2170,Type b,Type b
2387,2090,Type b,Type b
2387,2299,Type b,Type b
2388,196,Type b,Type b
2388,1890,Type b,Type b
2388,1201,Type b,Type b
2389,573,Type b,Type b
2389,1429,Type b,Type b
2389,46,Type b,Type b
2390,123,Type b,Type b
2390,89,Type b,Type b
2390,1996,Type b,Type b
2391,921,Type b,Type b
2391,1777,Type b,Type b
2391,2123,Type b,Type b
2392,32,Type a,Type b
2392,1941,Type a,Type b
2392,137,Type a,Type b
2393,1522,Type b,Type b
2393,1976,Type b,Type b
2393,10,Type b,Type b
2394,1614,Type a,Type b
2394,42,Type a,Type b
2394,668,Type a,Type b
2395,136,Type b,Type b
2395,12,Type b,Type b
2395,309,Type b,Type b
2396,63,Type a,Type b
2396,2128,Type a,Type b
2396,1979,Type a,Type b
2397,154,Type b,Type b
2397,13,Type b,Type b
2397,289,Type b,Type b
2398,1537,Type a,Type b
2398,2245,Type a,Type b
2398,133,Type a,Type b
2399,770,Type b,Type b
2399,1353,Type b,Type b
2399,893,Type b,Type b
2400,840,Type b,Type b
2400,1912,Type b,Type b
2400,1690,Type b,Type b
2401,363,Type b,Type b
2401,21,Type b,Type a
2401,982,Type b,Type b
2402,1464,Type b,Type b
2402,1805,Type b,Type b
2402,680,Type b,Type b
2403,1762,Type b,Type b
2403,803,Type b,Type b
2403,0,Type b,Type b
2404,372,Type b,Type b
2404,1713,Type b,Type b
2404,470,Type b,Type b
2405,104,Type b,Type b
2405,1673,Type b,Type b
2405,1706,Type b,Type b
2406,1111,Type b,Type b
2406,410,Type b,Type b
2406,31,Type b,Type b
2407,1527,Type b,Type b
2407,472,Type b,Type b
2407,1665,Type b,Type b
2408,1095,Type b,Type b
2408,1314,Type b,Type b
