# Network edge list with node attributes
# N: 530, m: 3
# h: 0.2, f_a: 0.2
# Initial network nodes: 0 to 29
# Added nodes: 30 to 529
# Total edges: 1528
# Type a nodes: 110
# Type b nodes: 420
# Generated: 2026-02-15T17:31:14.159370
source,target,source_type,target_type,source_in_degree,target_in_degree,source_is_initial,target_is_initial,source_order,target_order
155,26,a,a,0,31,False,True,155,26
156,104,b,b,5,6,False,False,156,104
156,7,b,b,5,24,False,True,156,7
156,8,b,b,5,16,False,True,156,8
157,31,b,b,1,9,False,False,157,31
157,48,b,b,1,13,False,False,157,48
157,149,b,b,1,2,False,False,157,149
158,18,b,b,7,15,False,True,158,18
158,147,b,b,7,8,False,False,158,147
158,146,b,b,7,7,False,False,158,146
159,3,b,b,3,25,False,True,159,3
159,146,b,b,3,7,False,False,159,146
159,72,b,b,3,10,False,False,159,72
160,103,a,b,0,7,False,False,160,103
160,11,a,b,0,16,False,True,160,11
160,110,a,b,0,8,False,False,160,110
161,77,b,b,3,8,False,False,161,77
161,132,b,b,3,2,False,False,161,132
161,106,b,b,3,3,False,False,161,106
162,49,a,b,2,13,False,False,162,49
162,5,a,b,2,11,False,True,162,5
162,6,a,b,2,20,False,True,162,6
163,30,b,b,6,14,False,False,163,30
163,67,b,b,6,5,False,False,163,67
163,27,b,b,6,12,False,True,163,27
164,64,b,b,5,7,False,False,164,64
164,86,b,b,5,6,False,False,164,86
164,14,b,b,5,24,False,True,164,14
165,80,a,b,0,11,False,False,165,80
165,55,a,b,0,8,False,False,165,55
165,121,a,b,0,4,False,False,165,121
166,30,a,b,2,14,False,False,166,30
166,88,a,b,2,10,False,False,166,88
166,22,a,b,2,13,False,True,166,22
167,134,a,b,2,8,False,False,167,134
167,37,a,b,2,6,False,False,167,37
167,52,a,a,2,6,False,False,167,52
168,11,a,b,0,16,False,True,168,11
168,133,a,b,0,9,False,False,168,133
168,60,a,b,0,7,False,False,168,60
169,133,b,b,4,9,False,False,169,133
169,56,b,b,4,11,False,False,169,56
169,7,b,b,4,24,False,True,169,7
170,21,b,b,3,10,False,True,170,21
170,43,b,b,3,8,False,False,170,43
170,6,b,b,3,20,False,True,170,6
171,64,b,b,3,7,False,False,171,64
171,134,b,b,3,8,False,False,171,134
171,30,b,b,3,14,False,False,171,30
172,39,b,b,2,13,False,False,172,39
172,140,b,b,2,3,False,False,172,140
172,142,b,b,2,3,False,False,172,142
173,89,a,b,1,8,False,False,173,89
173,96,a,b,1,7,False,False,173,96
173,147,a,b,1,8,False,False,173,147
174,140,b,b,2,3,False,False,174,140
174,30,b,b,2,14,False,False,174,30
174,7,b,b,2,24,False,True,174,7
175,72,b,b,4,10,False,False,175,72
175,156,b,b,4,5,False,False,175,156
175,115,b,b,4,10,False,False,175,115
176,7,b,b,3,24,False,True,176,7
176,126,b,b,3,7,False,False,176,126
176,95,b,b,3,3,False,False,176,95
177,62,b,b,4,12,False,False,177,62
177,8,b,b,4,16,False,True,177,8
177,137,b,b,4,6,False,False,177,137
178,22,b,b,4,13,False,True,178,22
178,141,b,b,4,5,False,False,178,141
178,92,b,b,4,7,False,False,178,92
179,107,b,b,6,4,False,False,179,107
179,97,b,b,6,6,False,False,179,97
179,130,b,b,6,4,False,False,179,130
180,117,b,b,5,6,False,False,180,117
180,63,b,b,5,11,False,False,180,63
180,10,b,b,5,15,False,True,180,10
181,37,b,b,3,6,False,False,181,37
181,14,b,b,3,24,False,True,181,14
181,1,b,a,3,5,False,True,181,1
182,126,b,b,1,7,False,False,182,126
182,32,b,b,1,13,False,False,182,32
182,3,b,b,1,25,False,True,182,3
183,72,b,b,2,10,False,False,183,72
183,7,b,b,2,24,False,True,183,7
183,31,b,b,2,9,False,False,183,31
184,159,b,b,3,3,False,False,184,159
184,50,b,b,3,10,False,False,184,50
184,55,b,b,3,8,False,False,184,55
185,88,b,b,2,10,False,False,185,88
185,36,b,b,2,12,False,False,185,36
185,68,b,b,2,5,False,False,185,68
186,122,b,b,6,6,False,False,186,122
186,140,b,b,6,3,False,False,186,140
186,20,b,b,6,12,False,True,186,20
187,79,b,b,6,10,False,False,187,79
187,42,b,b,6,7,False,False,187,42
187,8,b,b,6,16,False,True,187,8
188,178,b,b,9,4,False,False,188,178
188,152,b,b,9,3,False,False,188,152
188,127,b,b,9,5,False,False,188,127
189,55,a,b,1,8,False,False,189,55
189,10,a,b,1,15,False,True,189,10
189,115,a,b,1,10,False,False,189,115
190,55,b,b,1,8,False,False,190,55
190,122,b,b,1,6,False,False,190,122
190,30,b,b,1,14,False,False,190,30
191,61,b,b,4,6,False,False,191,61
191,38,b,b,4,8,False,False,191,38
191,0,b,a,4,18,False,True,191,0
192,30,b,b,3,14,False,False,192,30
192,115,b,b,3,10,False,False,192,115
192,84,b,b,3,7,False,False,192,84
193,74,b,b,2,8,False,False,193,74
193,158,b,b,2,7,False,False,193,158
193,39,b,b,2,13,False,False,193,39
194,70,b,b,6,7,False,False,194,70
194,39,b,b,6,13,False,False,194,39
194,19,b,a,6,3,False,True,194,19
195,158,b,b,1,7,False,False,195,158
195,36,b,b,1,12,False,False,195,36
195,6,b,b,1,20,False,True,195,6
196,26,b,a,2,31,False,True,196,26
196,65,b,b,2,5,False,False,196,65
196,176,b,b,2,3,False,False,196,176
197,110,b,b,4,8,False,False,197,110
197,0,b,a,4,18,False,True,197,0
197,50,b,b,4,10,False,False,197,50
198,6,b,b,1,20,False,True,198,6
198,115,b,b,1,10,False,False,198,115
198,44,b,b,1,9,False,False,198,44
199,127,b,b,1,5,False,False,199,127
199,179,b,b,1,6,False,False,199,179
199,148,b,b,1,2,False,False,199,148
200,116,b,b,0,6,False,False,200,116
200,17,b,a,0,19,False,True,200,17
200,32,b,b,0,13,False,False,200,32
201,11,b,b,4,16,False,True,201,11
201,97,b,b,4,6,False,False,201,97
201,13,b,b,4,15,False,True,201,13
202,122,b,b,1,6,False,False,202,122
202,64,b,b,1,7,False,False,202,64
202,72,b,b,1,10,False,False,202,72
203,28,b,b,6,12,False,True,203,28
203,116,b,b,6,6,False,False,203,116
203,27,b,b,6,12,False,True,203,27
204,181,b,b,3,3,False,False,204,181
204,63,b,b,3,11,False,False,204,63
204,133,b,b,3,9,False,False,204,133
205,23,b,b,2,11,False,True,205,23
205,26,b,a,2,31,False,True,205,26
205,146,b,b,2,7,False,False,205,146
206,2,b,b,3,16,False,True,206,2
206,17,b,a,3,19,False,True,206,17
206,88,b,b,3,10,False,False,206,88
207,192,b,b,3,3,False,False,207,192
207,52,b,a,3,6,False,False,207,52
207,181,b,b,3,3,False,False,207,181
208,48,b,b,3,13,False,False,208,48
208,69,b,b,3,5,False,False,208,69
208,96,b,b,3,7,False,False,208,96
209,7,b,b,2,24,False,True,209,7
209,186,b,b,2,6,False,False,209,186
209,120,b,b,2,5,False,False,209,120
210,32,b,b,2,13,False,False,210,32
210,149,b,b,2,2,False,False,210,149
210,45,b,b,2,17,False,False,210,45
211,74,b,b,4,8,False,False,211,74
211,109,b,b,4,6,False,False,211,109
211,18,b,b,4,15,False,True,211,18
212,183,b,b,6,2,False,False,212,183
212,92,b,b,6,7,False,False,212,92
212,133,b,b,6,9,False,False,212,133
213,161,a,b,0,3,False,False,213,161
213,62,a,b,0,12,False,False,213,62
213,192,a,b,0,3,False,False,213,192
214,94,b,b,2,4,False,False,214,94
214,15,b,b,2,12,False,True,214,15
214,42,b,b,2,7,False,False,214,42
215,87,b,b,3,6,False,False,215,87
215,35,b,b,3,16,False,False,215,35
215,28,b,b,3,12,False,True,215,28
216,11,b,b,5,16,False,True,216,11
216,101,b,b,5,4,False,False,216,101
216,137,b,b,5,6,False,False,216,137
217,118,b,b,5,5,False,False,217,118
217,25,b,a,5,9,False,True,217,25
217,9,b,b,5,13,False,True,217,9
218,205,b,b,1,2,False,False,218,205
218,36,b,b,1,12,False,False,218,36
218,17,b,a,1,19,False,True,218,17
219,5,a,b,0,11,False,True,219,5
219,21,a,b,0,10,False,True,219,21
219,25,a,a,0,9,False,True,219,25
220,78,b,b,3,7,False,False,220,78
220,26,b,a,3,31,False,True,220,26
220,98,b,a,3,1,False,False,220,98
221,65,b,b,3,5,False,False,221,65
221,199,b,b,3,1,False,False,221,199
221,3,b,b,3,25,False,True,221,3
