# Normalization constant A(k)
# Node type: a
# p0: 0.636656, alpha: 1.470588, gamma: 3.576782
# A_asymptotic: 18.533278
# Generated: 2026-02-15T17:31:17.714672
k,A_k,A_asymptotic
0,18.533277766486204,18.533277766486204
1,18.533277766486204,18.533277766486204
2,18.533277766486208,18.533277766486204
3,18.53327776648623,18.533277766486204
4,18.533277766486233,18.533277766486204
5,18.53327776648624,18.533277766486204
6,18.533277766486236,18.533277766486204
7,18.53327776648624,18.533277766486204
8,18.533277766486243,18.533277766486204
9,18.533277766486254,18.533277766486204
10,18.53327776648625,18.533277766486204
11,18.533277766486172,18.533277766486204
12,18.53327776648616,18.533277766486204
13,18.533277766486165,18.533277766486204
14,18.533277766486172,18.533277766486204
15,18.533277766486254,18.533277766486204
16,18.53327776648627,18.533277766486204
17,18.533277766486254,18.533277766486204
18,18.53327776648627,18.533277766486204
19,18.533277766486254,18.533277766486204
20,18.53327776648627,18.533277766486204
21,18.533277766486254,18.533277766486204
22,18.533277766486254,18.533277766486204
23,18.53327776648627,18.533277766486204
24,18.53327776648625,18.533277766486204
25,18.533277766486272,18.533277766486204
