# Sterling PMF: p(k) = A*(k+alpha)^(-gamma)
# Node type: a
# A: 75629.933021, alpha: 9.259259, gamma: 5.130838
# Generated: 2026-02-17T23:32:55.164043
k,pmf,A,alpha,gamma
0,0.8305143966482288,75629.9330212085,9.25925925925926,5.130838440062703
1,0.4907054149356673,75629.9330212085,9.25925925925926,5.130838440062703
2,0.30448556888812645,75629.9330212085,9.25925925925926,5.130838440062703
3,0.1967703263115674,75629.9330212085,9.25925925925926,5.130838440062703
4,0.13159177169332947,75629.9330212085,9.25925925925926,5.130838440062703
5,0.09061678346768905,75629.9330212085,9.25925925925926,5.130838440062703
6,0.063999235446096,75629.9330212085,9.25925925925926,5.130838440062703
7,0.04620951407963547,75629.9330212085,9.25925925925926,5.130838440062703
8,0.03401988994787937,75629.9330212085,9.25925925925926,5.130838440062703
9,0.02548164447232453,75629.9330212085,9.25925925925926,5.130838440062703
10,0.019382758280843185,75629.9330212085,9.25925925925926,5.130838440062703
11,0.014949246954285398,75629.9330212085,9.25925925925926,5.130838440062703
12,0.011675049978767867,75629.9330212085,9.25925925925926,5.130838440062703
13,0.009222188132590566,75629.9330212085,9.25925925925926,5.130838440062703
14,0.00736056317921322,75629.9330212085,9.25925925925926,5.130838440062703
15,0.005930766423149906,75629.9330212085,9.25925925925926,5.130838440062703
16,0.0048205893649757555,75629.9330212085,9.25925925925926,5.130838440062703
17,0.0039498868618853275,75629.9330212085,9.25925925925926,5.130838440062703
18,0.0032606414558383843,75629.9330212085,9.25925925925926,5.130838440062703
19,0.002710330391009043,75629.9330212085,9.25925925925926,5.130838440062703
20,0.0022674278346676243,75629.9330212085,9.25925925925926,5.130838440062703
21,0.0019083106102261522,75629.9330212085,9.25925925925926,5.130838440062703
22,0.0016151007719397154,75629.9330212085,9.25925925925926,5.130838440062703
23,0.0013741425082193755,75629.9330212085,9.25925925925926,5.130838440062703
24,0.0011749142909725707,75629.9330212085,9.25925925925926,5.130838440062703
25,0.0010092433991350153,75629.9330212085,9.25925925925926,5.130838440062703
