# Normalization constant A(k)
# Node type: b
# p0: 0.690465, alpha: 2.173913, gamma: 5.849245
# A_asymptotic: 3356.121360
# Generated: 2026-02-17T23:32:55.144343
k,A_k,A_asymptotic
0,3356.121359877102,3356.121359877102
1,3356.121359877101,3356.121359877102
2,3356.121359877099,3356.121359877102
3,3356.1213598770987,3356.121359877102
4,3356.121359877099,3356.121359877102
5,3356.121359877099,3356.121359877102
6,3356.1213598770987,3356.121359877102
7,3356.1213598771,3356.121359877102
8,3356.121359877116,3356.121359877102
9,3356.121359877114,3356.121359877102
10,3356.1213598771164,3356.121359877102
11,3356.121359877114,3356.121359877102
12,3356.1213598771146,3356.121359877102
13,3356.1213598771146,3356.121359877102
14,3356.1213598771137,3356.121359877102
15,3356.1213598771146,3356.121359877102
16,3356.121359877112,3356.121359877102
17,3356.1213598771155,3356.121359877102
18,3356.1213598771155,3356.121359877102
19,3356.1213598771137,3356.121359877102
20,3356.1213598771155,3356.121359877102
21,3356.121359877115,3356.121359877102
22,3356.121359877116,3356.121359877102
23,3356.1213598771137,3356.121359877102
24,3356.121359877116,3356.121359877102
25,3356.1213598771155,3356.121359877102
