# Sterling PMF: p(k) = A*(k+alpha)^(-gamma)
# Node type: a
# A: 9.945957, alpha: 1.923077, gamma: 2.929278
# Generated: 2026-02-17T23:35:36.560537
k,pmf,A,alpha,gamma
0,1.4646751950409342,9.945957488640184,1.923076923076923,2.9292784028839955
1,0.4296064882295616,9.945957488640184,1.923076923076923,2.9292784028839955
2,0.18144640348759705,9.945957488640184,1.923076923076923,2.9292784028839955
3,0.09330239954765575,9.945957488640184,1.923076923076923,2.9292784028839955
4,0.05428005313032079,9.945957488640184,1.923076923076923,2.9292784028839955
5,0.034369754155820297,9.945957488640184,1.923076923076923,2.9292784028839955
6,0.02314921090815764,9.945957488640184,1.923076923076923,2.9292784028839955
7,0.01634272982420349,9.945957488640184,1.923076923076923,2.9292784028839955
8,0.011972695763385745,9.945957488640184,1.923076923076923,2.9292784028839955
9,0.009037431917223202,9.945957488640184,1.923076923076923,2.9292784028839955
10,0.006992065112915715,9.945957488640184,1.923076923076923,2.9292784028839955
11,0.005522635546005153,9.945957488640184,1.923076923076923,2.9292784028839955
12,0.0044394351114914465,9.945957488640184,1.923076923076923,2.9292784028839955
13,0.003623169109785514,9.945957488640184,1.923076923076923,2.9292784028839955
14,0.0029962282048167053,9.945957488640184,1.923076923076923,2.9292784028839955
15,0.0025066207658297423,9.945957488640184,1.923076923076923,2.9292784028839955
16,0.0021186159189058467,9.945957488640184,1.923076923076923,2.9292784028839955
17,0.0018071001861443767,9.945957488640184,1.923076923076923,2.9292784028839955
18,0.0015540676637681144,9.945957488640184,1.923076923076923,2.9292784028839955
19,0.0013463770236299653,9.945957488640184,1.923076923076923,2.9292784028839955
20,0.0011742829946934851,9.945957488640184,1.923076923076923,2.9292784028839955
21,0.001030453826155864,9.945957488640184,1.923076923076923,2.9292784028839955
22,0.0009093009219661648,9.945957488640184,1.923076923076923,2.9292784028839955
23,0.0008065132834440562,9.945957488640184,1.923076923076923,2.9292784028839955
24,0.0007187289253713567,9.945957488640184,1.923076923076923,2.9292784028839955
25,0.0006432995162068845,9.945957488640184,1.923076923076923,2.9292784028839955
