# Normalization constant A(k)
# Node type: b
# p0: 0.500805, alpha: 2.083333, gamma: 3.090052
# A_asymptotic: 15.082046
# Generated: 2026-02-17T23:35:36.541433
k,A_k,A_asymptotic
0,15.082046130175986,15.082046130175986
1,15.082046130175984,15.082046130175986
2,15.082046130175996,15.082046130175986
3,15.082046130175973,15.082046130175986
4,15.082046130175971,15.082046130175986
5,15.082046130175966,15.082046130175986
6,15.082046130175973,15.082046130175986
7,15.082046130175975,15.082046130175986
8,15.08204613017597,15.082046130175986
9,15.082046130175975,15.082046130175986
10,15.08204613017597,15.082046130175986
11,15.082046130175968,15.082046130175986
12,15.08204613017597,15.082046130175986
13,15.082046130175971,15.082046130175986
14,15.082046130176039,15.082046130175986
15,15.082046130176048,15.082046130175986
16,15.08204613017605,15.082046130175986
17,15.082046130176042,15.082046130175986
18,15.082046130176048,15.082046130175986
19,15.08204613017604,15.082046130175986
20,15.082046130176039,15.082046130175986
21,15.08204613017605,15.082046130175986
22,15.08204613017604,15.082046130175986
23,15.08204613017604,15.082046130175986
24,15.08204613017604,15.082046130175986
25,15.082046130176055,15.082046130175986
