# Normalization constant A(k)
# Node type: a
# p0: 0.500805, alpha: 1.923077, gamma: 2.929278
# A_asymptotic: 9.945957
# Generated: 2026-02-17T23:35:36.538443
k,A_k,A_asymptotic
0,9.945957488640184,9.945957488640184
1,9.945957488640184,9.945957488640184
2,9.945957488640184,9.945957488640184
3,9.945957488640198,9.945957488640184
4,9.945957488640179,9.945957488640184
5,9.945957488640179,9.945957488640184
6,9.945957488640179,9.945957488640184
7,9.945957488640179,9.945957488640184
8,9.945957488640177,9.945957488640184
9,9.945957488640179,9.945957488640184
10,9.94595748864018,9.945957488640184
11,9.945957488640182,9.945957488640184
12,9.945957488640175,9.945957488640184
13,9.945957488640177,9.945957488640184
14,9.94595748864018,9.945957488640184
15,9.94595748864017,9.945957488640184
16,9.94595748864018,9.945957488640184
17,9.94595748864018,9.945957488640184
18,9.945957488640175,9.945957488640184
19,9.94595748864018,9.945957488640184
20,9.94595748864018,9.945957488640184
21,9.945957488640179,9.945957488640184
22,9.945957488640179,9.945957488640184
23,9.945957488640174,9.945957488640184
24,9.945957488640172,9.945957488640184
25,9.945957488640177,9.945957488640184
