# Sterling PMF: p(k) = A*(k+alpha)^(-gamma)
# Node type: b
# A: 15.082046, alpha: 2.083333, gamma: 3.090052
# Generated: 2026-02-17T23:35:36.567182
k,pmf,A,alpha,gamma
0,1.5612744022819878,15.082046130175986,2.0833333333333335,3.090051603124329
1,0.4649023620518055,15.082046130175986,2.0833333333333335,3.090051603124329
2,0.19516093832724857,15.082046130175986,2.0833333333333335,3.090051603124329
3,0.09918013279046334,15.082046130175986,2.0833333333333335,3.090051603124329
4,0.05694062281676038,15.082046130175986,2.0833333333333335,3.090051603124329
5,0.03557803513795023,15.082046130175986,2.0833333333333335,3.090051603124329
6,0.02365695379766623,15.082046130175986,2.0833333333333335,3.090051603124329
7,0.016498064151600978,15.082046130175986,2.0833333333333335,3.090051603124329
8,0.01194735399090483,15.082046130175986,2.0833333333333335,3.090051603124329
9,0.008920205020376472,15.082046130175986,2.0833333333333335,3.090051603124329
10,0.00683041897530799,15.082046130175986,2.0833333333333335,3.090051603124329
11,0.005342478252627871,15.082046130175986,2.0833333333333335,3.090051603124329
12,0.004255015250948955,15.082046130175986,2.0833333333333335,3.090051603124329
13,0.0034422523460037775,15.082046130175986,2.0833333333333335,3.090051603124329
14,0.002822903144335779,15.082046130175986,2.0833333333333335,3.090051603124329
15,0.0023428650826165056,15.082046130175986,2.0833333333333335,3.090051603124329
16,0.0019651914138827495,15.082046130175986,2.0833333333333335,3.090051603124329
17,0.0016640738229349572,15.082046130175986,2.0833333333333335,3.090051603124329
18,0.0014211189255035298,15.082046130175986,2.0833333333333335,3.090051603124329
19,0.0012229806487652247,15.082046130175986,2.0833333333333335,3.090051603124329
20,0.0010598177934583394,15.082046130175986,2.0833333333333335,3.090051603124329
21,0.0009242670658294695,15.082046130175986,2.0833333333333335,3.090051603124329
22,0.0008107457487467352,15.082046130175986,2.0833333333333335,3.090051603124329
23,0.0007149696901249115,15.082046130175986,2.0833333333333335,3.090051603124329
24,0.0006336146691815897,15.082046130175986,2.0833333333333335,3.090051603124329
25,0.000564074929449399,15.082046130175986,2.0833333333333335,3.090051603124329
