# Log-binned degree distribution
# Node type: b, n=14,102
# N: 28,005, m: 2
# h: 0.7, f_a: 0.5
# Theories: Diamond, Sterling
# Generated: 2026-03-18T20:22:08.921584
k_bin_center,empirical_prob,Diamond_prob,Sterling_prob
0.0,0.49865267337966246,0.5,1.5
1.0,0.20408452701744434,0.2,0.4444444444444444
2.0,0.09934761026804709,0.09999999999999999,0.1875
3.0,0.0571550134732662,0.05714285714285716,0.096
4.0,0.03467593249184513,0.03571428571428572,0.05555555555555555
5.0,0.02176996170755921,0.023809523809523808,0.03498542274052478
6.0,0.017018862572684725,0.016666666666666666,0.0234375
7.0,0.01304779463905829,0.012121212121212126,0.016460905349794237
8.0,0.01014040561622465,0.009090909090909089,0.012
9.0,0.006665721174301517,0.006993006993006996,0.009015777610818933
10.0,0.0046801872074883,0.005494505494505501,0.006944444444444444
11.0,0.004396539497943554,0.004395604395604393,0.005461993627674101
12.0,0.003616508296695504,0.00357142857142857,0.004373177842565598
13.0,0.0024819174585165226,0.0029411764705882344,0.0035555555555555557
14.0,0.002198269748971777,0.0024509803921568636,0.0029296875
15.0,0.002198269748971777,0.002063983488132093,0.0024424994911459393
16.0,0.0012055027655651681,0.0017543859649122818,0.0020576131687242796
17.0,0.0019146220394270317,0.0015037593984962392,0.001749526169995626
18.0,0.0009218550560204226,0.0012987012987012983,0.0015
19.0,0.0012055027655651681,0.001129305477131565,0.0012957563977972141
20.0,0.001418238547723727,0.0009881422924901192,0.0011269722013523666
21.0,0.0006382073464756773,0.0008695652173913042,0.0009862743486479823
22.0,0.0012055027655651681,0.0007692307692307693,0.0008680555555555555
23.49468024894146,0.0013473266203375407,0.0006461365680285239,0.0007241566740644166
25.0,0.0006382073464756773,0.0005473453749315822,0.0006096631611034902
26.0,0.00021273578215855906,0.0004926108374384237,0.0005466472303206997
27.0,0.00028364770954474543,0.00044493882091212476,0.0004920250932797573
28.495613697550013,0.0003545596369309318,0.0003844758361710456,0.0004231254162947864
30.0,0.0005672954190894909,0.0003342245989304835,0.0003662109375
31.496031496047245,0.0006382073464756773,0.0002925761717572016,0.0003193016606848869
33.49626844888845,0.0004963834917033045,0.0002470370165145943,0.0002683077056326342
35.0,0.0004254715643171181,0.0002188423241054829,0.0002369060075415079
36.49657518178932,0.0004254715643171181,0.00019488634757829784,0.00021033665469535935
38.49675310984031,0.00028364770954474543,0.0001680316820955772,0.0001806843896110414
42.49705872175156,0.0004254715643171181,0.0001274797309753231,0.00013620320638934149
44.98888751680797,0.0006382073464756773,0.00010862951076482497,0.00011566334738715339
47.49736834815167,0.00028364770954474543,9.322778270299957e-05,9.895435639646602e-05
49.98999899979995,0.0004963834917033045,8.067782958995588e-05,8.539291102553038e-05
52.49761899362675,7.091192738618636e-05,7.022620843253386e-05,7.413933070092135e-05
54.99090833947008,0.00014182385477237272,6.155037060864132e-05,6.482828148816138e-05
57.99137866959192,0.00014182385477237272,5.2904505328870965e-05,5.557951057938744e-05
63.99218702310463,0.00014182385477237272,3.9921381131176376e-05,4.1754537916802105e-05
66.9925368977769,7.091192738618636e-05,3.5003760265879525e-05,3.654053506883617e-05
70.48404074682438,0.00014182385477237272,3.0247019888264467e-05,3.1510410325455466e-05
73.9932429347437,0.00021273578215855906,2.6296423001011656e-05,2.7343639024340583e-05
85.97674104081871,7.091192738618636e-05,1.703752955211705e-05,1.762291049483713e-05
90.48756820690895,0.00014182385477237272,1.4688226146571297e-05,1.5168099336626252e-05
94.9789450352024,7.091192738618636e-05,1.275934002233042e-05,1.3156757795285665e-05
99.9799979995999,7.091192738618636e-05,1.0989136378358628e-05,1.1314522976813221e-05
104.9809506529637,7.091192738618636e-05,9.531846823475075e-06,9.800808142108349e-06
109.98181667894016,7.091192738618636e-05,8.321269908704355e-06,8.545524423452742e-06
133.96641370134532,7.091192738618636e-05,4.670486742314133e-06,4.774042910623549e-06
140.47775624631822,0.00014182385477237272,4.063016762346723e-06,4.148967610458433e-06
154.97096502248414,7.091192738618636e-05,3.04415552067479e-06,3.1025819486765277e-06
229.43408639519978,7.091192738618636e-05,9.556301255937999e-07,9.680533116365053e-07
578.8955000688811,7.091192738618636e-05,6.090424061149462e-08,6.121913789110952e-08
