# Normalization constant A(k)
# Node type: b
# p0: 0.500000, alpha: 2.083333, gamma: 3.083333
# A_asymptotic: 14.902513
# Generated: 2026-03-12T18:33:00.032112
k,A_k,A_asymptotic
0,14.902512901832164,14.902512901832164
1,14.902512901832164,14.902512901832164
2,14.902512901832178,14.902512901832164
3,14.902512901832175,14.902512901832164
4,14.90251290183218,14.902512901832164
5,14.902512901832175,14.902512901832164
6,14.90251290183218,14.902512901832164
7,14.902512901832182,14.902512901832164
8,14.902512901832187,14.902512901832164
9,14.902512901832186,14.902512901832164
10,14.902512901832184,14.902512901832164
11,14.902512901832177,14.902512901832164
12,14.902512901832182,14.902512901832164
13,14.902512901832184,14.902512901832164
14,14.902512901832104,14.902512901832164
15,14.902512901832095,14.902512901832164
16,14.902512901832099,14.902512901832164
17,14.902512901832099,14.902512901832164
18,14.9025129018321,14.902512901832164
19,14.902512901832097,14.902512901832164
20,14.902512901832086,14.902512901832164
21,14.902512901832091,14.902512901832164
22,14.902512901832086,14.902512901832164
23,14.902512901832077,14.902512901832164
24,14.902512901832075,14.902512901832164
25,14.902512901832083,14.902512901832164
