# Network nodes data
# Layout: spring
# N: 8, m: 2
# h: 0.7, f_a: 0.55
# Initial core size (n0): 5
# Added nodes: 3
# Generated: 2026-03-12T18:32:56.464833
node_id,node_origin,node_type,in_degree,out_degree
0,initial_core,Type a,1,2
1,initial_core,Type b,6,2
2,initial_core,Type a,4,2
3,initial_core,Type b,3,2
4,initial_core,Type a,2,2
5,added,Type a,0,2
6,added,Type a,0,2
7,added,Type b,0,2
