# Raw node-level degree data
# Node type: a, n=5
# N: 8, m: 2
# h: 0.7, f_a: 0.55
# Generated: 2026-03-12T18:32:56.819691
node_id,in_degree
0,1
2,4
4,2
5,0
6,0
