# P-value vs truncation analysis
# Sweep: m_edges, value: 17
# Node type: b, a: 0
# Confidence interval: z = 1.0
# Generated: 2026-02-15T23:13:55.513585
b,p,sigma_p,p_lower_bound,D_theory_mean,D_mle_mean
1,0.48,0.07065408693062278,0.4093459130693772,0.9159359649343393,0.9137904641933179
17,0.42,0.06979971346646059,0.3502002865335394,7.190035440913153,7.1746133907087755
33,0.54,0.07048404074682439,0.46951595925317563,14.339848363001073,14.339509629763752
49,0.48,0.07065408693062278,0.4093459130693772,22.498459662614763,22.440908947786284
65,0.4,0.06928203230275509,0.33071796769724493,31.63225843967801,31.32512954661071
81,0.36,0.06788225099390856,0.29211774900609144,41.669362942849865,40.941786644610005
97,0.3,0.0648074069840786,0.23519259301592138,52.540389886273466,51.46443223356034
113,0.24,0.060398675482166,0.179601324517834,64.19298205378178,62.693912537272354
129,0.26,0.06203224967708329,0.19796775032291672,76.57109491545428,74.41380563581468
146,0.3,0.0648074069840786,0.23519259301592138,90.48753310766365,87.79698444025746
162,0.26,0.06203224967708329,0.19796775032291672,104.2567670454557,100.69932427061708
178,0.2,0.05656854249492381,0.1434314575050762,118.65429344045067,114.06671468694093
194,0.18,0.054332310828824504,0.1256676891711755,133.6552191322378,128.24174016288663
210,0.18,0.054332310828824504,0.1256676891711755,149.23356997832914,142.74187837464112
226,0.24,0.060398675482166,0.179601324517834,165.37514908424487,158.03216571165905
242,0.18,0.054332310828824504,0.1256676891711755,182.04689506772243,173.81408988120998
258,0.2,0.05656854249492381,0.1434314575050762,199.2489566996412,190.25706843928842
275,0.22,0.05858327406350724,0.16141672593649276,218.0741371459548,208.96639963264195
291,0.22,0.05858327406350724,0.16141672593649276,236.30267125565123,227.09233788801603
307,0.26,0.06203224967708329,0.19796775032291672,255.01026403903663,245.91290909705486
323,0.28,0.06349803146555018,0.21650196853444986,274.18071019676586,265.3671610950283
339,0.3,0.0648074069840786,0.23519259301592138,293.8144303266096,285.83710875643277
355,0.36,0.06788225099390856,0.29211774900609144,313.89152294715734,306.4886647157641
371,0.38,0.06864400920692205,0.31135599079307796,334.40592210391793,328.5515491867201
387,0.42,0.06979971346646059,0.3502002865335394,355.3433968530389,350.68747943923233
404,0.46,0.07048404074682439,0.3895159592531756,378.0488192871007,373.88228847952746
420,0.44,0.07019971509913699,0.36980028490086303,399.84262310315273,395.25733969958605
436,0.4,0.06928203230275509,0.33071796769724493,422.03791228054934,417.0612874891173
452,0.44,0.07019971509913699,0.36980028490086303,444.62745219036674,437.87878743442997
468,0.4,0.06928203230275509,0.33071796769724493,467.60881109509677,458.19064785767046
484,0.34,0.0669925368977769,0.2730074631022231,490.9688202482757,476.01432876203785
500,0.24,0.060398675482166,0.179601324517834,514.7032342862499,494.5261224709227
516,0.18,0.054332310828824504,0.1256676891711755,538.8101960511253,511.52472556391547
533,0.1,0.042426406871192854,0.05757359312880715,564.8146246033607,527.9194232503208
549,0.06,0.03358571124749333,0.02641428875250667,589.687568776078,543.5481807990196
565,0.04,0.027712812921102035,0.012287187078897966,614.8852294730508,558.3235356858956
581,0.02,0.01979898987322333,0.0002010101267766705,640.442136213696,574.7548474255879
597,0.02,0.01979898987322333,0.0002010101267766705,666.3497026617789,590.9292434087697
613,0.02,0.01979898987322333,0.0002010101267766705,692.5923989923024,606.1194186620004
629,0.0,0.0,0.0,719.1740798144172,624.2110674138163
645,0.0,0.0,0.0,746.0836509771308,643.5967390123539
662,0.0,0.0,0.0,775.0237660532471,663.9505488890945
678,0.0,0.0,0.0,802.6117004730506,684.0117040064596
694,0.0,0.0,0.0,830.5112732696401,706.3441388945981
710,0.0,0.0,0.0,858.7266761268249,728.1661745247252
726,0.0,0.0,0.0,887.249948233101,750.6631293953085
742,0.0,0.0,0.0,916.0795416471956,773.7665583470748
758,0.0,0.0,0.0,945.2286162641369,797.9028698122187
774,0.0,0.0,0.0,974.670840248443,822.3647895972712
791,0.0,0.0,0.0,1006.2810508644146,848.95655603146
