# P-value vs truncation analysis
# Sweep: n0, value: 115
# Node type: b, a: 0
# Confidence interval: z = 1.0
# Generated: 2026-02-16T00:00:18.626475
b,p,sigma_p,p_lower_bound,D_theory_mean,D_mle_mean
1,0.7,0.06480740698407861,0.6351925930159213,0.8411676533386283,0.8448214917976644
2,0.5,0.07071067811865475,0.4292893218813453,1.1032554467932936,1.1036964177635953
3,0.44,0.07019971509913699,0.36980028490086303,1.4684065783508258,1.466418234315046
4,0.62,0.06864400920692205,0.551355990793078,2.29282156710336,2.300096689474434
5,0.58,0.06979971346646059,0.5102002865335393,3.0850345870580878,3.1022960042595447
6,0.56,0.07019971509913697,0.4898002849008631,3.877613279846854,3.8853983401868426
7,0.44,0.07019971509913699,0.36980028490086303,4.6936255526645745,4.689838289417291
8,0.46,0.07048404074682439,0.3895159592531756,5.5569302504734255,5.570522978111369
9,0.48,0.07065408693062278,0.4093459130693772,6.469217908695316,6.499580080418712
10,0.56,0.07019971509913697,0.4898002849008631,7.430618631890329,7.464689190929737
11,0.6,0.06928203230275509,0.5307179676972449,8.452877847348786,8.480493063698583
12,0.6,0.06928203230275509,0.5307179676972449,9.548025143161654,9.61794766118149
13,0.6,0.06928203230275509,0.5307179676972449,10.715616753262978,10.82390731930192
15,0.8,0.0565685424949238,0.7434314575050762,13.272846357667147,13.418793233383518
16,0.74,0.06203224967708329,0.6779677503229167,14.678366254757885,14.852782813192677
17,0.76,0.060398675482166,0.699601324517834,16.173856849212132,16.394879573408538
18,0.66,0.0669925368977769,0.5930074631022231,17.759534648828833,18.002368355238378
19,0.64,0.06788225099390856,0.5721177490060915,19.442901586649608,19.75223173387249
20,0.62,0.06864400920692205,0.551355990793078,21.224111700305325,21.517080599218048
21,0.62,0.06864400920692205,0.551355990793078,23.108390720381934,23.439062413812945
22,0.6,0.06928203230275509,0.5307179676972449,25.10038713076857,25.34799150722511
23,0.56,0.07019971509913697,0.4898002849008631,27.204387892114884,27.461198652653465
24,0.58,0.06979971346646059,0.5102002865335393,29.423696309697664,29.593768411142914
25,0.56,0.07019971509913697,0.4898002849008631,31.757483728149595,31.846064090845566
26,0.48,0.07065408693062278,0.4093459130693772,34.215432283720546,34.139700234191494
28,0.44,0.07019971509913699,0.36980028490086303,39.512213148948206,39.11521105005623
29,0.34,0.0669925368977769,0.2730074631022231,42.35341614108695,41.66900059393476
30,0.3,0.0648074069840786,0.23519259301592138,45.33644513188087,44.48086725198913
31,0.18,0.054332310828824504,0.1256676891711755,48.45719232223292,47.199022253445825
32,0.16,0.05184592558726288,0.10815407441273713,51.718969056113266,50.09319236419122
33,0.14,0.04907137658554119,0.09092862341445881,55.13088689066597,53.08450414182958
34,0.1,0.042426406871192854,0.05757359312880715,58.69595698751731,56.36031336247099
35,0.08,0.03836665218650176,0.04163334781349824,62.41435118059693,59.64357450531301
36,0.1,0.042426406871192854,0.05757359312880715,66.28688913963109,63.048561042241445
37,0.12,0.04595650117230423,0.07404349882769576,70.32881895123613,66.92609010969657
38,0.14,0.04907137658554119,0.09092862341445881,74.53590404321952,70.96026301744025
39,0.12,0.04595650117230423,0.07404349882769576,78.90328297503322,74.9086085867021
41,0.08,0.03836665218650176,0.04163334781349824,88.16852256252085,83.62775613943994
42,0.06,0.03358571124749333,0.02641428875250667,93.06801919137011,88.20071763252353
43,0.1,0.042426406871192854,0.05757359312880715,98.15571318134505,93.17601421203413
44,0.12,0.04595650117230423,0.07404349882769576,103.43167662254798,98.40753237990495
45,0.16,0.05184592558726288,0.10815407441273713,108.89618017485529,103.77435199960682
46,0.12,0.04595650117230423,0.07404349882769576,114.55583321977996,109.40804641180472
47,0.18,0.054332310828824504,0.1256676891711755,120.41618166935854,115.31344508453661
48,0.2,0.05656854249492381,0.1434314575050762,126.47686259376418,121.22999318518072
49,0.2,0.05656854249492381,0.1434314575050762,132.7474712080923,127.73993186823898
50,0.22,0.05858327406350724,0.16141672593649276,139.2302360960282,134.54682395916254
51,0.28,0.06349803146555018,0.21650196853444986,145.9241322646297,141.4838819697964
52,0.34,0.0669925368977769,0.2730074631022231,152.83550202330235,148.53629194232437
54,0.38,0.06864400920692205,0.31135599079307796,167.33223023184374,163.57817794912907
