# P-value vs truncation analysis
# Sweep: n0, value: 150
# Node type: b, a: 0
# Confidence interval: z = 1.0
# Generated: 2026-02-16T00:00:19.455289
b,p,sigma_p,p_lower_bound,D_theory_mean,D_mle_mean
1,0.32,0.06596969000988256,0.25403030999011744,0.8412284794970294,0.8380213471205424
2,0.32,0.06596969000988256,0.25403030999011744,1.103367182454449,1.0977617940487248
3,0.46,0.07048404074682439,0.3895159592531756,1.468107353917004,1.4640416425410683
4,0.5,0.07071067811865475,0.4292893218813453,2.288626740637251,2.283569002543537
5,0.46,0.07048404074682439,0.3895159592531756,3.0803579099763034,3.077460717428204
6,0.58,0.06979971346646059,0.5102002865335393,3.875862110008324,3.871252495637675
7,0.44,0.07019971509913699,0.36980028490086303,4.694568911201692,4.683780414299893
8,0.48,0.07065408693062278,0.4093459130693772,5.555586682098916,5.5590348761396635
9,0.48,0.07065408693062278,0.4093459130693772,6.464965557228954,6.473753305586237
10,0.54,0.07048404074682439,0.46951595925317563,7.4286218378712805,7.466605403899186
11,0.62,0.06864400920692205,0.551355990793078,8.453479305881338,8.505480899651221
12,0.56,0.07019971509913697,0.4898002849008631,9.54247967724817,9.607872505720827
13,0.62,0.06864400920692205,0.551355990793078,10.70630902808878,10.802653237642836
14,0.62,0.06864400920692205,0.551355990793078,11.946264035428586,12.070748214912891
15,0.6,0.06928203230275509,0.5307179676972449,13.266314222246644,13.440380626040843
16,0.64,0.06788225099390856,0.5721177490060915,14.668716693284328,14.850607051064289
17,0.68,0.06596969000988256,0.6140303099901174,16.159107154641,16.346729869781576
18,0.68,0.06596969000988256,0.6140303099901174,17.743363990655087,17.923219380507245
19,0.6,0.06928203230275509,0.5307179676972449,19.423268569075923,19.607032144838914
20,0.64,0.06788225099390856,0.5721177490060915,21.20465076038261,21.391512265766643
21,0.54,0.07048404074682439,0.46951595925317563,23.086111600780683,23.191701174659688
22,0.52,0.07065408693062278,0.4493459130693772,25.073964669654025,25.102782131757046
23,0.32,0.06596969000988256,0.25403030999011744,27.17390711534517,27.044459210252768
24,0.34,0.0669925368977769,0.2730074631022231,29.38769707172688,29.108326903478023
25,0.26,0.06203224967708329,0.19796775032291672,31.717954529791186,31.145285270442074
26,0.24,0.060398675482166,0.179601324517834,34.17219789348617,33.37606702163086
27,0.2,0.05656854249492381,0.1434314575050762,36.753373111467944,35.60386421944004
28,0.18,0.054332310828824504,0.1256676891711755,39.45982952120939,37.955099889644494
29,0.14,0.04907137658554119,0.09092862341445881,42.303471931251586,40.49662117850906
30,0.12,0.04595650117230423,0.07404349882769576,45.28068254911046,43.06373492129825
31,0.12,0.04595650117230423,0.07404349882769576,48.39624176364948,45.80047312718717
32,0.08,0.03836665218650176,0.04163334781349824,51.657963830202455,48.66269996597307
33,0.06,0.03358571124749333,0.02641428875250667,55.065052611516776,51.68565159103088
34,0.06,0.03358571124749333,0.02641428875250667,58.62345871185331,54.89591266634479
35,0.04,0.027712812921102035,0.012287187078897966,62.33594048166634,58.26614491757263
36,0.06,0.03358571124749333,0.02641428875250667,66.20666331638616,61.925672401078785
37,0.06,0.03358571124749333,0.02641428875250667,70.23845317820263,65.73824941454443
38,0.08,0.03836665218650176,0.04163334781349824,74.43206952312366,69.68535297606408
39,0.08,0.03836665218650176,0.04163334781349824,78.79537759131006,73.87941732712316
40,0.1,0.042426406871192854,0.05757359312880715,83.33303749408029,78.32972307395278
41,0.1,0.042426406871192854,0.05757359312880715,88.04466884327756,82.92407358048239
42,0.12,0.04595650117230423,0.07404349882769576,92.93402165214634,87.62965900394175
43,0.12,0.04595650117230423,0.07404349882769576,98.00737185467838,92.50277332851454
44,0.12,0.04595650117230423,0.07404349882769576,103.27231919570085,97.84989139949452
45,0.12,0.04595650117230423,0.07404349882769576,108.72898826614457,103.44933132000831
