# P-value vs truncation analysis
# Sweep: n0, value: 10
# Node type: b, a: 0
# Confidence interval: z = 1.0
# Generated: 2026-02-16T00:00:15.862126
b,p,sigma_p,p_lower_bound,D_theory_mean,D_mle_mean
1,0.44,0.07019971509913699,0.36980028490086303,0.8412980088015093,0.8402070779336896
2,0.36,0.06788225099390856,0.29211774900609144,1.1034949123767441,1.1007884402563173
4,0.4,0.06928203230275509,0.33071796769724493,2.285166033108138,2.2771148627106683
5,0.3,0.0648074069840786,0.23519259301592138,3.0750968002661754,3.0551107253999312
7,0.54,0.07048404074682439,0.46951595925317563,4.693883427309611,4.687129705200012
8,0.4,0.06928203230275509,0.33071796769724493,5.552138528268582,5.542593186797627
10,0.62,0.06864400920692205,0.551355990793078,7.423833276466855,7.4469732113139635
11,0.52,0.07065408693062278,0.4493459130693772,8.442198610306356,8.455595731591806
13,0.6,0.06928203230275509,0.5307179676972449,10.701283776249236,10.796588800056549
14,0.52,0.07065408693062278,0.4493459130693772,11.934194178236964,12.00283725943524
16,0.54,0.07048404074682439,0.46951595925317563,14.651462343836977,14.685896682030247
17,0.52,0.07065408693062278,0.4493459130693772,16.142235814989032,16.17207449883957
19,0.52,0.07065408693062278,0.4493459130693772,19.40714894674724,19.47230168765325
20,0.52,0.07065408693062278,0.4493459130693772,21.186690346552282,21.277036698868073
22,0.5,0.07071067811865475,0.4292893218813453,25.053184220799025,25.153822058456395
23,0.5,0.07071067811865475,0.4292893218813453,27.149113168939234,27.18071943507846
25,0.54,0.07048404074682439,0.46951595925317563,31.696449239105924,31.825191420334715
27,0.48,0.07065408693062278,0.4093459130693772,36.719317860820304,36.83781690879848
28,0.42,0.06979971346646059,0.3502002865335394,39.4231168243739,39.59840378191894
30,0.6,0.06928203230275509,0.5307179676972449,45.23369350064946,45.604456512871906
31,0.5,0.07071067811865475,0.4292893218813453,48.340926796808844,48.6617625235182
33,0.54,0.07048404074682439,0.46951595925317563,54.99581196057777,55.53479980523753
34,0.46,0.07048404074682439,0.3895159592531756,58.54159630657068,59.04225174771551
36,0.52,0.07065408693062278,0.4493459130693772,66.10362318330459,66.71319403719299
37,0.6,0.06928203230275509,0.5307179676972449,70.12479472102297,70.78120129593647
39,0.54,0.07048404074682439,0.46951595925317563,78.65947997758248,79.17431096463139
40,0.54,0.07048404074682439,0.46951595925317563,83.18568639716638,83.80254994001643
42,0.5,0.07071067811865475,0.4292893218813453,92.76791122196127,93.53178221628977
43,0.52,0.07065408693062278,0.4493459130693772,97.82868274567814,98.51393548964101
45,0.52,0.07065408693062278,0.4493459130693772,108.52302920316495,109.50111484239908
46,0.52,0.07065408693062278,0.4493459130693772,114.15579988929655,115.25733351519399
48,0.5,0.07071067811865475,0.4292893218813453,126.01861546808009,126.85219454981488
49,0.48,0.07065408693062278,0.4093459130693772,132.2584583150091,133.02296007323378
51,0.46,0.07048404074682439,0.3895159592531756,145.37207253335032,145.76438622001885
53,0.44,0.07019971509913699,0.36980028490086303,159.36086856179895,160.09376408174202
54,0.44,0.07019971509913699,0.36980028490086303,166.68036446934823,166.6296150783325
56,0.46,0.07048404074682439,0.3895159592531756,182.0266743327401,181.7557410631893
57,0.46,0.07048404074682439,0.3895159592531756,190.05149754164128,189.57488236351847
59,0.46,0.07048404074682439,0.3895159592531756,206.82075333439283,205.37163928982696
60,0.4,0.06928203230275509,0.33071796769724493,215.58329087147231,213.92964204808695
62,0.4,0.06928203230275509,0.33071796769724493,233.8625399278415,232.4131955039386
63,0.4,0.06928203230275509,0.33071796769724493,243.38534076064522,241.56199454336115
65,0.38,0.06864400920692205,0.31135599079307796,263.23670348745077,261.16328589943345
66,0.38,0.06864400920692205,0.31135599079307796,273.5650837887304,271.27750251016494
68,0.4,0.06928203230275509,0.33071796769724493,295.0584507637252,291.87500884263824
69,0.38,0.06864400920692205,0.31135599079307796,306.22797067673474,303.03722928624114
71,0.36,0.06788225099390856,0.29211774900609144,329.44795035329037,325.61898485017593
72,0.38,0.06864400920692205,0.31135599079307796,341.4946055921339,337.32831621657164
74,0.38,0.06864400920692205,0.31135599079307796,366.49859391224817,361.8996799464913
76,0.38,0.06864400920692205,0.31135599079307796,392.7375199680841,388.01707714790996
