# Sterling PMF: p(k) = A*(k+alpha)^(-gamma)
# Node type: b
# A: 3360.474399, alpha: 2.173913, gamma: 5.849868
# Generated: 2026-03-19T13:38:47.938210
k,pmf,A,alpha,gamma
0,35.77491265662212,3360.4743987773404,2.173913043478261,5.849867526558197
1,3.9096344078190794,3360.4743987773404,2.173913043478261,5.849867526558197
2,0.787596765824108,3360.4743987773404,2.173913043478261,5.849867526558197
3,0.22420911776215635,3360.4743987773404,2.173913043478261,5.849867526558197
4,0.07974920189751589,3360.4743987773404,2.173913043478261,5.849867526558197
5,0.033139101037135084,3360.4743987773404,2.173913043478261,5.849867526558197
6,0.015445639221915062,3360.4743987773404,2.173913043478261,5.849867526558197
7,0.007862915007585358,3360.4743987773404,2.173913043478261,5.849867526558197
8,0.00429268609289095,3360.4743987773404,2.173913043478261,5.849867526558197
9,0.0024804959353867837,3360.4743987773404,2.173913043478261,5.849867526558197
10,0.0015023728932239213,3360.4743987773404,2.173913043478261,5.849867526558197
