# Sterling PMF: p(k) = A*(k+alpha)^(-gamma)
# Node type: a
# A: 75742.243906, alpha: 9.259259, gamma: 5.131369
# Generated: 2026-03-19T13:38:47.930210
k,pmf,A,alpha,gamma
0,0.83076682203184,75742.2439058662,9.25925925925926,5.13136863373476
1,0.49082786983340937,75742.2439058662,9.25925925925926,5.13136863373476
2,0.3045465342650867,75742.2439058662,9.25925925925926,5.13136863373476
3,0.19680084571183953,75742.2439058662,9.25925925925926,5.13136863373476
4,0.13160671013932493,75742.2439058662,9.25925925925926,5.13136863373476
5,0.09062357672936655,75742.2439058662,9.25925925925926,5.13136863373476
6,0.06400173323016868,75742.2439058662,9.25925925925926,5.13136863373476
7,0.046209762362795864,75742.2439058662,9.25925925925926,5.13136863373476
8,0.034018996179435726,75742.2439058662,9.25925925925926,5.13136863373476
9,0.025480214108826803,75742.2439058662,9.25925925925926,5.13136863373476
10,0.019381122359759802,75742.2439058662,9.25925925925926,5.13136863373476
