# Log-binned degree distribution
# Node type: a, n=16,734
# N: 28,005, m: 2
# h: 0.7, f_a: 0.6
# Theories: Diamond, Sterling
# Generated: 2026-03-19T13:38:44.164587
k_bin_center,empirical_prob,Diamond_prob,Sterling_prob
0.0,0.3060236643958408,0.308526879153762,0.83076682203184
1.0,0.19666547149515956,0.19851325347142168,0.49082786983340937
2.0,0.1330225887414844,0.1323272154925821,0.3045465342650867
3.0,0.09208796462292339,0.09089989938235941,0.19680084571183953
4.0,0.0642404685072308,0.06407850481453047,0.13160671013932493
5.0,0.04804589458587307,0.04619926591006844,0.09062357672936655
6.0,0.03382335365124895,0.033973490380739116,0.06400173323016868
7.0,0.026054738855025697,0.02542394968816867,0.046209762362795864
8.0,0.019541054141269273,0.019325032974356424,0.034018996179435726
9.0,0.015178678140313135,0.014896221575032943,0.025480214108826803
10.0,0.01153340504362376,0.011628331354173082,0.019381122359759802
11.0,0.009083303454045656,0.00918193042364937,0.014947584050677145
12.0,0.007350304768734313,0.007326290225556828,0.011673453083038913
13.0,0.005677064658778535,0.005901773309267782,0.009220702018481196
14.0,0.004900203179156209,0.004796133286669543,0.007359205589896472
15.0,0.004003824548822756,0.003929272292851917,0.005929540206762214
16.0,0.0028086530417114858,0.003243252767500105,0.004819489463920591
17.0,0.0026891358910003586,0.002695639023518854,0.0039489043367644085
18.0,0.0020317915620891597,0.00225498783360611,0.0032597657834841157
19.0,0.0017927572606669057,0.0018977495029060627,0.0027095507515505495
20.0,0.0018525158360224692,0.001606109216742356,0.0022667338050884616
21.0,0.0009561372056890164,0.0013664643203831776,0.0019076925105402111
22.0,0.0013146886578223975,0.001168337511954327,0.001614549810101153
23.49468024894146,0.0018525158360224692,0.0009324238889725694,0.0012704639691258003
25.0,0.0008963786303334528,0.0007501298438171243,0.001008850095561524
26.0,0.0007768614796223258,0.0006524113519401289,0.0008703803583167104
27.0,0.0006573443289111988,0.0005695266996760698,0.0007540233500995824
28.495613697550013,0.0004780686028445082,0.0004678241311731997,0.0006127852609581169
30.0,0.0007768614796223258,0.0003866660052127708,0.0005014569624033076
31.496031496047245,0.0009561372056890164,0.00032210015357563395,0.00041389532070814446
33.49626844888845,0.0007171029042667623,0.00025476450123761694,0.0003236797914394674
35.0,0.00011951715071112705,0.00021504275178060587,0.0002710716794042075
36.49657518178932,0.0004780686028445082,0.00018264207947599328,0.00022854681962446318
38.49675310984031,0.0002390343014222541,0.00014798112590385783,0.0001834958579672678
40.496913462633174,5.9758575355563525e-05,0.00012089727795458913,0.0001486588831806208
42.49705872175156,0.00011951715071112705,9.953081391317745e-05,0.00012143958615640648
44.98888751680797,0.0002390343014222541,7.889128087600355e-05,9.540471962759641e-05
47.49736834815167,5.9758575355563525e-05,6.30732970100142e-05,7.565410415932138e-05
49.98999899979995,5.9758575355563525e-05,5.096855631757815e-05,6.068042938934219e-05
52.49761899362675,0.00017927572606669058,4.148849463395924e-05,4.905368157769792e-05
54.99090833947008,0.00017927572606669058,3.407870450245947e-05,4.003767691193146e-05
57.99137866959192,0.00011951715071112705,2.715327903158542e-05,3.167773675313273e-05
60.991802727907626,0.00017927572606669058,2.1844797334502747e-05,2.5321033639121403e-05
63.99218702310463,5.9758575355563525e-05,1.7730424666130618e-05,2.0430490389167593e-05
77.9743547584717,0.00011951715071112705,7.397972591548486e-06,8.336309932250057e-06
