# Network edges data
# Layout: spring
# N: 28004, m: 3
# h: 0.7, f_a: 0.55
# Generated: 2026-04-09T15:34:28.318197
source,target,source_type,target_type 
16652,2770,Type b,Type a
16652,1488,Type b,Type a
16653,1214,Type a,Type b
16653,4146,Type a,Type a
16653,747,Type a,Type a
16654,5781,Type a,Type a
16654,617,Type a,Type a
16654,226,Type a,Type b
16655,2012,Type b,Type b
16655,6718,Type b,Type a
16655,13223,Type b,Type a
16656,72,Type a,Type a
16656,7504,Type a,Type a
16656,2940,Type a,Type a
16657,170,Type b,Type a
16657,130,Type b,Type a
16657,12054,Type b,Type b
16658,167,Type b,Type b
16658,8998,Type b,Type a
16658,13,Type b,Type b
16659,87,Type b,Type b
16659,4559,Type b,Type a
16659,7579,Type b,Type b
16660,3042,Type b,Type a
16660,12,Type b,Type b
16660,82,Type b,Type b
16661,711,Type a,Type a
16661,1,Type a,Type b
16661,424,Type a,Type a
16662,8495,Type a,Type b
16662,1495,Type a,Type b
16662,13587,Type a,Type a
16663,11377,Type b,Type b
16663,1380,Type b,Type a
16663,4497,Type b,Type a
16664,34,Type a,Type a
16664,64,Type a,Type b
16664,1753,Type a,Type b
16665,0,Type b,Type a
16665,163,Type b,Type a
16665,4288,Type b,Type a
16666,8371,Type a,Type b
16666,7086,Type a,Type a
16666,15750,Type a,Type a
16667,572,Type b,Type a
16667,1046,Type b,Type b
16667,348,Type b,Type a
16668,5101,Type b,Type b
16668,4935,Type b,Type b
16668,9584,Type b,Type b
16669,15867,Type a,Type a
16669,6507,Type a,Type b
16669,4123,Type a,Type a
16670,15930,Type b,Type b
16670,145,Type b,Type a
16670,10704,Type b,Type a
16671,6826,Type a,Type a
16671,2335,Type a,Type b
16671,3317,Type a,Type a
16672,8641,Type b,Type a
16672,1460,Type b,Type b
16672,15781,Type b,Type a
16673,4384,Type a,Type a
16673,4368,Type a,Type a
16673,6334,Type a,Type b
16674,11511,Type b,Type a
16674,138,Type b,Type b
16674,14903,Type b,Type a
16675,585,Type b,Type a
16675,3953,Type b,Type a
16675,5633,Type b,Type b
16676,100,Type b,Type b
16676,2612,Type b,Type a
16676,144,Type b,Type b
16677,95,Type a,Type a
16677,1953,Type a,Type a
16677,8,Type a,Type a
16678,454,Type b,Type b
16678,14586,Type b,Type a
16678,237,Type b,Type b
16679,9762,Type b,Type b
16679,9407,Type b,Type b
16679,3367,Type b,Type a
16680,941,Type a,Type b
16680,12705,Type a,Type a
16680,5377,Type a,Type a
16681,59,Type a,Type b
16681,1780,Type a,Type a
16681,13547,Type a,Type b
16682,6832,Type b,Type b
16682,10,Type b,Type b
16682,1196,Type b,Type b
16683,7227,Type b,Type b
16683,1437,Type b,Type a
16683,1594,Type b,Type a
16684,6085,Type a,Type a
16684,11558,Type a,Type b
16684,14247,Type a,Type b
16685,10174,Type a,Type a
16685,883,Type a,Type a
16685,42,Type a,Type a
16686,4221,Type a,Type b
16686,366,Type a,Type b
16686,2417,Type a,Type b
16687,2168,Type b,Type a
16687,314,Type b,Type a
16687,35,Type b,Type b
16688,4707,Type a,Type a
16688,16119,Type a,Type a
16688,11421,Type a,Type a
16689,808,Type a,Type b
16689,190,Type a,Type a
16689,12100,Type a,Type a
16690,18,Type a,Type b
16690,3,Type a,Type b
16690,328,Type a,Type a
16691,3874,Type b,Type b
16691,16286,Type b,Type a
16691,6298,Type b,Type b
16692,553,Type b,Type a
16692,1814,Type b,Type a
16692,13677,Type b,Type a
16693,2410,Type a,Type a
16693,526,Type a,Type a
16693,10062,Type a,Type b
16694,917,Type b,Type a
16694,43,Type b,Type b
16694,2984,Type b,Type b
16695,2470,Type a,Type b
16695,265,Type a,Type a
16695,13,Type a,Type b
16696,731,Type b,Type b
16696,4867,Type b,Type b
16696,104,Type b,Type b
16697,3108,Type b,Type b
16697,14,Type b,Type a
16697,2427,Type b,Type a
16698,4192,Type b,Type b
16698,16097,Type b,Type b
16698,218,Type b,Type a
16699,5900,Type a,Type a
16699,23,Type a,Type a
16699,12230,Type a,Type a
16700,1669,Type b,Type a
16700,65,Type b,Type b
16700,2350,Type b,Type a
16701,2282,Type a,Type b
16701,12148,Type a,Type a
16701,1579,Type a,Type a
16702,2397,Type b,Type a
16702,1245,Type b,Type b
16702,3231,Type b,Type b
16703,8626,Type a,Type a
16703,850,Type a,Type a
16703,8022,Type a,Type a
16704,2,Type a,Type a
16704,8704,Type a,Type b
16704,264,Type a,Type b
16705,1531,Type a,Type a
16705,5879,Type a,Type a
16705,15084,Type a,Type b
16706,2609,Type a,Type a
16706,109,Type a,Type a
16706,1694,Type a,Type b
16707,4467,Type b,Type b
16707,320,Type b,Type a
16707,11,Type b,Type b
16708,1122,Type a,Type a
16708,252,Type a,Type a
16708,72,Type a,Type a
16709,4614,Type a,Type b
16709,1878,Type a,Type b
16709,10,Type a,Type b
16710,411,Type a,Type b
16710,5786,Type a,Type b
16710,0,Type a,Type a
16711,3306,Type a,Type a
16711,177,Type a,Type a
16711,8095,Type a,Type a
16712,5581,Type b,Type a
16712,144,Type b,Type b
16712,13691,Type b,Type b
16713,4059,Type a,Type a
16713,14141,Type a,Type a
16713,1670,Type a,Type a
16714,1358,Type a,Type b
16714,2111,Type a,Type a
16714,303,Type a,Type b
16715,1366,Type a,Type b
16715,6293,Type a,Type b
16715,262,Type a,Type a
16716,15587,Type a,Type a
16716,146,Type a,Type b
16716,393,Type a,Type b
16717,4,Type a,Type b
16717,2927,Type a,Type a
16717,3155,Type a,Type b
16718,14103,Type a,Type b
16718,9115,Type a,Type a
16718,15646,Type a,Type a
16719,934,Type b,Type a
16719,1,Type b,Type b
16719,5,Type b,Type b
16720,11421,Type b,Type a
16720,2680,Type b,Type a
16720,14408,Type b,Type b
16721,3317,Type a,Type a
16721,6785,Type a,Type a
16721,24,Type a,Type b
16722,1240,Type b,Type b
16722,6255,Type b,Type a
16722,1703,Type b,Type a
16723,1010,Type a,Type a
16723,7033,Type a,Type a
16723,12899,Type a,Type b
16724,6123,Type a,Type b
16724,4466,Type a,Type b
16724,9653,Type a,Type a
16725,1601,Type b,Type b
16725,16550,Type b,Type b
16725,7343,Type b,Type a
16726,607,Type a,Type b
16726,901,Type a,Type a
16726,3530,Type a,Type b
16727,694,Type a,Type b
16727,6056,Type a,Type b
16727,3910,Type a,Type a
16728,9493,Type a,Type a
16728,6090,Type a,Type b
16728,6645,Type a,Type b
16729,10239,Type b,Type a
16729,829,Type b,Type b
16729,7397,Type b,Type a
16730,891,Type b,Type a
16730,7572,Type b,Type b
16730,14138,Type b,Type a
16731,104,Type a,Type b
16731,453,Type a,Type a
16731,12271,Type a,Type a
16732,2176,Type a,Type a
16732,4713,Type a,Type b
16732,4796,Type a,Type b
16733,4236,Type a,Type a
16733,10445,Type a,Type b
16733,6729,Type a,Type a
16734,130,Type a,Type a
16734,2854,Type a,Type b
16734,879,Type a,Type a
16735,1217,Type b,Type a
16735,12040,Type b,Type a
16735,73,Type b,Type b
16736,34,Type a,Type a
16736,1060,Type a,Type a
16736,1429,Type a,Type a
16737,1948,Type a,Type b
16737,2161,Type a,Type a
16737,2113,Type a,Type b
16738,3960,Type b,Type a
16738,212,Type b,Type a
16738,8,Type b,Type a
16739,7607,Type a,Type a
16739,23,Type a,Type a
16739,2,Type a,Type a
16740,14150,Type b,Type a
16740,6014,Type b,Type b
16740,407,Type b,Type b
16741,6702,Type b,Type b
16741,2521,Type b,Type b
16741,9994,Type b,Type a
16742,6222,Type a,Type a
16742,912,Type a,Type a
16742,10608,Type a,Type b
16743,2542,Type b,Type b
16743,15221,Type b,Type a
16743,40,Type b,Type a
16744,1163,Type a,Type b
16744,10588,Type a,Type a
16744,9406,Type a,Type a
16745,3781,Type a,Type b
16745,6989,Type a,Type a
16745,430,Type a,Type a
16746,16598,Type b,Type b
16746,58,Type b,Type b
16746,3704,Type b,Type a
16747,5537,Type b,Type a
16747,1556,Type b,Type a
16747,1428,Type b,Type a
16748,1476,Type a,Type a
16748,13,Type a,Type b
16748,12496,Type a,Type a
16749,3196,Type a,Type a
16749,310,Type a,Type a
16749,936,Type a,Type b
16750,10039,Type a,Type a
16750,356,Type a,Type b
16750,3609,Type a,Type a
16751,8250,Type b,Type a
16751,23,Type b,Type a
16751,11923,Type b,Type b
16752,4940,Type b,Type b
16752,7204,Type b,Type b
16752,1788,Type b,Type a
16753,574,Type b,Type a
16753,548,Type b,Type b
16753,3247,Type b,Type a
16754,47,Type b,Type a
16754,303,Type b,Type b
16754,874,Type b,Type b
16755,3569,Type b,Type a
16755,9809,Type b,Type a
16755,1048,Type b,Type b
16756,13403,Type b,Type a
16756,1864,Type b,Type b
16756,6478,Type b,Type b
16757,4873,Type b,Type a
16757,10166,Type b,Type a
16757,8945,Type b,Type a
16758,11505,Type b,Type a
16758,121,Type b,Type a
16758,11804,Type b,Type a
16759,311,Type b,Type b
16759,107,Type b,Type a
16759,7834,Type b,Type a
16760,8951,Type a,Type a
16760,4966,Type a,Type b
16760,1495,Type a,Type b
16761,2,Type b,Type a
16761,1506,Type b,Type b
16761,3376,Type b,Type b
16762,1615,Type b,Type b
16762,9228,Type b,Type a
16762,13030,Type b,Type b
16763,2076,Type a,Type b
16763,1923,Type a,Type a
16763,3170,Type a,Type a
16764,3994,Type b,Type b
16764,2276,Type b,Type b
16764,11075,Type b,Type b
16765,1694,Type b,Type b
16765,3668,Type b,Type b
16765,9694,Type b,Type b
16766,94,Type a,Type b
16766,82,Type a,Type b
16766,5408,Type a,Type a
16767,9760,Type a,Type b
16767,4828,Type a,Type a
16767,297,Type a,Type b
16768,3778,Type b,Type a
16768,332,Type b,Type b
16768,12126,Type b,Type a
16769,85,Type a,Type a
16769,14176,Type a,Type a
16769,568,Type a,Type b
16770,734,Type b,Type a
16770,259,Type b,Type a
16770,1623,Type b,Type a
16771,575,Type b,Type a
16771,2322,Type b,Type a
16771,1221,Type b,Type b
16772,2357,Type b,Type b
16772,1276,Type b,Type b
16772,15391,Type b,Type a
16773,621,Type a,Type b
16773,13895,Type a,Type a
16773,91,Type a,Type b
16774,2316,Type b,Type a
16774,10997,Type b,Type b
16774,1520,Type b,Type a
16775,5321,Type a,Type a
16775,1315,Type a,Type a
16775,750,Type a,Type a
16776,585,Type b,Type a
16776,6758,Type b,Type a
16776,2343,Type b,Type b
16777,449,Type a,Type b
16777,3315,Type a,Type b
16777,13755,Type a,Type a
16778,16207,Type b,Type b
16778,196,Type b,Type a
16778,3088,Type b,Type b
16779,12153,Type b,Type b
16779,12516,Type b,Type a
16779,781,Type b,Type a
16780,3443,Type b,Type a
16780,109,Type b,Type a
16780,14751,Type b,Type a
16781,16,Type b,Type a
16781,1851,Type b,Type a
16781,123,Type b,Type b
16782,3238,Type a,Type a
16782,3044,Type a,Type b
16782,1943,Type a,Type a
16783,5607,Type b,Type b
16783,4431,Type b,Type b
16783,3627,Type b,Type a
16784,7448,Type a,Type b
16784,4409,Type a,Type b
16784,4659,Type a,Type a
16785,5224,Type a,Type a
16785,10390,Type a,Type a
16785,72,Type a,Type a
16786,3210,Type a,Type b
16786,13290,Type a,Type a
16786,1386,Type a,Type b
16787,8754,Type a,Type a
16787,492,Type a,Type a
16787,4005,Type a,Type a
16788,741,Type a,Type b
16788,2224,Type a,Type a
16788,11026,Type a,Type b
16789,5829,Type b,Type b
16789,5492,Type b,Type a
16789,15171,Type b,Type a
16790,2082,Type a,Type a
16790,580,Type a,Type a
16790,867,Type a,Type a
16791,9142,Type a,Type a
16791,11,Type a,Type b
16791,7716,Type a,Type b
16792,173,Type b,Type b
16792,47,Type b,Type a
16792,609,Type b,Type b
16793,12011,Type b,Type b
16793,6439,Type b,Type b
16793,1337,Type b,Type b
16794,4019,Type b,Type b
16794,2877,Type b,Type a
16794,1483,Type b,Type b
16795,669,Type a,Type b
16795,15736,Type a,Type a
16795,2483,Type a,Type a
16796,3228,Type a,Type a
16796,1,Type a,Type b
16796,6929,Type a,Type a
16797,7723,Type a,Type a
16797,3002,Type a,Type a
16797,9262,Type a,Type b
16798,7655,Type b,Type a
16798,11921,Type b,Type a
16798,3422,Type b,Type b
16799,3840,Type b,Type a
16799,8378,Type b,Type a
16799,6893,Type b,Type a
16800,1,Type a,Type b
16800,0,Type a,Type a
16800,144,Type a,Type b
16801,2014,Type b,Type a
16801,4466,Type b,Type b
16801,799,Type b,Type b
16802,7728,Type a,Type a
16802,192,Type a,Type a
16802,145,Type a,Type a
16803,9689,Type a,Type b
16803,5355,Type a,Type b
16803,163,Type a,Type a
16804,11,Type a,Type b
16804,3544,Type a,Type a
16804,3792,Type a,Type b
16805,4756,Type a,Type b
16805,5255,Type a,Type b
16805,1437,Type a,Type a
16806,12871,Type a,Type b
16806,6565,Type a,Type a
16806,14647,Type a,Type a
16807,2364,Type a,Type a
16807,10011,Type a,Type a
16807,4467,Type a,Type b
16808,12089,Type a,Type b
16808,7615,Type a,Type b
16808,5852,Type a,Type b
16809,266,Type a,Type a
16809,2388,Type a,Type a
16809,295,Type a,Type a
16810,15344,Type a,Type b
16810,1322,Type a,Type a
16810,152,Type a,Type a
16811,6064,Type b,Type b
16811,6424,Type b,Type a
16811,5355,Type b,Type b
16812,12924,Type a,Type a
16812,16020,Type a,Type a
16812,14640,Type a,Type a
16813,16299,Type b,Type b
16813,111,Type b,Type b
16813,1195,Type b,Type a
16814,770,Type a,Type a
16814,31,Type a,Type a
16814,7975,Type a,Type b
16815,151,Type b,Type b
16815,1889,Type b,Type a
16815,5836,Type b,Type a
16816,6709,Type a,Type a
16816,4132,Type a,Type a
16816,8365,Type a,Type b
16817,2860,Type a,Type a
16817,15956,Type a,Type a
16817,4804,Type a,Type a
16818,12830,Type b,Type a
16818,587,Type b,Type b
16818,3,Type b,Type b
16819,6553,Type b,Type b
16819,23,Type b,Type a
16819,11995,Type b,Type a
16820,430,Type b,Type a
16820,4547,Type b,Type a
16820,389,Type b,Type a
16821,484,Type a,Type a
16821,212,Type a,Type a
16821,1995,Type a,Type a
16822,872,Type a,Type a
16822,1152,Type a,Type a
16822,72,Type a,Type a
16823,454,Type b,Type b
16823,7524,Type b,Type b
16823,9879,Type b,Type a
16824,441,Type a,Type b
16824,2804,Type a,Type b
16824,12852,Type a,Type a
16825,2790,Type a,Type a
16825,4828,Type a,Type a
16825,2095,Type a,Type a
16826,8,Type a,Type a
16826,436,Type a,Type a
16826,156,Type a,Type a
16827,5214,Type a,Type b
16827,8101,Type a,Type a
16827,7980,Type a,Type a
16828,8811,Type b,Type a
16828,13921,Type b,Type b
16828,11363,Type b,Type a
16829,10270,Type a,Type b
16829,9194,Type a,Type a
16829,14625,Type a,Type a
16830,10456,Type a,Type b
16830,1432,Type a,Type a
16830,76,Type a,Type b
16831,13033,Type b,Type b
16831,12,Type b,Type b
16831,1,Type b,Type b
16832,2686,Type b,Type a
16832,5583,Type b,Type a
16832,5244,Type b,Type b
16833,4650,Type a,Type b
16833,559,Type a,Type a
16833,47,Type a,Type a
16834,850,Type a,Type a
16834,260,Type a,Type a
16834,8075,Type a,Type b
16835,1000,Type b,Type a
16835,14022,Type b,Type a
16835,10570,Type b,Type a
16836,10793,Type a,Type a
16836,10011,Type a,Type a
16836,867,Type a,Type a
16837,3412,Type b,Type b
16837,64,Type b,Type b
16837,7020,Type b,Type b
16838,10869,Type a,Type b
16838,1547,Type a,Type a
16838,64,Type a,Type b
16839,2,Type b,Type a
16839,7331,Type b,Type a
16839,7427,Type b,Type a
16840,12633,Type b,Type b
16840,2634,Type b,Type b
16840,4556,Type b,Type a
16841,9651,Type a,Type a
16841,219,Type a,Type b
16841,3315,Type a,Type b
16842,727,Type b,Type b
16842,10812,Type b,Type a
16842,3813,Type b,Type a
16843,5110,Type a,Type b
16843,6403,Type a,Type a
16843,13695,Type a,Type b
16844,10230,Type b,Type a
16844,327,Type b,Type a
16844,6470,Type b,Type a
16845,2241,Type b,Type b
16845,91,Type b,Type b
16845,6690,Type b,Type a
16846,16014,Type b,Type b
16846,1582,Type b,Type a
16846,98,Type b,Type a
16847,1165,Type a,Type a
16847,1082,Type a,Type a
16847,681,Type a,Type b
16848,129,Type b,Type a
16848,8418,Type b,Type a
16848,11704,Type b,Type b
16849,1697,Type b,Type a
16849,218,Type b,Type a
16849,390,Type b,Type b
16850,88,Type a,Type b
16850,6119,Type a,Type a
16850,855,Type a,Type b
16851,2857,Type a,Type a
16851,10038,Type a,Type b
16851,4368,Type a,Type a
16852,6687,Type a,Type a
16852,10344,Type a,Type b
16852,1311,Type a,Type a
16853,3998,Type a,Type b
16853,7818,Type a,Type b
16853,511,Type a,Type b
16854,68,Type b,Type a
16854,4276,Type b,Type b
16854,2898,Type b,Type b
16855,2010,Type a,Type a
16855,9815,Type a,Type b
16855,54,Type a,Type b
16856,525,Type a,Type b
16856,3204,Type a,Type a
16856,6558,Type a,Type a
16857,13401,Type b,Type b
16857,10238,Type b,Type b
16857,303,Type b,Type b
16858,10393,Type b,Type b
16858,4828,Type b,Type a
16858,7866,Type b,Type a
16859,1716,Type b,Type b
16859,12430,Type b,Type a
16859,84,Type b,Type a
16860,517,Type a,Type b
16860,11323,Type a,Type b
16860,4395,Type a,Type a
16861,5875,Type b,Type b
16861,1403,Type b,Type a
16861,24,Type b,Type b
16862,50,Type a,Type b
16862,8597,Type a,Type a
16862,3315,Type a,Type b
16863,2119,Type b,Type a
16863,3308,Type b,Type b
16863,10409,Type b,Type b
16864,285,Type a,Type a
16864,24,Type a,Type b
16864,1146,Type a,Type b
16865,3189,Type a,Type b
16865,11764,Type a,Type a
16865,9492,Type a,Type a
16866,8688,Type b,Type b
16866,1242,Type b,Type b
16866,2698,Type b,Type a
16867,3057,Type a,Type a
16867,362,Type a,Type a
16867,14175,Type a,Type b
16868,16557,Type b,Type b
16868,7121,Type b,Type a
16868,2782,Type b,Type b
16869,14521,Type a,Type a
16869,485,Type a,Type b
16869,4812,Type a,Type b
16870,2396,Type a,Type b
16870,9830,Type a,Type a
16870,1594,Type a,Type a
16871,583,Type b,Type a
16871,224,Type b,Type a
16871,99,Type b,Type a
16872,417,Type b,Type b
16872,2,Type b,Type a
16872,1842,Type b,Type a
16873,11226,Type a,Type a
16873,7331,Type a,Type a
16873,4777,Type a,Type a
16874,1220,Type a,Type a
16874,16,Type a,Type a
16874,1851,Type a,Type a
16875,3154,Type a,Type b
16875,1232,Type a,Type a
16875,11371,Type a,Type a
16876,313,Type a,Type b
16876,1527,Type a,Type b
16876,2161,Type a,Type a
16877,10390,Type b,Type a
16877,4853,Type b,Type b
16877,13352,Type b,Type b
16878,1194,Type a,Type b
16878,65,Type a,Type b
16878,2268,Type a,Type a
16879,4480,Type b,Type a
16879,3998,Type b,Type b
16879,3519,Type b,Type a
16880,3247,Type a,Type a
16880,2000,Type a,Type a
16880,15000,Type a,Type b
16881,6622,Type a,Type a
16881,338,Type a,Type b
16881,9621,Type a,Type a
16882,63,Type a,Type b
16882,5631,Type a,Type a
16882,1,Type a,Type b
16883,917,Type b,Type a
16883,16,Type b,Type a
16883,15476,Type b,Type a
16884,16014,Type a,Type b
16884,5687,Type a,Type b
16884,3639,Type a,Type a
16885,1997,Type b,Type a
16885,17,Type b,Type a
16885,332,Type b,Type b
16886,5125,Type b,Type b
16886,16,Type b,Type a
16886,124,Type b,Type b
16887,10,Type b,Type b
16887,2998,Type b,Type a
16887,4971,Type b,Type a
16888,29,Type b,Type a
16888,11871,Type b,Type b
16888,6448,Type b,Type b
16889,1532,Type b,Type b
16889,7752,Type b,Type b
16889,12183,Type b,Type b
16890,91,Type b,Type b
16890,6804,Type b,Type b
16890,8312,Type b,Type b
16891,14218,Type b,Type b
16891,14908,Type b,Type a
16891,9694,Type b,Type b
16892,10684,Type b,Type a
16892,2396,Type b,Type b
16892,4859,Type b,Type a
16893,16005,Type a,Type a
16893,4,Type a,Type b
16893,2763,Type a,Type a
16894,8631,Type a,Type a
16894,14772,Type a,Type a
16894,6292,Type a,Type b
16895,6704,Type b,Type a
16895,5311,Type b,Type b
16895,5630,Type b,Type a
16896,1895,Type b,Type a
16896,4249,Type b,Type b
16896,763,Type b,Type a
16897,14316,Type b,Type a
16897,3825,Type b,Type a
16897,6969,Type b,Type a
16898,8555,Type b,Type b
16898,16103,Type b,Type a
16898,3816,Type b,Type a
16899,592,Type a,Type a
16899,5136,Type a,Type b
16899,12450,Type a,Type a
16900,3473,Type b,Type a
16900,4319,Type b,Type a
16900,14427,Type b,Type b
16901,1230,Type b,Type a
16901,14469,Type b,Type b
16901,4367,Type b,Type a
16902,1981,Type a,Type a
16902,9928,Type a,Type b
16902,12595,Type a,Type a
16903,9149,Type a,Type b
16903,2699,Type a,Type b
16903,441,Type a,Type b
16904,4881,Type b,Type a
16904,5316,Type b,Type a
16904,4288,Type b,Type a
16905,508,Type b,Type b
16905,8,Type b,Type a
16905,2212,Type b,Type b
16906,8269,Type a,Type b
16906,3515,Type a,Type a
16906,11954,Type a,Type a
16907,3357,Type b,Type a
16907,6905,Type b,Type b
16907,47,Type b,Type a
16908,10820,Type b,Type b
16908,11090,Type b,Type b
16908,8110,Type b,Type b
16909,23,Type a,Type a
16909,9335,Type a,Type b
16909,1506,Type a,Type b
16910,9500,Type a,Type a
16910,50,Type a,Type b
16910,14818,Type a,Type a
16911,16252,Type b,Type b
16911,4189,Type b,Type a
16911,219,Type b,Type b
16912,1346,Type a,Type a
16912,5416,Type a,Type b
16912,5394,Type a,Type b
16913,7902,Type b,Type b
16913,5160,Type b,Type b
16913,15936,Type b,Type a
16914,11145,Type a,Type a
16914,1771,Type a,Type a
16914,1,Type a,Type b
16915,6,Type b,Type a
16915,14641,Type b,Type b
16915,12,Type b,Type b
16916,7126,Type a,Type a
16916,823,Type a,Type b
16916,2,Type a,Type a
16917,13339,Type a,Type b
16917,575,Type a,Type a
16917,145,Type a,Type a
16918,321,Type a,Type a
16918,4368,Type a,Type a
16918,12069,Type a,Type b
16919,15350,Type b,Type a
16919,2836,Type b,Type a
16919,9935,Type b,Type b
16920,6717,Type b,Type b
16920,2152,Type b,Type a
16920,10334,Type b,Type b
16921,12616,Type a,Type a
16921,15975,Type a,Type b
16921,14516,Type a,Type b
16922,20,Type a,Type b
16922,1403,Type a,Type a
16922,585,Type a,Type a
16923,5669,Type b,Type a
16923,964,Type b,Type a
16923,14448,Type b,Type a
16924,2261,Type a,Type b
16924,16,Type a,Type a
16924,13462,Type a,Type a
16925,4649,Type a,Type b
16925,286,Type a,Type a
16925,3812,Type a,Type a
16926,16707,Type a,Type b
16926,2370,Type a,Type b
16926,5840,Type a,Type a
16927,3198,Type b,Type a
16927,151,Type b,Type b
16927,439,Type b,Type b
16928,9462,Type b,Type a
16928,16267,Type b,Type b
16928,3,Type b,Type b
16929,3477,Type a,Type b
16929,2,Type a,Type a
16929,2566,Type a,Type a
16930,3414,Type a,Type a
16930,11846,Type a,Type b
16930,2807,Type a,Type b
16931,1842,Type a,Type a
16931,12638,Type a,Type a
16931,5144,Type a,Type b
16932,6293,Type b,Type b
16932,10,Type b,Type b
16932,644,Type b,Type a
16933,2152,Type a,Type a
16933,2295,Type a,Type b
16933,14403,Type a,Type b
16934,16369,Type b,Type b
16934,13218,Type b,Type b
16934,702,Type b,Type b
16935,2692,Type a,Type a
16935,4379,Type a,Type a
16935,6043,Type a,Type b
16936,917,Type a,Type a
16936,81,Type a,Type a
16936,9097,Type a,Type b
16937,10617,Type a,Type a
16937,4245,Type a,Type b
16937,497,Type a,Type b
16938,1177,Type b,Type b
16938,8,Type b,Type a
16938,8892,Type b,Type b
16939,5692,Type b,Type a
16939,1554,Type b,Type a
16939,11385,Type b,Type a
16940,8395,Type b,Type a
16940,603,Type b,Type b
16940,1291,Type b,Type a
16941,368,Type a,Type b
16941,726,Type a,Type a
16941,23,Type a,Type a
16942,3,Type b,Type b
16942,437,Type b,Type a
16942,34,Type b,Type a
16943,0,Type a,Type a
16943,4866,Type a,Type a
16943,7971,Type a,Type b
16944,9217,Type a,Type b
16944,689,Type a,Type a
16944,11150,Type a,Type a
16945,4258,Type a,Type a
16945,7112,Type a,Type a
16945,262,Type a,Type a
16946,4179,Type b,Type a
16946,2528,Type b,Type a
16946,4,Type b,Type b
16947,771,Type b,Type b
16947,11617,Type b,Type b
16947,2591,Type b,Type a
16948,8564,Type b,Type b
16948,13876,Type b,Type b
16948,9240,Type b,Type a
16949,3,Type a,Type b
16949,2215,Type a,Type b
16949,2221,Type a,Type b
16950,3912,Type a,Type a
16950,1905,Type a,Type b
16950,2030,Type a,Type a
16951,250,Type a,Type a
16951,638,Type a,Type b
16951,4163,Type a,Type a
16952,50,Type a,Type b
16952,7166,Type a,Type b
16952,35,Type a,Type b
16953,2090,Type a,Type a
16953,2477,Type a,Type b
16953,6516,Type a,Type a
16954,8669,Type a,Type a
16954,403,Type a,Type b
16954,870,Type a,Type a
16955,5006,Type b,Type a
16955,5668,Type b,Type b
16955,5844,Type b,Type b
16956,90,Type b,Type a
16956,2029,Type b,Type a
16956,8957,Type b,Type b
16957,4366,Type b,Type a
16957,237,Type b,Type b
16957,158,Type b,Type a
16958,46,Type a,Type a
16958,11646,Type a,Type b
16958,2469,Type a,Type b
16959,2236,Type b,Type b
16959,3509,Type b,Type a
16959,8929,Type b,Type a
16960,14,Type b,Type a
16960,14026,Type b,Type b
16960,9,Type b,Type b
16961,1737,Type b,Type a
16961,872,Type b,Type a
16961,0,Type b,Type a
16962,2651,Type b,Type a
16962,8779,Type b,Type b
16962,15898,Type b,Type b
16963,936,Type b,Type b
16963,8327,Type b,Type b
16963,2152,Type b,Type a
16964,110,Type b,Type a
16964,3312,Type b,Type a
16964,58,Type b,Type b
16965,3,Type b,Type b
16965,6510,Type b,Type b
16965,2241,Type b,Type b
16966,8388,Type b,Type b
16966,273,Type b,Type a
16966,13781,Type b,Type a
16967,2901,Type a,Type b
16967,1684,Type a,Type b
16967,7382,Type a,Type b
16968,131,Type a,Type b
16968,536,Type a,Type a
16968,10036,Type a,Type a
16969,2730,Type a,Type b
16969,7249,Type a,Type b
16969,8410,Type a,Type b
16970,8363,Type a,Type b
16970,254,Type a,Type b
16970,4666,Type a,Type a
16971,14254,Type a,Type a
16971,12091,Type a,Type b
16971,11565,Type a,Type a
16972,11575,Type b,Type b
16972,58,Type b,Type b
16972,193,Type b,Type a
16973,468,Type b,Type b
16973,1670,Type b,Type a
16973,5139,Type b,Type b
16974,2459,Type b,Type a
16974,327,Type b,Type a
16974,16782,Type b,Type a
16975,1575,Type b,Type b
16975,3076,Type b,Type a
16975,6144,Type b,Type a
16976,12835,Type a,Type a
16976,219,Type a,Type b
16976,2024,Type a,Type b
16977,211,Type b,Type b
16977,15521,Type b,Type b
16977,219,Type b,Type b
16978,10465,Type b,Type a
16978,437,Type b,Type a
16978,5683,Type b,Type a
16979,7,Type a,Type b
16979,44,Type a,Type b
16979,2720,Type a,Type b
16980,1461,Type b,Type a
16980,928,Type b,Type b
16980,7120,Type b,Type a
16981,2656,Type a,Type a
16981,4533,Type a,Type b
16981,12810,Type a,Type b
16982,7724,Type a,Type a
16982,103,Type a,Type a
16982,6237,Type a,Type a
16983,443,Type a,Type b
16983,5964,Type a,Type b
16983,10523,Type a,Type b
16984,7196,Type a,Type a
16984,3544,Type a,Type a
16984,6145,Type a,Type a
16985,19,Type a,Type a
16985,1435,Type a,Type a
16985,2220,Type a,Type a
16986,1850,Type a,Type b
16986,7321,Type a,Type a
16986,1992,Type a,Type b
16987,8723,Type a,Type a
16987,84,Type a,Type a
16987,5190,Type a,Type a
16988,2716,Type b,Type a
16988,8617,Type b,Type a
16988,8689,Type b,Type a
16989,2363,Type a,Type a
16989,211,Type a,Type b
16989,511,Type a,Type b
16990,66,Type a,Type b
16990,12932,Type a,Type b
16990,5850,Type a,Type a
