# Network edges data
# Layout: spring
# N: 28004, m: 3
# h: 0.7, f_a: 0.55
# Generated: 2026-04-09T15:34:28.318197
source,target,source_type,target_type 
7324,4635,Type b,Type b
7324,4,Type b,Type b
7325,4919,Type a,Type b
7325,3521,Type a,Type a
7325,26,Type a,Type b
7326,6951,Type a,Type b
7326,433,Type a,Type b
7326,192,Type a,Type a
7327,4242,Type a,Type b
7327,2839,Type a,Type a
7327,1945,Type a,Type a
7328,55,Type b,Type a
7328,2459,Type b,Type a
7328,2967,Type b,Type a
7329,6402,Type a,Type a
7329,111,Type a,Type b
7329,4175,Type a,Type a
7330,7309,Type b,Type b
7330,791,Type b,Type a
7330,222,Type b,Type b
7331,2532,Type a,Type b
7331,1361,Type a,Type b
7331,1470,Type a,Type b
7332,3749,Type a,Type a
7332,1225,Type a,Type a
7332,5604,Type a,Type a
7333,211,Type b,Type b
7333,5441,Type b,Type a
7333,1562,Type b,Type b
7334,117,Type a,Type b
7334,1905,Type a,Type b
7334,430,Type a,Type a
7335,5,Type b,Type b
7335,310,Type b,Type a
7335,1119,Type b,Type a
7336,20,Type b,Type b
7336,4867,Type b,Type b
7336,3688,Type b,Type b
7337,405,Type a,Type a
7337,2160,Type a,Type a
7337,3,Type a,Type b
7338,399,Type b,Type b
7338,223,Type b,Type b
7338,3,Type b,Type b
7339,320,Type b,Type a
7339,222,Type b,Type b
7339,330,Type b,Type b
7340,2,Type a,Type a
7340,110,Type a,Type a
7340,2184,Type a,Type b
7341,161,Type a,Type a
7341,1342,Type a,Type a
7341,2467,Type a,Type a
7342,3378,Type a,Type b
7342,615,Type a,Type b
7342,5061,Type a,Type a
7343,7029,Type a,Type a
7343,24,Type a,Type b
7343,5127,Type a,Type a
7344,3062,Type b,Type a
7344,3782,Type b,Type a
7344,5037,Type b,Type b
7345,211,Type a,Type b
7345,4903,Type a,Type b
7345,282,Type a,Type b
7346,838,Type b,Type a
7346,4238,Type b,Type a
7346,76,Type b,Type b
7347,679,Type b,Type a
7347,7065,Type b,Type a
7347,3472,Type b,Type a
7348,107,Type b,Type a
7348,7152,Type b,Type a
7348,169,Type b,Type a
7349,333,Type a,Type b
7349,3700,Type a,Type a
7349,121,Type a,Type a
7350,1334,Type a,Type b
7350,5562,Type a,Type b
7350,450,Type a,Type b
7351,4787,Type a,Type a
7351,1982,Type a,Type a
7351,1391,Type a,Type a
7352,5711,Type a,Type a
7352,6631,Type a,Type a
7352,1827,Type a,Type b
7353,354,Type a,Type b
7353,763,Type a,Type a
7353,95,Type a,Type a
7354,1780,Type a,Type a
7354,1418,Type a,Type b
7354,1658,Type a,Type b
7355,5140,Type a,Type a
7355,407,Type a,Type b
7355,72,Type a,Type a
7356,0,Type a,Type a
7356,495,Type a,Type a
7356,3960,Type a,Type a
7357,2290,Type b,Type a
7357,2898,Type b,Type b
7357,2891,Type b,Type a
7358,5757,Type a,Type b
7358,1397,Type a,Type b
7358,3560,Type a,Type a
7359,1484,Type a,Type b
7359,5378,Type a,Type b
7359,91,Type a,Type b
7360,995,Type b,Type a
7360,459,Type b,Type a
7360,2228,Type b,Type a
7361,289,Type b,Type b
7361,1614,Type b,Type a
7361,50,Type b,Type b
7362,240,Type a,Type a
7362,5084,Type a,Type b
7362,35,Type a,Type b
7363,54,Type a,Type b
7363,1,Type a,Type b
7363,351,Type a,Type a
7364,819,Type a,Type b
7364,0,Type a,Type a
7364,809,Type a,Type a
7365,0,Type a,Type a
7365,3335,Type a,Type a
7365,281,Type a,Type b
7366,287,Type b,Type b
7366,5667,Type b,Type a
7366,1416,Type b,Type b
7367,2012,Type a,Type b
7367,5440,Type a,Type b
7367,2200,Type a,Type b
7368,3519,Type a,Type a
7368,50,Type a,Type b
7368,127,Type a,Type b
7369,4,Type a,Type b
7369,1024,Type a,Type a
7369,2184,Type a,Type b
7370,5175,Type b,Type a
7370,970,Type b,Type a
7370,305,Type b,Type a
7371,139,Type a,Type b
7371,73,Type a,Type b
7371,549,Type a,Type a
7372,352,Type a,Type a
7372,426,Type a,Type a
7372,1899,Type a,Type a
7373,5930,Type a,Type a
7373,16,Type a,Type a
7373,384,Type a,Type b
7374,2207,Type a,Type b
7374,2958,Type a,Type b
7374,1165,Type a,Type a
7375,726,Type a,Type a
7375,569,Type a,Type a
7375,1130,Type a,Type b
7376,284,Type b,Type a
7376,2678,Type b,Type a
7376,6846,Type b,Type b
7377,2843,Type b,Type b
7377,4303,Type b,Type a
7377,116,Type b,Type b
7378,7227,Type b,Type b
7378,31,Type b,Type a
7378,0,Type b,Type a
7379,1998,Type a,Type b
7379,58,Type a,Type b
7379,851,Type a,Type b
7380,1071,Type a,Type a
7380,590,Type a,Type b
7380,1760,Type a,Type a
7381,68,Type b,Type a
7381,2857,Type b,Type a
7381,1312,Type b,Type a
7382,4593,Type b,Type a
7382,65,Type b,Type b
7382,2,Type b,Type a
7383,58,Type a,Type b
7383,83,Type a,Type b
7383,157,Type a,Type a
7384,3056,Type a,Type b
7384,43,Type a,Type b
7384,407,Type a,Type b
7385,1337,Type a,Type b
7385,48,Type a,Type a
7385,2063,Type a,Type a
7386,2001,Type b,Type a
7386,3271,Type b,Type a
7386,4468,Type b,Type b
7387,1878,Type b,Type b
7387,1109,Type b,Type a
7387,387,Type b,Type b
7388,1153,Type b,Type b
7388,6747,Type b,Type a
7388,854,Type b,Type b
7389,4640,Type b,Type a
7389,5049,Type b,Type b
7389,2673,Type b,Type b
7390,6077,Type a,Type a
7390,2197,Type a,Type a
7390,2228,Type a,Type a
7391,3370,Type b,Type b
7391,4934,Type b,Type a
7391,654,Type b,Type a
7392,329,Type b,Type b
7392,962,Type b,Type a
7392,959,Type b,Type a
7393,712,Type a,Type b
7393,7035,Type a,Type a
7393,6811,Type a,Type a
7394,1025,Type a,Type b
7394,3346,Type a,Type a
7394,643,Type a,Type a
7395,947,Type a,Type a
7395,85,Type a,Type a
7395,4,Type a,Type b
7396,6548,Type b,Type a
7396,2321,Type b,Type a
7396,2108,Type b,Type a
7397,4139,Type a,Type b
7397,1189,Type a,Type b
7397,2,Type a,Type a
7398,4759,Type b,Type b
7398,84,Type b,Type a
7398,5924,Type b,Type a
7399,1,Type a,Type b
7399,1354,Type a,Type b
7399,7061,Type a,Type a
7400,47,Type b,Type a
7400,2279,Type b,Type a
7400,4765,Type b,Type b
7401,4134,Type b,Type b
7401,1987,Type b,Type b
7401,11,Type b,Type b
7402,36,Type b,Type a
7402,193,Type b,Type a
7402,961,Type b,Type a
7403,394,Type a,Type b
7403,214,Type a,Type a
7403,4035,Type a,Type a
7404,5503,Type a,Type b
7404,58,Type a,Type b
7404,230,Type a,Type b
7405,3675,Type a,Type b
7405,6096,Type a,Type a
7405,5604,Type a,Type a
7406,4042,Type b,Type a
7406,2434,Type b,Type a
7406,4305,Type b,Type b
7407,95,Type a,Type a
7407,214,Type a,Type a
7407,6480,Type a,Type b
7408,2412,Type a,Type b
7408,1121,Type a,Type a
7408,5859,Type a,Type a
7409,2183,Type b,Type b
7409,3303,Type b,Type a
7409,1430,Type b,Type b
7410,207,Type a,Type b
7410,2,Type a,Type a
7410,6564,Type a,Type a
7411,2,Type a,Type a
7411,4985,Type a,Type a
7411,4636,Type a,Type a
7412,2506,Type a,Type b
7412,6343,Type a,Type b
7412,1413,Type a,Type b
7413,20,Type a,Type b
7413,104,Type a,Type b
7413,133,Type a,Type b
7414,143,Type b,Type a
7414,380,Type b,Type a
7414,974,Type b,Type a
7415,295,Type a,Type a
7415,7254,Type a,Type b
7415,6811,Type a,Type a
7416,4688,Type a,Type b
7416,6442,Type a,Type b
7416,0,Type a,Type a
7417,5584,Type a,Type b
7417,2570,Type a,Type a
7417,4861,Type a,Type a
7418,65,Type b,Type b
7418,4965,Type b,Type a
7418,1224,Type b,Type a
7419,1054,Type b,Type a
7419,5401,Type b,Type b
7419,1764,Type b,Type a
7420,5845,Type b,Type b
7420,5567,Type b,Type a
7420,1457,Type b,Type b
7421,6879,Type b,Type a
7421,173,Type b,Type b
7421,227,Type b,Type a
7422,962,Type b,Type a
7422,173,Type b,Type b
7422,647,Type b,Type b
7423,3,Type a,Type b
7423,2643,Type a,Type a
7423,6005,Type a,Type b
7424,24,Type b,Type b
7424,1417,Type b,Type a
7424,310,Type b,Type a
7425,6453,Type b,Type a
7425,328,Type b,Type a
7425,367,Type b,Type a
7426,1240,Type a,Type b
7426,63,Type a,Type b
7426,34,Type a,Type a
7427,48,Type a,Type a
7427,514,Type a,Type b
7427,434,Type a,Type a
7428,505,Type b,Type b
7428,5405,Type b,Type b
7428,950,Type b,Type b
7429,861,Type a,Type a
7429,4248,Type a,Type a
7429,1253,Type a,Type a
7430,2588,Type a,Type b
7430,847,Type a,Type a
7430,3830,Type a,Type a
7431,29,Type b,Type a
7431,1500,Type b,Type a
7431,25,Type b,Type b
7432,1562,Type a,Type b
7432,823,Type a,Type b
7432,55,Type a,Type a
7433,2,Type a,Type a
7433,4,Type a,Type b
7433,2697,Type a,Type b
7434,2674,Type b,Type a
7434,2,Type b,Type a
7434,890,Type b,Type b
7435,4112,Type b,Type a
7435,1368,Type b,Type a
7435,6649,Type b,Type a
7436,7,Type b,Type b
7436,1179,Type b,Type b
7436,595,Type b,Type b
7437,1217,Type b,Type a
7437,1656,Type b,Type a
7437,3255,Type b,Type b
7438,7303,Type a,Type a
7438,2832,Type a,Type b
7438,356,Type a,Type b
7439,4239,Type b,Type b
7439,3,Type b,Type b
7439,2249,Type b,Type b
7440,1888,Type b,Type b
7440,3960,Type b,Type a
7440,1821,Type b,Type a
7441,7367,Type a,Type a
7441,987,Type a,Type a
7441,841,Type a,Type b
7442,4068,Type b,Type b
7442,4891,Type b,Type a
7442,2818,Type b,Type a
7443,39,Type a,Type b
7443,4601,Type a,Type b
7443,257,Type a,Type a
7444,5967,Type a,Type b
7444,82,Type a,Type b
7444,2261,Type a,Type b
7445,3452,Type a,Type a
7445,4157,Type a,Type b
7445,117,Type a,Type b
7446,4760,Type b,Type b
7446,1138,Type b,Type b
7446,9,Type b,Type b
7447,7178,Type a,Type a
7447,211,Type a,Type b
7447,5337,Type a,Type a
7448,5363,Type b,Type a
7448,1212,Type b,Type a
7448,316,Type b,Type b
7449,1714,Type b,Type b
7449,2152,Type b,Type a
7449,5845,Type b,Type b
7450,2125,Type a,Type a
7450,2,Type a,Type a
7450,4305,Type a,Type b
7451,298,Type b,Type b
7451,4133,Type b,Type b
7451,453,Type b,Type a
7452,266,Type b,Type a
7452,313,Type b,Type b
7452,200,Type b,Type a
7453,13,Type b,Type b
7453,580,Type b,Type a
7453,1165,Type b,Type a
7454,2930,Type b,Type b
7454,4765,Type b,Type b
7454,154,Type b,Type a
7455,107,Type a,Type a
7455,2357,Type a,Type b
7455,95,Type a,Type a
7456,970,Type b,Type a
7456,5626,Type b,Type b
7456,58,Type b,Type b
7457,14,Type a,Type a
7457,81,Type a,Type a
7457,4089,Type a,Type a
7458,920,Type a,Type b
7458,5838,Type a,Type a
7458,195,Type a,Type a
7459,2,Type a,Type a
7459,5284,Type a,Type b
7459,3994,Type a,Type b
7460,514,Type b,Type b
7460,170,Type b,Type a
7460,299,Type b,Type a
7461,388,Type a,Type b
7461,1801,Type a,Type b
7461,3782,Type a,Type a
7462,7346,Type a,Type b
7462,294,Type a,Type a
7462,1028,Type a,Type b
7463,5801,Type b,Type a
7463,2535,Type b,Type a
7463,2721,Type b,Type a
7464,910,Type b,Type b
7464,137,Type b,Type a
7464,1172,Type b,Type b
7465,113,Type a,Type a
7465,4,Type a,Type b
7465,2,Type a,Type a
7466,58,Type b,Type b
7466,186,Type b,Type a
7466,418,Type b,Type a
7467,2006,Type a,Type a
7467,2860,Type a,Type a
7467,4617,Type a,Type a
7468,3121,Type a,Type a
7468,872,Type a,Type a
7468,518,Type a,Type a
7469,2,Type b,Type a
7469,147,Type b,Type a
7469,545,Type b,Type b
7470,59,Type b,Type b
7470,2843,Type b,Type b
7470,85,Type b,Type a
7471,210,Type a,Type b
7471,4953,Type a,Type a
7471,726,Type a,Type a
7472,310,Type a,Type a
7472,5972,Type a,Type b
7472,7028,Type a,Type a
7473,727,Type a,Type b
7473,23,Type a,Type a
7473,553,Type a,Type a
7474,4880,Type a,Type a
7474,784,Type a,Type a
7474,6554,Type a,Type a
7475,9,Type a,Type b
7475,6314,Type a,Type a
7475,497,Type a,Type b
7476,2791,Type b,Type b
7476,1889,Type b,Type a
7476,2842,Type b,Type a
7477,2382,Type a,Type a
7477,2562,Type a,Type b
7477,6353,Type a,Type a
7478,4466,Type a,Type b
7478,437,Type a,Type a
7478,483,Type a,Type b
7479,1046,Type a,Type b
7479,5166,Type a,Type b
7479,3431,Type a,Type a
7480,2532,Type a,Type b
7480,218,Type a,Type a
7480,2447,Type a,Type a
7481,347,Type a,Type b
7481,158,Type a,Type a
7481,4172,Type a,Type a
7482,118,Type b,Type a
7482,732,Type b,Type a
7482,2921,Type b,Type a
7483,3974,Type a,Type b
7483,13,Type a,Type b
7483,429,Type a,Type a
7484,2,Type b,Type a
7484,326,Type b,Type a
7484,6364,Type b,Type a
7485,257,Type a,Type a
7485,3256,Type a,Type a
7485,4,Type a,Type b
7486,1705,Type a,Type b
7486,450,Type a,Type b
7486,85,Type a,Type a
7487,1945,Type a,Type a
7487,1915,Type a,Type a
7487,910,Type a,Type b
7488,3558,Type a,Type a
7488,6548,Type a,Type a
7488,2486,Type a,Type b
7489,0,Type a,Type a
7489,1,Type a,Type b
7489,1755,Type a,Type a
7490,4079,Type a,Type b
7490,3252,Type a,Type b
7490,3210,Type a,Type b
7491,158,Type a,Type a
7491,58,Type a,Type b
7491,3152,Type a,Type b
7492,1194,Type a,Type b
7492,21,Type a,Type a
7492,6413,Type a,Type b
7493,600,Type b,Type a
7493,3820,Type b,Type b
7493,4725,Type b,Type b
7494,1911,Type b,Type a
7494,262,Type b,Type a
7494,794,Type b,Type b
7495,4303,Type b,Type a
7495,784,Type b,Type a
7495,811,Type b,Type b
7496,6300,Type b,Type a
7496,157,Type b,Type a
7496,379,Type b,Type b
7497,484,Type b,Type a
7497,2285,Type b,Type a
7497,870,Type b,Type a
7498,841,Type b,Type b
7498,595,Type b,Type b
7498,2,Type b,Type a
7499,771,Type a,Type b
7499,2,Type a,Type a
7499,3387,Type a,Type b
7500,2,Type b,Type a
7500,58,Type b,Type b
7500,6867,Type b,Type b
7501,2125,Type b,Type a
7501,5345,Type b,Type a
7501,2317,Type b,Type a
7502,5330,Type b,Type b
7502,145,Type b,Type a
7502,186,Type b,Type a
7503,2504,Type a,Type a
7503,1805,Type a,Type b
7503,4470,Type a,Type a
7504,2,Type a,Type a
7504,3605,Type a,Type b
7504,6855,Type a,Type a
7505,145,Type a,Type a
7505,5689,Type a,Type b
7505,1180,Type a,Type a
7506,51,Type b,Type a
7506,1697,Type b,Type a
7506,439,Type b,Type b
7507,19,Type a,Type a
7507,1763,Type a,Type b
7507,5224,Type a,Type a
7508,3739,Type b,Type a
7508,3774,Type b,Type b
7508,2,Type b,Type a
7509,1576,Type a,Type b
7509,1618,Type a,Type b
7509,1533,Type a,Type b
7510,21,Type b,Type a
7510,724,Type b,Type a
7510,4624,Type b,Type b
7511,898,Type b,Type b
7511,585,Type b,Type a
7511,0,Type b,Type a
7512,1654,Type b,Type b
7512,4419,Type b,Type a
7512,650,Type b,Type a
7513,50,Type a,Type b
7513,8,Type a,Type a
7513,477,Type a,Type b
7514,1115,Type a,Type a
7514,2617,Type a,Type a
7514,3615,Type a,Type b
7515,6462,Type a,Type a
7515,453,Type a,Type a
7515,1012,Type a,Type a
7516,156,Type b,Type a
7516,23,Type b,Type a
7516,1712,Type b,Type b
7517,70,Type b,Type a
7517,4785,Type b,Type b
7517,329,Type b,Type b
7518,4655,Type b,Type a
7518,116,Type b,Type b
7518,1792,Type b,Type b
7519,2330,Type a,Type a
7519,306,Type a,Type a
7519,4860,Type a,Type a
7520,4122,Type b,Type b
7520,5842,Type b,Type a
7520,4673,Type b,Type a
7521,7206,Type b,Type a
7521,513,Type b,Type a
7521,3808,Type b,Type b
7522,76,Type b,Type b
7522,1639,Type b,Type a
7522,1255,Type b,Type a
7523,1468,Type b,Type b
7523,24,Type b,Type b
7523,1,Type b,Type b
7524,2961,Type b,Type a
7524,2125,Type b,Type a
7524,1,Type b,Type b
7525,358,Type a,Type b
7525,2716,Type a,Type a
7525,2240,Type a,Type b
7526,2660,Type a,Type a
7526,2,Type a,Type a
7526,362,Type a,Type a
7527,18,Type b,Type b
7527,39,Type b,Type b
7527,437,Type b,Type a
7528,2105,Type a,Type a
7528,96,Type a,Type a
7528,2,Type a,Type a
7529,7,Type b,Type b
7529,411,Type b,Type b
7529,3486,Type b,Type a
7530,453,Type a,Type a
7530,59,Type a,Type b
7530,2510,Type a,Type b
7531,2604,Type a,Type a
7531,2561,Type a,Type b
7531,1616,Type a,Type a
7532,3731,Type a,Type a
7532,725,Type a,Type a
7532,16,Type a,Type a
7533,55,Type b,Type a
7533,177,Type b,Type a
7533,13,Type b,Type b
7534,105,Type a,Type a
7534,614,Type a,Type a
7534,472,Type a,Type a
7535,286,Type b,Type a
7535,55,Type b,Type a
7535,3346,Type b,Type a
7536,20,Type a,Type b
7536,5871,Type a,Type a
7536,743,Type a,Type b
7537,44,Type b,Type b
7537,5576,Type b,Type a
7537,2386,Type b,Type a
7538,582,Type a,Type a
7538,3367,Type a,Type a
7538,572,Type a,Type a
7539,2716,Type b,Type a
7539,1277,Type b,Type a
7539,5952,Type b,Type b
7540,1304,Type a,Type a
7540,4275,Type a,Type b
7540,123,Type a,Type b
7541,4605,Type a,Type a
7541,2224,Type a,Type a
7541,3114,Type a,Type a
7542,4636,Type a,Type a
7542,1392,Type a,Type a
7542,94,Type a,Type b
7543,678,Type a,Type a
7543,1409,Type a,Type a
7543,58,Type a,Type b
7544,723,Type a,Type b
7544,2689,Type a,Type a
7544,614,Type a,Type a
7545,17,Type a,Type a
7545,1763,Type a,Type b
7545,3735,Type a,Type a
7546,435,Type a,Type a
7546,1640,Type a,Type b
7546,136,Type a,Type b
7547,3813,Type a,Type a
7547,453,Type a,Type a
7547,561,Type a,Type a
7548,2158,Type a,Type a
7548,2370,Type a,Type b
7548,1352,Type a,Type a
7549,164,Type a,Type b
7549,13,Type a,Type b
7549,70,Type a,Type a
7550,42,Type b,Type a
7550,894,Type b,Type b
7550,115,Type b,Type a
7551,4843,Type b,Type a
7551,611,Type b,Type a
7551,4384,Type b,Type a
7552,5210,Type b,Type a
7552,1977,Type b,Type b
7552,3071,Type b,Type b
7553,7334,Type b,Type a
7553,3,Type b,Type b
7553,3864,Type b,Type a
7554,1668,Type b,Type a
7554,513,Type b,Type a
7554,1049,Type b,Type a
7555,2364,Type b,Type a
7555,2938,Type b,Type b
7555,2215,Type b,Type b
7556,441,Type a,Type b
7556,3595,Type a,Type a
7556,31,Type a,Type a
7557,789,Type b,Type b
7557,2,Type b,Type a
7557,744,Type b,Type b
7558,2786,Type a,Type b
7558,1350,Type a,Type b
7558,1,Type a,Type b
7559,6529,Type b,Type a
7559,2152,Type b,Type a
7559,459,Type b,Type a
7560,420,Type a,Type a
7560,526,Type a,Type a
7560,3652,Type a,Type a
7561,343,Type b,Type a
7561,3234,Type b,Type b
7561,4962,Type b,Type a
7562,2160,Type b,Type a
7562,5871,Type b,Type a
7562,6863,Type b,Type a
7563,231,Type a,Type a
7563,191,Type a,Type a
7563,5395,Type a,Type a
7564,3086,Type a,Type a
7564,5210,Type a,Type a
7564,160,Type a,Type a
7565,2642,Type b,Type b
7565,961,Type b,Type a
7565,6,Type b,Type a
7566,1,Type b,Type b
7566,2714,Type b,Type a
7566,3,Type b,Type b
7567,2497,Type a,Type a
7567,5530,Type a,Type a
7567,2,Type a,Type a
7568,0,Type a,Type a
7568,2319,Type a,Type a
7568,164,Type a,Type b
7569,4082,Type a,Type b
7569,442,Type a,Type a
7569,84,Type a,Type a
7570,364,Type a,Type b
7570,2405,Type a,Type a
7570,195,Type a,Type a
7571,1814,Type a,Type a
7571,337,Type a,Type a
7571,847,Type a,Type a
7572,2093,Type b,Type a
7572,89,Type b,Type b
7572,838,Type b,Type a
7573,2,Type b,Type a
7573,6969,Type b,Type a
7573,1873,Type b,Type a
7574,1402,Type a,Type b
7574,7541,Type a,Type a
7574,6838,Type a,Type b
7575,3647,Type a,Type a
7575,90,Type a,Type a
7575,1801,Type a,Type b
7576,1656,Type b,Type a
7576,2712,Type b,Type b
7576,1173,Type b,Type a
7577,6403,Type a,Type a
7577,4871,Type a,Type a
7577,281,Type a,Type b
7578,3046,Type b,Type b
7578,35,Type b,Type b
7578,341,Type b,Type a
7579,2374,Type b,Type a
7579,3728,Type b,Type a
7579,3214,Type b,Type a
7580,1719,Type b,Type b
7580,6124,Type b,Type b
7580,6098,Type b,Type a
7581,4461,Type a,Type a
7581,744,Type a,Type b
7581,122,Type a,Type b
7582,5413,Type b,Type a
7582,7037,Type b,Type b
7582,4730,Type b,Type a
7583,5744,Type a,Type a
7583,326,Type a,Type a
7583,2532,Type a,Type b
7584,790,Type b,Type b
7584,2975,Type b,Type a
7584,6062,Type b,Type b
7585,1056,Type a,Type b
7585,2243,Type a,Type b
7585,265,Type a,Type a
7586,264,Type b,Type b
7586,1340,Type b,Type a
7586,1491,Type b,Type b
7587,2725,Type b,Type b
7587,1087,Type b,Type a
7587,1762,Type b,Type b
7588,79,Type b,Type a
7588,6276,Type b,Type b
7588,1031,Type b,Type b
7589,3513,Type b,Type b
7589,507,Type b,Type b
7589,2,Type b,Type a
7590,2010,Type a,Type a
7590,6348,Type a,Type a
7590,241,Type a,Type a
7591,5432,Type a,Type a
7591,6544,Type a,Type a
7591,1731,Type a,Type a
7592,240,Type a,Type a
7592,5025,Type a,Type a
7592,545,Type a,Type b
7593,2090,Type b,Type a
7593,96,Type b,Type a
7593,2,Type b,Type a
7594,3824,Type a,Type a
7594,6686,Type a,Type a
7594,5372,Type a,Type a
7595,5315,Type b,Type b
7595,715,Type b,Type a
7595,9,Type b,Type b
7596,96,Type a,Type a
7596,1763,Type a,Type b
7596,2357,Type a,Type b
7597,216,Type a,Type a
7597,36,Type a,Type a
7597,1701,Type a,Type b
7598,48,Type b,Type a
7598,5259,Type b,Type b
7598,4092,Type b,Type b
7599,2046,Type b,Type a
7599,54,Type b,Type b
7599,6820,Type b,Type b
7600,1689,Type a,Type b
7600,3308,Type a,Type b
7600,5531,Type a,Type b
7601,5271,Type b,Type b
7601,39,Type b,Type b
7601,6011,Type b,Type a
7602,173,Type a,Type b
7602,216,Type a,Type a
7602,1725,Type a,Type a
7603,1667,Type a,Type a
7603,3818,Type a,Type b
7603,3250,Type a,Type b
7604,4905,Type b,Type a
7604,3209,Type b,Type b
7604,7,Type b,Type b
7605,3533,Type a,Type a
7605,2701,Type a,Type a
7605,228,Type a,Type b
7606,2650,Type a,Type a
7606,1761,Type a,Type b
7606,2574,Type a,Type a
7607,882,Type a,Type a
7607,1733,Type a,Type a
7607,1140,Type a,Type b
7608,1250,Type a,Type a
7608,3642,Type a,Type b
7608,1941,Type a,Type a
7609,64,Type a,Type b
7609,629,Type a,Type a
7609,105,Type a,Type a
7610,391,Type a,Type b
7610,1091,Type a,Type a
7610,371,Type a,Type a
7611,6476,Type a,Type a
7611,956,Type a,Type b
7611,2,Type a,Type a
7612,604,Type a,Type a
7612,5326,Type a,Type b
7612,5973,Type a,Type a
7613,2675,Type b,Type a
7613,370,Type b,Type b
7613,1666,Type b,Type a
7614,4430,Type b,Type b
7614,1,Type b,Type b
7614,86,Type b,Type a
7615,2,Type b,Type a
7615,5480,Type b,Type a
7615,4267,Type b,Type a
7616,6652,Type b,Type b
7616,667,Type b,Type a
7616,1686,Type b,Type a
7617,3,Type a,Type b
7617,647,Type a,Type b
7617,3731,Type a,Type a
7618,2281,Type b,Type a
7618,5367,Type b,Type a
7618,1905,Type b,Type b
7619,509,Type b,Type b
7619,39,Type b,Type b
7619,2054,Type b,Type b
7620,271,Type b,Type b
7620,24,Type b,Type b
7620,0,Type b,Type a
7621,6294,Type b,Type a
7621,2221,Type b,Type b
7621,1991,Type b,Type b
7622,794,Type a,Type b
7622,1,Type a,Type b
7622,5279,Type a,Type b
7623,338,Type a,Type b
7623,748,Type a,Type b
7623,289,Type a,Type b
7624,271,Type a,Type b
7624,5393,Type a,Type b
7624,6398,Type a,Type a
7625,1461,Type a,Type a
7625,6489,Type a,Type b
7625,2090,Type a,Type a
7626,4019,Type b,Type b
7626,6660,Type b,Type a
7626,3791,Type b,Type b
7627,116,Type a,Type b
7627,3937,Type a,Type b
7627,4680,Type a,Type b
7628,2270,Type a,Type b
7628,744,Type a,Type b
7628,256,Type a,Type a
7629,151,Type b,Type b
7629,2255,Type b,Type b
7629,2790,Type b,Type a
7630,2444,Type a,Type b
7630,3737,Type a,Type b
7630,20,Type a,Type b
7631,6698,Type b,Type a
7631,58,Type b,Type b
7631,8,Type b,Type a
7632,476,Type b,Type a
7632,814,Type b,Type a
7632,91,Type b,Type b
7633,2615,Type a,Type b
7633,886,Type a,Type b
7633,3048,Type a,Type a
7634,2,Type a,Type a
7634,2815,Type a,Type a
7634,1316,Type a,Type a
7635,29,Type a,Type a
7635,177,Type a,Type a
7635,4586,Type a,Type b
7636,8,Type b,Type a
7636,216,Type b,Type a
7636,3403,Type b,Type b
7637,875,Type b,Type a
7637,7366,Type b,Type b
7637,701,Type b,Type a
7638,563,Type b,Type a
7638,710,Type b,Type b
7638,207,Type b,Type b
7639,453,Type a,Type a
7639,88,Type a,Type b
7639,1914,Type a,Type a
7640,4436,Type b,Type b
7640,5303,Type b,Type a
7640,120,Type b,Type a
7641,4211,Type b,Type a
7641,2283,Type b,Type b
7641,5594,Type b,Type a
7642,3907,Type b,Type a
7642,262,Type b,Type a
7642,3659,Type b,Type b
7643,437,Type a,Type a
7643,2438,Type a,Type b
7643,2969,Type a,Type b
7644,7627,Type b,Type a
7644,195,Type b,Type a
7644,10,Type b,Type b
7645,158,Type a,Type a
7645,574,Type a,Type a
7645,963,Type a,Type a
7646,656,Type a,Type b
7646,68,Type a,Type a
7646,2033,Type a,Type b
7647,2727,Type a,Type b
7647,3788,Type a,Type a
7647,43,Type a,Type b
7648,3477,Type b,Type b
7648,1402,Type b,Type b
7648,72,Type b,Type a
7649,2390,Type b,Type b
7649,3347,Type b,Type a
7649,304,Type b,Type a
7650,1530,Type b,Type a
7650,566,Type b,Type b
7650,4095,Type b,Type a
7651,4939,Type b,Type a
7651,6990,Type b,Type a
7651,46,Type b,Type a
7652,781,Type a,Type a
7652,3,Type a,Type b
7652,1109,Type a,Type a
7653,305,Type b,Type a
7653,6228,Type b,Type a
7653,6160,Type b,Type a
7654,3386,Type a,Type b
7654,230,Type a,Type b
7654,58,Type a,Type b
7655,5504,Type a,Type a
7655,515,Type a,Type a
7655,3717,Type a,Type b
7656,7500,Type b,Type b
7656,4146,Type b,Type a
7656,107,Type b,Type a
7657,1614,Type a,Type a
7657,5859,Type a,Type a
7657,104,Type a,Type b
7658,1420,Type a,Type a
7658,3532,Type a,Type a
7658,1376,Type a,Type b
7659,103,Type a,Type a
7659,724,Type a,Type a
7659,924,Type a,Type a
7660,7337,Type b,Type a
7660,1733,Type b,Type a
7660,5618,Type b,Type a
7661,315,Type b,Type a
7661,597,Type b,Type a
7661,372,Type b,Type b
7662,659,Type b,Type a
7662,6452,Type b,Type a
7662,1075,Type b,Type a
7663,3,Type b,Type b
7663,738,Type b,Type a
7663,1,Type b,Type b
7664,1175,Type a,Type a
7664,6,Type a,Type a
7664,431,Type a,Type a
7665,186,Type b,Type a
7665,1261,Type b,Type b
7665,4698,Type b,Type b
7666,160,Type a,Type a
7666,2,Type a,Type a
7666,3605,Type a,Type b
