# Network nodes data
# Layout: spring
# N: 28004, m: 3
# h: 0.7, f_a: 0.55
# Generated: 2026-04-09T15:34:27.863088
node_id,node_type,in_degree,out_degree 
5905,Type a,4,3
5906,Type b,2,3
5907,Type a,3,3
5908,Type a,8,3
5909,Type a,1,3
5910,Type b,4,3
5911,Type a,0,3
5912,Type a,2,3
5913,Type b,5,3
5914,Type a,2,3
5915,Type a,0,3
5916,Type a,8,3
5917,Type b,0,3
5918,Type a,8,3
5919,Type a,2,3
5920,Type b,0,3
5921,Type b,0,3
5922,Type a,1,3
5923,Type a,5,3
5924,Type a,5,3
5925,Type a,6,3
5926,Type a,0,3
5927,Type b,0,3
5928,Type b,1,3
5929,Type b,4,3
5930,Type a,1,3
5931,Type a,0,3
5932,Type a,3,3
5933,Type b,1,3
5934,Type a,1,3
5935,Type a,2,3
5936,Type b,2,3
5937,Type a,7,3
5938,Type a,0,3
5939,Type b,5,3
5940,Type a,7,3
5941,Type a,5,3
5942,Type b,2,3
5943,Type a,2,3
5944,Type a,0,3
5945,Type b,2,3
5946,Type b,8,3
5947,Type a,0,3
5948,Type b,0,3
5949,Type a,1,3
5950,Type a,0,3
5951,Type b,3,3
5952,Type b,14,3
5953,Type b,8,3
5954,Type b,8,3
5955,Type b,3,3
5956,Type a,5,3
5957,Type a,2,3
5958,Type a,3,3
5959,Type b,5,3
5960,Type a,0,3
5961,Type a,3,3
5962,Type a,0,3
5963,Type b,2,3
5964,Type b,7,3
5965,Type b,1,3
5966,Type a,3,3
5967,Type b,9,3
5968,Type a,0,3
5969,Type a,6,3
5970,Type b,0,3
5971,Type b,3,3
5972,Type b,7,3
5973,Type a,6,3
5974,Type a,0,3
5975,Type a,0,3
5976,Type b,3,3
5977,Type b,2,3
5978,Type a,2,3
5979,Type b,0,3
5980,Type b,8,3
5981,Type b,2,3
5982,Type b,4,3
5983,Type a,0,3
5984,Type b,1,3
5985,Type a,2,3
5986,Type b,7,3
5987,Type b,8,3
5988,Type b,0,3
5989,Type a,3,3
5990,Type a,2,3
5991,Type b,2,3
5992,Type a,2,3
5993,Type b,4,3
5994,Type a,7,3
5995,Type b,1,3
5996,Type a,1,3
5997,Type b,5,3
5998,Type a,2,3
5999,Type a,4,3
6000,Type b,3,3
6001,Type a,9,3
6002,Type a,4,3
6003,Type b,4,3
6004,Type b,3,3
6005,Type b,4,3
6006,Type b,2,3
6007,Type a,5,3
6008,Type a,2,3
6009,Type b,5,3
6010,Type a,5,3
6011,Type a,8,3
6012,Type a,1,3
6013,Type a,4,3
6014,Type b,5,3
6015,Type a,2,3
6016,Type b,3,3
6017,Type a,2,3
6018,Type a,4,3
6019,Type a,0,3
6020,Type b,0,3
6021,Type b,0,3
6022,Type a,2,3
6023,Type b,0,3
6024,Type b,5,3
6025,Type b,5,3
6026,Type b,2,3
6027,Type a,0,3
6028,Type a,2,3
6029,Type a,2,3
6030,Type a,1,3
6031,Type a,4,3
6032,Type a,2,3
6033,Type a,3,3
6034,Type a,3,3
6035,Type b,6,3
6036,Type b,1,3
6037,Type b,0,3
6038,Type a,3,3
6039,Type b,5,3
6040,Type b,1,3
6041,Type b,1,3
6042,Type b,4,3
6043,Type b,7,3
6044,Type a,1,3
6045,Type a,0,3
6046,Type b,2,3
6047,Type b,0,3
6048,Type b,5,3
6049,Type b,1,3
6050,Type a,1,3
6051,Type b,5,3
6052,Type b,4,3
6053,Type a,7,3
6054,Type b,3,3
6055,Type b,3,3
6056,Type b,10,3
6057,Type b,5,3
6058,Type b,1,3
6059,Type a,2,3
6060,Type b,3,3
6061,Type a,8,3
6062,Type b,2,3
6063,Type a,1,3
6064,Type b,3,3
6065,Type b,1,3
6066,Type b,2,3
6067,Type a,3,3
6068,Type b,3,3
6069,Type b,5,3
6070,Type a,2,3
6071,Type a,3,3
6072,Type a,6,3
6073,Type a,0,3
6074,Type a,0,3
6075,Type b,2,3
6076,Type a,1,3
6077,Type a,3,3
6078,Type b,6,3
6079,Type a,1,3
6080,Type b,5,3
6081,Type b,1,3
6082,Type a,5,3
6083,Type a,5,3
6084,Type a,2,3
6085,Type a,6,3
6086,Type b,4,3
6087,Type b,2,3
6088,Type b,1,3
6089,Type b,1,3
6090,Type b,11,3
6091,Type a,0,3
6092,Type b,0,3
6093,Type a,1,3
6094,Type b,1,3
6095,Type b,0,3
6096,Type a,7,3
6097,Type a,3,3
6098,Type a,6,3
6099,Type b,2,3
6100,Type a,0,3
6101,Type b,0,3
6102,Type a,2,3
6103,Type a,3,3
6104,Type a,5,3
6105,Type b,2,3
6106,Type a,3,3
6107,Type a,7,3
6108,Type b,0,3
6109,Type a,1,3
6110,Type a,1,3
6111,Type a,0,3
6112,Type b,5,3
6113,Type b,3,3
6114,Type a,5,3
6115,Type b,0,3
6116,Type b,2,3
6117,Type a,0,3
6118,Type a,6,3
6119,Type a,6,3
6120,Type a,0,3
6121,Type a,0,3
6122,Type a,1,3
6123,Type b,6,3
6124,Type b,11,3
6125,Type b,0,3
6126,Type b,4,3
6127,Type a,4,3
6128,Type b,5,3
6129,Type a,4,3
6130,Type a,5,3
6131,Type b,1,3
6132,Type b,0,3
6133,Type a,1,3
6134,Type b,1,3
6135,Type a,4,3
6136,Type a,5,3
6137,Type a,1,3
6138,Type a,5,3
6139,Type b,3,3
6140,Type b,1,3
6141,Type b,3,3
6142,Type b,2,3
6143,Type a,1,3
6144,Type a,5,3
6145,Type a,1,3
6146,Type b,2,3
6147,Type a,0,3
6148,Type a,1,3
6149,Type a,5,3
6150,Type a,2,3
6151,Type b,3,3
6152,Type a,3,3
6153,Type a,13,3
6154,Type b,7,3
6155,Type a,2,3
6156,Type a,3,3
6157,Type b,0,3
6158,Type b,0,3
6159,Type a,0,3
6160,Type a,4,3
6161,Type b,10,3
6162,Type a,7,3
6163,Type a,2,3
6164,Type b,2,3
6165,Type a,2,3
6166,Type a,5,3
6167,Type a,0,3
6168,Type b,0,3
6169,Type a,1,3
6170,Type a,0,3
6171,Type a,1,3
6172,Type a,6,3
6173,Type b,0,3
6174,Type a,8,3
6175,Type a,1,3
6176,Type b,1,3
6177,Type a,0,3
6178,Type a,1,3
6179,Type b,2,3
6180,Type a,2,3
6181,Type b,2,3
6182,Type a,4,3
6183,Type b,3,3
6184,Type a,3,3
6185,Type b,0,3
6186,Type a,5,3
6187,Type a,0,3
6188,Type a,2,3
6189,Type a,1,3
6190,Type b,2,3
6191,Type a,1,3
6192,Type b,7,3
6193,Type a,0,3
6194,Type b,5,3
6195,Type a,3,3
6196,Type a,2,3
6197,Type b,2,3
6198,Type a,2,3
6199,Type a,1,3
6200,Type a,4,3
6201,Type b,9,3
6202,Type a,1,3
6203,Type a,3,3
6204,Type a,2,3
6205,Type b,2,3
6206,Type a,1,3
6207,Type b,2,3
6208,Type b,3,3
6209,Type b,6,3
6210,Type a,0,3
6211,Type a,0,3
6212,Type a,2,3
6213,Type b,4,3
6214,Type b,7,3
6215,Type b,1,3
6216,Type a,1,3
6217,Type b,3,3
6218,Type b,1,3
6219,Type a,4,3
6220,Type a,5,3
6221,Type b,2,3
6222,Type a,8,3
6223,Type a,2,3
6224,Type a,2,3
6225,Type a,1,3
6226,Type b,2,3
6227,Type a,0,3
6228,Type a,5,3
6229,Type a,6,3
6230,Type b,0,3
6231,Type b,2,3
6232,Type b,8,3
6233,Type a,2,3
6234,Type b,11,3
6235,Type a,4,3
6236,Type a,3,3
6237,Type a,1,3
6238,Type a,1,3
6239,Type a,8,3
6240,Type a,0,3
6241,Type b,1,3
6242,Type a,10,3
6243,Type a,2,3
6244,Type a,2,3
6245,Type a,3,3
6246,Type a,3,3
6247,Type b,1,3
6248,Type b,8,3
6249,Type a,5,3
6250,Type b,1,3
6251,Type b,4,3
6252,Type a,2,3
6253,Type b,4,3
6254,Type b,2,3
6255,Type a,3,3
6256,Type b,4,3
6257,Type a,4,3
6258,Type b,1,3
6259,Type a,1,3
6260,Type b,0,3
6261,Type a,2,3
6262,Type a,12,3
6263,Type b,8,3
6264,Type a,0,3
6265,Type a,3,3
6266,Type a,15,3
6267,Type a,8,3
6268,Type b,1,3
6269,Type a,3,3
6270,Type a,4,3
6271,Type a,3,3
6272,Type a,2,3
6273,Type a,3,3
6274,Type a,4,3
6275,Type b,6,3
6276,Type b,5,3
6277,Type a,1,3
6278,Type a,0,3
6279,Type b,5,3
6280,Type a,4,3
6281,Type a,1,3
6282,Type a,2,3
6283,Type a,8,3
6284,Type a,6,3
6285,Type b,4,3
6286,Type a,1,3
6287,Type a,3,3
6288,Type a,11,3
6289,Type b,1,3
6290,Type a,0,3
6291,Type b,1,3
6292,Type b,6,3
6293,Type b,4,3
6294,Type a,13,3
6295,Type b,2,3
6296,Type b,7,3
6297,Type a,3,3
6298,Type b,4,3
6299,Type b,5,3
6300,Type a,6,3
6301,Type a,2,3
6302,Type b,2,3
6303,Type a,2,3
6304,Type b,2,3
6305,Type a,2,3
6306,Type a,3,3
6307,Type b,2,3
6308,Type b,1,3
6309,Type a,2,3
6310,Type a,1,3
6311,Type a,4,3
6312,Type a,3,3
6313,Type a,0,3
6314,Type a,3,3
6315,Type a,1,3
6316,Type a,11,3
6317,Type b,2,3
6318,Type a,1,3
6319,Type a,0,3
6320,Type a,2,3
6321,Type b,1,3
6322,Type b,3,3
6323,Type a,3,3
6324,Type b,3,3
6325,Type a,5,3
6326,Type b,0,3
6327,Type b,7,3
6328,Type b,7,3
6329,Type a,5,3
6330,Type b,9,3
6331,Type a,2,3
6332,Type a,6,3
6333,Type b,2,3
6334,Type b,2,3
6335,Type a,0,3
6336,Type b,10,3
6337,Type a,1,3
6338,Type b,5,3
6339,Type b,4,3
6340,Type a,2,3
6341,Type a,1,3
6342,Type a,2,3
6343,Type b,5,3
6344,Type a,3,3
6345,Type b,4,3
6346,Type a,2,3
6347,Type a,5,3
6348,Type a,4,3
6349,Type b,4,3
6350,Type a,3,3
6351,Type b,2,3
6352,Type b,1,3
6353,Type a,3,3
6354,Type b,0,3
6355,Type a,1,3
6356,Type a,2,3
6357,Type a,1,3
6358,Type a,2,3
6359,Type b,3,3
6360,Type b,3,3
6361,Type b,2,3
6362,Type b,2,3
6363,Type a,4,3
6364,Type a,10,3
6365,Type b,0,3
6366,Type a,0,3
6367,Type b,1,3
6368,Type b,0,3
6369,Type a,0,3
6370,Type a,2,3
6371,Type a,1,3
6372,Type a,2,3
6373,Type b,1,3
6374,Type b,1,3
6375,Type a,9,3
6376,Type b,1,3
6377,Type b,0,3
6378,Type a,11,3
6379,Type a,2,3
6380,Type b,9,3
6381,Type b,6,3
6382,Type b,4,3
6383,Type a,0,3
6384,Type a,0,3
6385,Type b,2,3
6386,Type b,2,3
6387,Type b,3,3
6388,Type b,3,3
6389,Type b,3,3
6390,Type b,6,3
6391,Type b,0,3
6392,Type b,6,3
6393,Type b,1,3
6394,Type a,3,3
6395,Type a,2,3
6396,Type b,3,3
6397,Type a,1,3
6398,Type a,8,3
6399,Type a,4,3
6400,Type a,13,3
6401,Type b,0,3
6402,Type a,15,3
6403,Type a,4,3
6404,Type b,0,3
6405,Type b,1,3
6406,Type a,3,3
6407,Type a,0,3
6408,Type b,3,3
6409,Type a,5,3
6410,Type a,2,3
6411,Type a,2,3
6412,Type b,5,3
6413,Type b,1,3
6414,Type a,0,3
6415,Type a,3,3
6416,Type a,2,3
6417,Type a,1,3
6418,Type b,1,3
6419,Type a,2,3
6420,Type a,1,3
6421,Type a,2,3
6422,Type a,0,3
6423,Type a,1,3
6424,Type a,7,3
6425,Type b,2,3
6426,Type b,1,3
6427,Type b,3,3
6428,Type b,0,3
6429,Type a,4,3
6430,Type b,2,3
6431,Type a,4,3
6432,Type a,3,3
6433,Type b,0,3
6434,Type b,1,3
6435,Type a,3,3
6436,Type a,1,3
6437,Type a,1,3
6438,Type a,6,3
6439,Type b,6,3
6440,Type a,1,3
6441,Type a,2,3
6442,Type b,6,3
6443,Type a,5,3
6444,Type b,2,3
6445,Type b,2,3
6446,Type a,1,3
6447,Type b,1,3
6448,Type b,2,3
6449,Type a,4,3
6450,Type b,0,3
6451,Type a,5,3
6452,Type a,9,3
6453,Type a,8,3
6454,Type a,1,3
6455,Type a,4,3
6456,Type a,4,3
6457,Type a,5,3
6458,Type a,1,3
6459,Type a,0,3
6460,Type a,5,3
6461,Type b,1,3
6462,Type a,5,3
6463,Type a,4,3
6464,Type a,4,3
6465,Type b,5,3
6466,Type b,0,3
6467,Type a,5,3
6468,Type a,4,3
6469,Type b,1,3
6470,Type a,7,3
6471,Type a,0,3
6472,Type b,1,3
6473,Type b,0,3
6474,Type b,0,3
6475,Type b,5,3
6476,Type a,3,3
6477,Type a,2,3
6478,Type b,1,3
6479,Type a,1,3
6480,Type b,10,3
6481,Type a,1,3
6482,Type a,2,3
6483,Type a,3,3
6484,Type b,0,3
6485,Type a,2,3
6486,Type a,1,3
6487,Type a,4,3
6488,Type a,1,3
6489,Type b,3,3
6490,Type b,4,3
6491,Type b,1,3
6492,Type a,3,3
6493,Type a,1,3
6494,Type b,7,3
6495,Type b,1,3
6496,Type b,3,3
6497,Type a,2,3
6498,Type b,0,3
6499,Type a,2,3
6500,Type b,4,3
6501,Type a,2,3
6502,Type a,3,3
6503,Type a,0,3
6504,Type a,0,3
6505,Type a,4,3
6506,Type b,3,3
6507,Type b,4,3
6508,Type a,3,3
6509,Type b,1,3
6510,Type b,7,3
6511,Type a,3,3
6512,Type a,1,3
6513,Type a,1,3
6514,Type a,0,3
6515,Type a,5,3
6516,Type a,4,3
6517,Type a,5,3
6518,Type b,1,3
6519,Type a,3,3
6520,Type b,2,3
6521,Type b,2,3
6522,Type a,2,3
6523,Type b,1,3
6524,Type a,2,3
6525,Type a,3,3
6526,Type b,6,3
6527,Type b,3,3
6528,Type a,1,3
6529,Type a,6,3
6530,Type a,0,3
6531,Type b,1,3
6532,Type b,1,3
6533,Type a,0,3
6534,Type b,0,3
6535,Type a,4,3
6536,Type b,6,3
6537,Type b,0,3
6538,Type a,4,3
6539,Type a,1,3
6540,Type a,1,3
6541,Type b,3,3
6542,Type a,4,3
6543,Type b,1,3
6544,Type a,7,3
6545,Type a,2,3
6546,Type a,0,3
6547,Type b,3,3
6548,Type a,8,3
6549,Type b,1,3
6550,Type a,3,3
6551,Type a,10,3
6552,Type b,1,3
6553,Type b,1,3
6554,Type a,6,3
6555,Type b,3,3
6556,Type b,4,3
6557,Type a,6,3
6558,Type a,1,3
6559,Type a,4,3
6560,Type b,2,3
6561,Type a,2,3
6562,Type a,3,3
6563,Type a,2,3
6564,Type a,2,3
6565,Type a,2,3
6566,Type b,0,3
6567,Type b,0,3
6568,Type a,0,3
6569,Type a,0,3
6570,Type b,2,3
6571,Type b,5,3
6572,Type b,2,3
6573,Type b,3,3
6574,Type b,3,3
6575,Type b,0,3
6576,Type a,1,3
6577,Type a,2,3
6578,Type a,3,3
6579,Type b,3,3
6580,Type a,3,3
6581,Type b,0,3
6582,Type b,0,3
6583,Type b,4,3
6584,Type a,1,3
6585,Type a,1,3
6586,Type b,1,3
6587,Type a,0,3
6588,Type a,0,3
6589,Type a,3,3
6590,Type b,4,3
6591,Type b,4,3
6592,Type a,5,3
6593,Type b,1,3
6594,Type b,1,3
6595,Type a,2,3
6596,Type a,1,3
6597,Type a,7,3
6598,Type a,1,3
6599,Type a,5,3
6600,Type a,3,3
6601,Type a,0,3
6602,Type a,4,3
6603,Type a,3,3
6604,Type b,1,3
6605,Type b,2,3
6606,Type a,3,3
6607,Type a,0,3
6608,Type a,3,3
6609,Type a,2,3
6610,Type a,0,3
6611,Type a,3,3
6612,Type a,2,3
6613,Type b,0,3
6614,Type a,1,3
6615,Type b,1,3
6616,Type a,1,3
6617,Type b,6,3
6618,Type a,2,3
6619,Type a,3,3
6620,Type a,1,3
6621,Type a,1,3
6622,Type a,1,3
6623,Type a,0,3
6624,Type a,5,3
6625,Type a,1,3
6626,Type a,3,3
6627,Type a,2,3
6628,Type b,0,3
6629,Type b,5,3
6630,Type a,4,3
6631,Type a,10,3
6632,Type b,1,3
6633,Type b,7,3
6634,Type b,2,3
6635,Type b,1,3
6636,Type a,4,3
6637,Type a,0,3
6638,Type a,4,3
6639,Type a,3,3
6640,Type b,3,3
6641,Type a,2,3
6642,Type a,3,3
6643,Type b,6,3
6644,Type a,2,3
6645,Type b,4,3
6646,Type b,1,3
6647,Type b,6,3
6648,Type a,5,3
6649,Type a,5,3
6650,Type b,2,3
6651,Type b,6,3
6652,Type b,3,3
6653,Type b,4,3
6654,Type a,2,3
6655,Type b,2,3
6656,Type a,2,3
6657,Type a,5,3
6658,Type a,4,3
6659,Type a,5,3
6660,Type a,8,3
6661,Type a,2,3
6662,Type a,1,3
6663,Type a,0,3
6664,Type a,5,3
6665,Type a,0,3
6666,Type a,2,3
6667,Type b,10,3
6668,Type b,3,3
6669,Type b,0,3
6670,Type a,2,3
6671,Type b,0,3
6672,Type b,1,3
6673,Type a,3,3
6674,Type b,4,3
6675,Type a,1,3
6676,Type a,2,3
6677,Type b,0,3
6678,Type a,1,3
6679,Type a,2,3
6680,Type b,0,3
6681,Type a,8,3
6682,Type b,3,3
6683,Type a,1,3
6684,Type b,3,3
6685,Type b,9,3
6686,Type a,6,3
6687,Type a,5,3
6688,Type a,4,3
6689,Type b,0,3
6690,Type a,5,3
6691,Type a,5,3
6692,Type b,1,3
6693,Type b,2,3
6694,Type a,0,3
6695,Type a,4,3
6696,Type a,0,3
6697,Type b,0,3
6698,Type a,6,3
6699,Type b,3,3
6700,Type b,2,3
6701,Type b,2,3
6702,Type b,5,3
6703,Type a,10,3
6704,Type a,4,3
6705,Type b,3,3
6706,Type a,2,3
6707,Type a,3,3
6708,Type a,0,3
6709,Type a,3,3
6710,Type a,3,3
6711,Type a,2,3
6712,Type a,0,3
6713,Type b,4,3
6714,Type a,0,3
6715,Type b,3,3
6716,Type b,1,3
6717,Type b,6,3
6718,Type a,3,3
6719,Type a,1,3
6720,Type a,5,3
6721,Type a,1,3
6722,Type a,10,3
6723,Type b,0,3
6724,Type b,2,3
6725,Type a,2,3
6726,Type b,0,3
6727,Type a,2,3
6728,Type b,5,3
6729,Type a,6,3
6730,Type b,5,3
6731,Type b,0,3
6732,Type b,3,3
6733,Type b,3,3
6734,Type a,3,3
6735,Type a,5,3
6736,Type a,0,3
6737,Type b,5,3
6738,Type a,2,3
6739,Type a,4,3
6740,Type b,4,3
6741,Type a,1,3
6742,Type b,1,3
6743,Type a,0,3
6744,Type a,0,3
6745,Type b,4,3
6746,Type a,0,3
6747,Type a,8,3
6748,Type b,2,3
6749,Type a,1,3
6750,Type b,1,3
6751,Type b,1,3
6752,Type a,1,3
6753,Type a,0,3
6754,Type a,8,3
6755,Type b,0,3
6756,Type b,11,3
6757,Type b,0,3
6758,Type a,7,3
6759,Type a,0,3
6760,Type a,2,3
6761,Type b,6,3
6762,Type b,0,3
6763,Type b,1,3
6764,Type b,1,3
6765,Type a,1,3
6766,Type b,3,3
6767,Type a,1,3
6768,Type a,1,3
6769,Type b,7,3
6770,Type b,0,3
6771,Type a,2,3
6772,Type a,0,3
6773,Type b,0,3
6774,Type a,4,3
6775,Type a,0,3
6776,Type a,4,3
6777,Type a,0,3
6778,Type a,3,3
6779,Type b,6,3
6780,Type b,1,3
6781,Type a,4,3
6782,Type b,5,3
6783,Type b,2,3
6784,Type b,6,3
6785,Type a,1,3
6786,Type b,3,3
6787,Type a,1,3
6788,Type b,4,3
6789,Type a,2,3
6790,Type a,3,3
6791,Type b,7,3
6792,Type a,1,3
6793,Type a,2,3
6794,Type b,1,3
6795,Type b,3,3
6796,Type a,3,3
6797,Type b,1,3
6798,Type a,2,3
6799,Type a,5,3
6800,Type b,2,3
6801,Type b,1,3
6802,Type a,6,3
6803,Type a,1,3
6804,Type b,12,3
6805,Type b,3,3
6806,Type a,2,3
6807,Type a,5,3
6808,Type b,6,3
6809,Type b,2,3
6810,Type a,4,3
6811,Type a,4,3
6812,Type b,2,3
6813,Type b,0,3
6814,Type a,3,3
6815,Type b,0,3
6816,Type b,0,3
6817,Type b,5,3
6818,Type a,2,3
6819,Type b,1,3
6820,Type b,2,3
6821,Type b,1,3
6822,Type b,2,3
6823,Type b,2,3
6824,Type b,3,3
6825,Type a,0,3
6826,Type a,8,3
6827,Type a,0,3
6828,Type b,2,3
6829,Type b,4,3
6830,Type b,2,3
6831,Type a,1,3
6832,Type b,8,3
6833,Type b,3,3
6834,Type b,4,3
6835,Type a,3,3
6836,Type a,5,3
6837,Type a,0,3
6838,Type b,5,3
6839,Type b,5,3
6840,Type a,2,3
6841,Type a,0,3
6842,Type a,2,3
6843,Type a,4,3
6844,Type a,3,3
6845,Type b,5,3
6846,Type b,5,3
6847,Type a,7,3
6848,Type b,2,3
6849,Type a,2,3
6850,Type a,1,3
6851,Type a,0,3
6852,Type b,5,3
6853,Type a,7,3
6854,Type b,0,3
6855,Type a,12,3
6856,Type b,2,3
6857,Type b,2,3
6858,Type b,1,3
6859,Type a,2,3
6860,Type b,0,3
6861,Type b,1,3
6862,Type a,3,3
6863,Type a,5,3
6864,Type a,1,3
6865,Type a,1,3
6866,Type a,1,3
6867,Type b,5,3
6868,Type b,0,3
6869,Type b,0,3
6870,Type a,7,3
6871,Type a,2,3
6872,Type b,0,3
6873,Type a,2,3
6874,Type b,1,3
6875,Type b,2,3
6876,Type b,1,3
6877,Type b,0,3
6878,Type b,2,3
6879,Type a,2,3
6880,Type b,1,3
6881,Type b,1,3
6882,Type b,1,3
6883,Type b,3,3
6884,Type b,1,3
6885,Type a,2,3
6886,Type a,1,3
6887,Type a,5,3
6888,Type b,4,3
6889,Type a,3,3
6890,Type b,6,3
6891,Type a,3,3
6892,Type a,7,3
6893,Type a,6,3
6894,Type b,1,3
6895,Type b,4,3
6896,Type b,1,3
6897,Type b,1,3
6898,Type b,3,3
6899,Type a,4,3
6900,Type b,1,3
6901,Type b,0,3
6902,Type a,2,3
6903,Type b,2,3
6904,Type b,7,3
6905,Type b,3,3
6906,Type a,0,3
6907,Type a,4,3
6908,Type b,0,3
6909,Type b,0,3
6910,Type a,7,3
6911,Type b,0,3
6912,Type b,5,3
6913,Type b,0,3
6914,Type a,7,3
6915,Type b,0,3
6916,Type a,0,3
6917,Type a,2,3
6918,Type a,4,3
6919,Type b,1,3
6920,Type a,5,3
6921,Type a,1,3
6922,Type b,1,3
6923,Type a,5,3
6924,Type a,1,3
6925,Type a,2,3
6926,Type b,0,3
6927,Type a,5,3
6928,Type b,8,3
6929,Type a,12,3
6930,Type a,0,3
6931,Type b,2,3
6932,Type a,9,3
6933,Type a,1,3
6934,Type b,2,3
6935,Type a,0,3
6936,Type b,4,3
6937,Type b,1,3
6938,Type a,2,3
6939,Type a,7,3
6940,Type b,8,3
6941,Type b,1,3
6942,Type b,0,3
6943,Type a,7,3
6944,Type b,4,3
6945,Type a,4,3
6946,Type a,1,3
6947,Type a,4,3
6948,Type a,2,3
6949,Type b,1,3
6950,Type a,4,3
6951,Type b,2,3
6952,Type a,8,3
6953,Type a,1,3
6954,Type a,2,3
6955,Type b,2,3
6956,Type b,5,3
6957,Type b,0,3
6958,Type b,1,3
6959,Type a,1,3
6960,Type b,0,3
6961,Type b,2,3
6962,Type a,9,3
6963,Type a,7,3
6964,Type a,2,3
6965,Type b,9,3
6966,Type a,0,3
6967,Type b,1,3
6968,Type a,6,3
6969,Type a,10,3
6970,Type a,0,3
6971,Type a,1,3
6972,Type b,2,3
6973,Type b,1,3
6974,Type a,0,3
6975,Type b,5,3
6976,Type b,2,3
6977,Type b,2,3
6978,Type a,2,3
6979,Type b,2,3
6980,Type b,2,3
6981,Type a,1,3
6982,Type b,1,3
6983,Type a,2,3
6984,Type b,3,3
6985,Type a,3,3
6986,Type a,0,3
6987,Type a,6,3
6988,Type a,0,3
6989,Type a,8,3
6990,Type a,5,3
6991,Type a,3,3
6992,Type b,2,3
6993,Type b,1,3
6994,Type b,2,3
6995,Type b,0,3
6996,Type a,0,3
6997,Type a,2,3
6998,Type b,2,3
6999,Type b,2,3
7000,Type a,0,3
7001,Type b,0,3
7002,Type a,2,3
7003,Type a,5,3
7004,Type a,2,3
7005,Type a,2,3
7006,Type a,5,3
7007,Type a,0,3
7008,Type a,0,3
7009,Type b,2,3
7010,Type b,1,3
7011,Type a,1,3
7012,Type a,2,3
7013,Type a,2,3
7014,Type b,4,3
7015,Type a,1,3
7016,Type b,4,3
7017,Type b,5,3
7018,Type b,0,3
7019,Type a,4,3
7020,Type b,4,3
7021,Type b,5,3
7022,Type a,5,3
7023,Type b,2,3
7024,Type a,3,3
7025,Type a,5,3
7026,Type b,16,3
7027,Type a,2,3
7028,Type a,2,3
7029,Type a,6,3
7030,Type a,2,3
7031,Type b,1,3
7032,Type a,0,3
7033,Type a,5,3
7034,Type a,0,3
7035,Type a,5,3
7036,Type b,0,3
7037,Type b,4,3
7038,Type b,0,3
7039,Type b,0,3
7040,Type a,2,3
7041,Type a,1,3
7042,Type b,4,3
7043,Type a,0,3
7044,Type b,3,3
7045,Type a,6,3
7046,Type b,3,3
7047,Type a,4,3
7048,Type a,5,3
7049,Type b,1,3
7050,Type a,1,3
7051,Type b,0,3
7052,Type a,0,3
7053,Type a,0,3
7054,Type b,1,3
7055,Type a,0,3
7056,Type b,4,3
7057,Type a,4,3
7058,Type b,0,3
7059,Type a,0,3
7060,Type a,1,3
7061,Type a,7,3
7062,Type b,0,3
7063,Type a,3,3
7064,Type b,4,3
7065,Type a,4,3
7066,Type a,2,3
7067,Type b,7,3
7068,Type b,3,3
7069,Type b,1,3
7070,Type a,1,3
7071,Type a,0,3
7072,Type b,5,3
7073,Type a,2,3
7074,Type a,5,3
7075,Type b,0,3
7076,Type a,1,3
7077,Type a,2,3
7078,Type b,1,3
7079,Type a,7,3
7080,Type a,2,3
7081,Type a,4,3
7082,Type a,4,3
7083,Type a,1,3
7084,Type a,4,3
7085,Type a,2,3
7086,Type a,9,3
7087,Type b,4,3
7088,Type b,6,3
7089,Type a,1,3
7090,Type b,1,3
7091,Type a,3,3
7092,Type a,1,3
7093,Type b,2,3
7094,Type a,0,3
7095,Type b,3,3
7096,Type a,1,3
7097,Type a,3,3
7098,Type a,0,3
7099,Type b,1,3
7100,Type a,1,3
7101,Type a,2,3
7102,Type b,1,3
7103,Type b,1,3
7104,Type b,2,3
7105,Type a,2,3
7106,Type a,0,3
7107,Type a,5,3
7108,Type b,8,3
7109,Type a,3,3
7110,Type a,0,3
7111,Type b,5,3
7112,Type a,1,3
7113,Type a,6,3
7114,Type b,0,3
7115,Type b,7,3
7116,Type b,1,3
7117,Type a,13,3
7118,Type a,2,3
7119,Type b,1,3
7120,Type a,1,3
7121,Type a,6,3
7122,Type b,1,3
7123,Type a,2,3
7124,Type a,0,3
7125,Type a,0,3
7126,Type a,4,3
7127,Type a,0,3
7128,Type b,3,3
7129,Type a,3,3
7130,Type b,1,3
7131,Type a,5,3
7132,Type a,3,3
7133,Type a,5,3
7134,Type b,3,3
7135,Type a,0,3
7136,Type b,14,3
7137,Type a,1,3
7138,Type a,4,3
7139,Type b,8,3
7140,Type b,0,3
7141,Type b,6,3
7142,Type a,2,3
7143,Type a,1,3
7144,Type b,1,3
7145,Type b,0,3
7146,Type a,5,3
7147,Type a,3,3
7148,Type a,1,3
7149,Type a,2,3
7150,Type a,0,3
7151,Type b,1,3
7152,Type a,6,3
7153,Type a,2,3
7154,Type b,3,3
7155,Type b,1,3
7156,Type a,1,3
7157,Type b,4,3
7158,Type a,2,3
7159,Type b,4,3
7160,Type b,1,3
7161,Type b,4,3
7162,Type b,2,3
7163,Type b,7,3
7164,Type b,4,3
7165,Type b,0,3
7166,Type b,3,3
7167,Type a,7,3
7168,Type b,0,3
