# Normalization constant A(k)
# Node type: a
# p0: 0.455213, alpha: 1.923077, gamma: 2.606884
# A_asymptotic: 5.691944
# Generated: 2026-04-09T15:34:33.045000
k,A_k,A_asymptotic
0,5.6919443764937805,5.6919443764937805
1,5.691944376493779,5.6919443764937805
2,5.6919443764937805,5.6919443764937805
3,5.691944376493787,5.6919443764937805
4,5.6919443764937965,5.6919443764937805
5,5.691944376493799,5.6919443764937805
6,5.691944376493798,5.6919443764937805
7,5.6919443764938,5.6919443764937805
8,5.6919443764938,5.6919443764937805
9,5.691944376493801,5.6919443764937805
10,5.691944376493804,5.6919443764937805
11,5.691944376493806,5.6919443764937805
12,5.691944376493805,5.6919443764937805
13,5.691944376493807,5.6919443764937805
14,5.6919443764938045,5.6919443764937805
15,5.691944376493801,5.6919443764937805
16,5.691944376493806,5.6919443764937805
17,5.6919443764938045,5.6919443764937805
18,5.691944376493804,5.6919443764937805
19,5.691944376493806,5.6919443764937805
20,5.691944376493807,5.6919443764937805
21,5.691944376493805,5.6919443764937805
22,5.691944376493802,5.6919443764937805
23,5.691944376493805,5.6919443764937805
24,5.6919443764938045,5.6919443764937805
25,5.691944376493801,5.6919443764937805
