# Sterling PMF: p(k) = A*(k+alpha)^(-gamma)
# Node type: b
# A: 8.102793, alpha: 2.083333, gamma: 2.740791
# Generated: 2026-04-09T15:34:33.111957
k,pmf,A,alpha,gamma
0,1.083886167990861,8.1027931029593,2.0833333333333335,2.7407907738362565
1,0.37011095100756003,8.1027931029593,2.0833333333333335,2.7407907738362565
2,0.17138425860582154,8.1027931029593,2.0833333333333335,2.7407907738362565
3,0.09402194091283417,8.1027931029593,2.0833333333333335,2.7407907738362565
4,0.057473368070139946,8.1027931029593,2.0833333333333335,2.7407907738362565
5,0.03787138270650371,8.1027931029593,2.0833333333333335,2.7407907738362565
6,0.02637054547214085,8.1027931029593,2.0833333333333335,2.7407907738362565
7,0.019155125613305252,8.1027931029593,2.0833333333333335,2.7407907738362565
8,0.014386853636797536,8.1027931029593,2.0833333333333335,2.7407907738362565
9,0.0111022696108363,8.1027931029593,2.0833333333333335,2.7407907738362565
10,0.008761677685881271,8.1027931029593,2.0833333333333335,2.7407907738362565
11,0.007046009828221234,8.1027931029593,2.0833333333333335,2.7407907738362565
12,0.0057580234210853065,8.1027931029593,2.0833333333333335,2.7407907738362565
13,0.004771117848437054,8.1027931029593,2.0833333333333335,2.7407907738362565
14,0.00400138524741383,8.1027931029593,2.0833333333333335,2.7407907738362565
15,0.00339165054207356,8.1027931029593,2.0833333333333335,2.7407907738362565
16,0.0029020004152720356,8.1027931029593,2.0833333333333335,2.7407907738362565
17,0.0025039718055192848,8.1027931029593,2.0833333333333335,2.7407907738362565
18,0.0021768796465786665,8.1027931029593,2.0833333333333335,2.7407907738362565
19,0.0019054352679330555,8.1027931029593,2.0833333333333335,2.7407907738362565
20,0.0016781656145620427,8.1027931029593,2.0833333333333335,2.7407907738362565
21,0.0014863419518640214,8.1027931029593,2.0833333333333335,2.7407907738362565
22,0.0013232400878046464,8.1027931029593,2.0833333333333335,2.7407907738362565
23,0.0011836207462001204,8.1027931029593,2.0833333333333335,2.7407907738362565
24,0.0010633588653160846,8.1027931029593,2.0833333333333335,2.7407907738362565
25,0.0009591753550039991,8.1027931029593,2.0833333333333335,2.7407907738362565
