# Linear-scale discrete degree distribution
# Node type: b, n=11271
# N: 28005, m: 2
# h: 0.7, f_a: 0.6
# Theories: Diamond, Sterling
# Generated: 2026-03-19T13:38:45.858265
k,empirical_pmf,Diamond_pmf,Sterling_pmf
0,0.6916866294028924,0.6904924603208416,35.77491265662212
1,0.18427823618135036,0.18707771888981914,3.9096344078190794
2,0.06423564901073552,0.06580040455551081,0.787596765824108
3,0.031585484872682104,0.02739935944541471,0.22420911776215635
4,0.01304232100079851,0.012859644866562481,0.07974920189751589
5,0.006121905775885015,0.006603108624089569,0.033139101037135084
6,0.0034602076124567475,0.0036372024874899546,0.015445639221915062
7,0.0023955283470854403,0.0021199830320924977,0.007862915007585358
8,0.0009759559932570313,0.0012945170424582938,0.00429268609289095
9,0.0005323396326856535,0.0008219223775379849,0.0024804959353867837
10,0.0007097861769142045,0.0005394858760846142,0.0015023728932239213
11,0.00026616981634282674,0.00036438826572029743,0.0009467109221674726
12,8.872327211427557e-05,0.00025233782049736134,0.0006170750872092868
13,8.872327211427557e-05,0.0001786183339754765,0.0004141294810918468
14,0.00035489308845710227,0.00012891777759408652,0.00028509681755093405
15,,9.467515887812781e-05,0.00020071462105469872
16,,7.06201547137087e-05,0.00014414315609150553
17,8.872327211427557e-05,5.342392081638863e-05,0.00010536893938241182
18,,4.093488628979022e-05,7.826202765486187e-05
19,,3.1733161683884444e-05,5.897115612667692e-05
20,,2.4863849243736615e-05,4.5019554189758425e-05
21,,1.9673606481427446e-05,3.47804410684481e-05
22,,1.57083066677704e-05,2.7164652754844568e-05
23,,1.2647682345038924e-05,2.1430111112448113e-05
24,,1.0262825797029224e-05,1.706305489300328e-05
25,,8.388088639451383e-06,1.3702515987604835e-05
26,,6.90221371856662e-06,1.1091408831127089e-05
27,,5.715483872055594e-06,9.044316707359021e-06
28,,4.760851820417204e-06,7.4259418071308506e-06
29,,3.987741613150994e-06,6.1364790924029535e-06
30,,3.35766656927615e-06,5.101555029353927e-06
31,,2.8410976133713116e-06,4.265219145595997e-06
32,,2.4152023150309817e-06,3.5850045511339833e-06
33,,2.0621968419961677e-06,3.028408201013408e-06
34,,1.7681337846246154e-06,2.5703568334360123e-06
35,,1.5220029446815541e-06,2.191364771163168e-06
36,,1.3150588899412992e-06,1.876182392393787e-06
37,,1.1403142361162666e-06,1.6127959879981337e-06
38,,9.921550381219725e-07,1.3916815837364356e-06
39,,8.660468508558335e-07,1.2052439197928663e-06
40,,7.583086110145376e-07,1.0473915396607886e-06
41,,6.659376051081376e-07,9.132127189068499e-07
42,8.872327211427557e-05,5.864731752836927e-07,7.987266609755398e-07
