# Network edges data
# Layout: spring
# N: 28005, m: 2
# h: 0.7, f_a: 0.6
# Initial core size (n0): 5
# Added nodes: 28000
# Generated: 2026-03-19T13:38:43.763543
source,target,source_origin,target_origin,source_type,target_type
49,2,added,initial_core,Type b,Type a
49,25,added,added,Type b,Type a
50,28,added,added,Type a,Type a
50,7,added,added,Type a,Type a
51,23,added,added,Type a,Type a
51,12,added,added,Type a,Type a
52,19,added,added,Type b,Type b
52,17,added,added,Type b,Type a
53,23,added,added,Type b,Type a
53,50,added,added,Type b,Type a
54,22,added,added,Type b,Type a
54,7,added,added,Type b,Type a
55,35,added,added,Type b,Type a
55,53,added,added,Type b,Type b
56,17,added,added,Type a,Type a
56,10,added,added,Type a,Type a
57,22,added,added,Type a,Type a
57,25,added,added,Type a,Type a
58,4,added,initial_core,Type a,Type a
58,10,added,added,Type a,Type a
59,12,added,added,Type a,Type a
59,32,added,added,Type a,Type a
60,59,added,added,Type b,Type a
60,28,added,added,Type b,Type a
61,32,added,added,Type a,Type a
61,36,added,added,Type a,Type a
62,30,added,added,Type b,Type a
62,31,added,added,Type b,Type a
63,44,added,added,Type a,Type a
63,31,added,added,Type a,Type a
64,9,added,added,Type a,Type a
64,2,added,initial_core,Type a,Type a
65,0,added,initial_core,Type a,Type a
65,6,added,added,Type a,Type a
66,10,added,added,Type a,Type a
66,17,added,added,Type a,Type a
67,47,added,added,Type a,Type a
67,34,added,added,Type a,Type a
68,59,added,added,Type a,Type a
68,44,added,added,Type a,Type a
69,36,added,added,Type a,Type a
69,29,added,added,Type a,Type a
70,37,added,added,Type a,Type a
70,69,added,added,Type a,Type a
71,7,added,added,Type b,Type a
71,5,added,added,Type b,Type a
72,65,added,added,Type b,Type a
72,50,added,added,Type b,Type a
73,6,added,added,Type b,Type a
73,57,added,added,Type b,Type a
74,6,added,added,Type a,Type a
74,23,added,added,Type a,Type a
75,61,added,added,Type a,Type a
75,6,added,added,Type a,Type a
76,35,added,added,Type b,Type a
76,56,added,added,Type b,Type a
77,71,added,added,Type a,Type b
77,22,added,added,Type a,Type a
78,19,added,added,Type a,Type b
78,53,added,added,Type a,Type b
79,59,added,added,Type a,Type a
79,4,added,initial_core,Type a,Type a
80,28,added,added,Type a,Type a
80,6,added,added,Type a,Type a
81,65,added,added,Type a,Type a
81,23,added,added,Type a,Type a
82,67,added,added,Type a,Type a
82,37,added,added,Type a,Type a
83,71,added,added,Type b,Type b
83,56,added,added,Type b,Type a
84,0,added,initial_core,Type a,Type a
84,36,added,added,Type a,Type a
85,65,added,added,Type b,Type a
85,9,added,added,Type b,Type a
86,79,added,added,Type b,Type a
86,15,added,added,Type b,Type a
87,28,added,added,Type a,Type a
87,41,added,added,Type a,Type a
88,44,added,added,Type b,Type a
88,75,added,added,Type b,Type a
89,32,added,added,Type b,Type a
89,20,added,added,Type b,Type b
90,65,added,added,Type a,Type a
90,8,added,added,Type a,Type a
91,10,added,added,Type a,Type a
91,56,added,added,Type a,Type a
92,10,added,added,Type a,Type a
92,22,added,added,Type a,Type a
93,31,added,added,Type a,Type a
93,69,added,added,Type a,Type a
94,32,added,added,Type a,Type a
94,1,added,initial_core,Type a,Type b
95,4,added,initial_core,Type a,Type a
95,2,added,initial_core,Type a,Type a
96,64,added,added,Type b,Type a
96,76,added,added,Type b,Type b
97,27,added,added,Type a,Type a
97,85,added,added,Type a,Type b
98,90,added,added,Type a,Type a
98,93,added,added,Type a,Type a
99,32,added,added,Type a,Type a
99,50,added,added,Type a,Type a
100,28,added,added,Type a,Type a
100,27,added,added,Type a,Type a
101,1,added,initial_core,Type a,Type b
101,68,added,added,Type a,Type a
102,2,added,initial_core,Type b,Type a
102,84,added,added,Type b,Type a
103,0,added,initial_core,Type a,Type a
103,4,added,initial_core,Type a,Type a
104,6,added,added,Type a,Type a
104,22,added,added,Type a,Type a
105,101,added,added,Type a,Type a
105,37,added,added,Type a,Type a
106,99,added,added,Type a,Type a
106,101,added,added,Type a,Type a
107,7,added,added,Type b,Type a
107,94,added,added,Type b,Type a
108,80,added,added,Type a,Type a
108,71,added,added,Type a,Type b
109,79,added,added,Type b,Type a
109,84,added,added,Type b,Type a
110,44,added,added,Type a,Type a
110,5,added,added,Type a,Type a
111,96,added,added,Type a,Type b
111,15,added,added,Type a,Type a
112,87,added,added,Type b,Type a
112,12,added,added,Type b,Type a
113,67,added,added,Type b,Type a
113,108,added,added,Type b,Type a
114,80,added,added,Type a,Type a
114,93,added,added,Type a,Type a
115,17,added,added,Type a,Type a
115,31,added,added,Type a,Type a
116,21,added,added,Type b,Type a
116,96,added,added,Type b,Type b
117,82,added,added,Type a,Type a
117,28,added,added,Type a,Type a
118,99,added,added,Type a,Type a
118,47,added,added,Type a,Type a
119,30,added,added,Type b,Type a
119,45,added,added,Type b,Type a
120,53,added,added,Type a,Type b
120,43,added,added,Type a,Type b
121,11,added,added,Type a,Type b
121,30,added,added,Type a,Type a
122,32,added,added,Type a,Type a
122,94,added,added,Type a,Type a
123,109,added,added,Type b,Type b
123,38,added,added,Type b,Type b
124,65,added,added,Type b,Type a
124,122,added,added,Type b,Type a
125,89,added,added,Type a,Type b
125,65,added,added,Type a,Type a
126,90,added,added,Type a,Type a
126,99,added,added,Type a,Type a
127,31,added,added,Type b,Type a
127,35,added,added,Type b,Type a
128,2,added,initial_core,Type a,Type a
128,98,added,added,Type a,Type a
129,45,added,added,Type a,Type a
129,74,added,added,Type a,Type a
130,98,added,added,Type b,Type a
130,77,added,added,Type b,Type a
131,125,added,added,Type a,Type a
131,36,added,added,Type a,Type a
132,57,added,added,Type b,Type a
132,80,added,added,Type b,Type a
133,4,added,initial_core,Type b,Type a
133,28,added,added,Type b,Type a
134,2,added,initial_core,Type a,Type a
134,32,added,added,Type a,Type a
135,23,added,added,Type b,Type a
135,7,added,added,Type b,Type a
136,56,added,added,Type b,Type a
136,51,added,added,Type b,Type a
137,103,added,added,Type b,Type a
137,21,added,added,Type b,Type a
138,45,added,added,Type a,Type a
138,107,added,added,Type a,Type b
139,17,added,added,Type b,Type a
139,84,added,added,Type b,Type a
140,114,added,added,Type a,Type a
140,29,added,added,Type a,Type a
141,1,added,initial_core,Type a,Type b
141,114,added,added,Type a,Type a
142,28,added,added,Type a,Type a
142,23,added,added,Type a,Type a
143,6,added,added,Type b,Type a
143,32,added,added,Type b,Type a
144,12,added,added,Type b,Type a
144,69,added,added,Type b,Type a
145,0,added,initial_core,Type a,Type a
145,75,added,added,Type a,Type a
146,21,added,added,Type a,Type a
146,141,added,added,Type a,Type a
147,51,added,added,Type b,Type a
147,32,added,added,Type b,Type a
148,96,added,added,Type a,Type b
148,27,added,added,Type a,Type a
149,80,added,added,Type a,Type a
149,100,added,added,Type a,Type a
150,6,added,added,Type a,Type a
150,104,added,added,Type a,Type a
151,46,added,added,Type a,Type b
151,2,added,initial_core,Type a,Type a
152,18,added,added,Type a,Type a
152,118,added,added,Type a,Type a
153,25,added,added,Type b,Type a
153,77,added,added,Type b,Type a
154,6,added,added,Type a,Type a
154,37,added,added,Type a,Type a
155,9,added,added,Type b,Type a
155,25,added,added,Type b,Type a
156,0,added,initial_core,Type a,Type a
156,108,added,added,Type a,Type a
157,87,added,added,Type a,Type a
157,68,added,added,Type a,Type a
158,92,added,added,Type b,Type a
158,47,added,added,Type b,Type a
159,51,added,added,Type a,Type a
159,0,added,initial_core,Type a,Type a
160,122,added,added,Type a,Type a
160,68,added,added,Type a,Type a
161,105,added,added,Type b,Type a
161,69,added,added,Type b,Type a
162,150,added,added,Type b,Type a
162,151,added,added,Type b,Type a
163,143,added,added,Type a,Type b
163,63,added,added,Type a,Type a
164,51,added,added,Type a,Type a
164,80,added,added,Type a,Type a
165,145,added,added,Type b,Type a
165,78,added,added,Type b,Type a
166,71,added,added,Type b,Type b
166,7,added,added,Type b,Type a
167,101,added,added,Type a,Type a
167,111,added,added,Type a,Type a
168,0,added,initial_core,Type b,Type a
168,99,added,added,Type b,Type a
169,23,added,added,Type b,Type a
169,104,added,added,Type b,Type a
170,115,added,added,Type a,Type a
170,152,added,added,Type a,Type a
171,129,added,added,Type a,Type a
171,33,added,added,Type a,Type b
172,2,added,initial_core,Type b,Type a
172,115,added,added,Type b,Type a
173,45,added,added,Type a,Type a
173,15,added,added,Type a,Type a
174,22,added,added,Type b,Type a
174,44,added,added,Type b,Type a
175,30,added,added,Type a,Type a
175,25,added,added,Type a,Type a
176,84,added,added,Type b,Type a
176,121,added,added,Type b,Type a
177,79,added,added,Type a,Type a
177,6,added,added,Type a,Type a
178,59,added,added,Type a,Type a
178,89,added,added,Type a,Type b
179,84,added,added,Type b,Type a
179,6,added,added,Type b,Type a
180,115,added,added,Type a,Type a
180,167,added,added,Type a,Type a
181,70,added,added,Type b,Type a
181,164,added,added,Type b,Type a
182,94,added,added,Type a,Type a
182,122,added,added,Type a,Type a
183,6,added,added,Type a,Type a
183,38,added,added,Type a,Type b
184,20,added,added,Type a,Type b
184,82,added,added,Type a,Type a
185,70,added,added,Type b,Type a
185,111,added,added,Type b,Type a
186,50,added,added,Type a,Type a
186,12,added,added,Type a,Type a
187,72,added,added,Type a,Type b
187,145,added,added,Type a,Type a
188,157,added,added,Type a,Type a
188,173,added,added,Type a,Type a
189,134,added,added,Type b,Type a
189,0,added,initial_core,Type b,Type a
190,2,added,initial_core,Type b,Type a
190,127,added,added,Type b,Type b
191,7,added,added,Type a,Type a
191,173,added,added,Type a,Type a
192,182,added,added,Type a,Type a
192,138,added,added,Type a,Type a
193,101,added,added,Type b,Type a
193,48,added,added,Type b,Type a
194,69,added,added,Type b,Type a
194,125,added,added,Type b,Type a
195,5,added,added,Type b,Type a
195,19,added,added,Type b,Type b
196,2,added,initial_core,Type a,Type a
196,50,added,added,Type a,Type a
197,21,added,added,Type a,Type a
197,3,added,initial_core,Type a,Type b
198,29,added,added,Type b,Type a
198,119,added,added,Type b,Type b
199,171,added,added,Type a,Type a
199,37,added,added,Type a,Type a
200,36,added,added,Type a,Type a
200,185,added,added,Type a,Type b
201,115,added,added,Type a,Type a
201,50,added,added,Type a,Type a
202,104,added,added,Type b,Type a
202,142,added,added,Type b,Type a
203,71,added,added,Type b,Type b
203,70,added,added,Type b,Type a
204,10,added,added,Type a,Type a
204,18,added,added,Type a,Type a
205,115,added,added,Type b,Type a
205,178,added,added,Type b,Type a
206,27,added,added,Type b,Type a
206,0,added,initial_core,Type b,Type a
207,197,added,added,Type a,Type a
207,149,added,added,Type a,Type a
208,56,added,added,Type a,Type a
208,14,added,added,Type a,Type b
209,120,added,added,Type a,Type a
209,47,added,added,Type a,Type a
210,37,added,added,Type a,Type a
210,65,added,added,Type a,Type a
211,100,added,added,Type a,Type a
211,7,added,added,Type a,Type a
212,15,added,added,Type b,Type a
212,5,added,added,Type b,Type a
213,57,added,added,Type b,Type a
213,0,added,initial_core,Type b,Type a
214,157,added,added,Type a,Type a
214,141,added,added,Type a,Type a
215,164,added,added,Type b,Type a
215,79,added,added,Type b,Type a
216,36,added,added,Type b,Type a
216,83,added,added,Type b,Type b
217,94,added,added,Type b,Type a
217,31,added,added,Type b,Type a
218,175,added,added,Type a,Type a
218,92,added,added,Type a,Type a
219,111,added,added,Type a,Type a
219,18,added,added,Type a,Type a
220,58,added,added,Type b,Type a
220,91,added,added,Type b,Type a
221,177,added,added,Type a,Type a
221,23,added,added,Type a,Type a
222,122,added,added,Type b,Type a
222,23,added,added,Type b,Type a
223,35,added,added,Type a,Type a
223,75,added,added,Type a,Type a
224,157,added,added,Type b,Type a
224,41,added,added,Type b,Type a
225,4,added,initial_core,Type a,Type a
225,156,added,added,Type a,Type a
226,120,added,added,Type b,Type a
226,110,added,added,Type b,Type a
227,94,added,added,Type a,Type a
227,110,added,added,Type a,Type a
228,195,added,added,Type b,Type b
228,51,added,added,Type b,Type a
229,75,added,added,Type a,Type a
229,114,added,added,Type a,Type a
230,150,added,added,Type b,Type a
230,93,added,added,Type b,Type a
231,151,added,added,Type a,Type a
231,63,added,added,Type a,Type a
232,1,added,initial_core,Type a,Type b
232,92,added,added,Type a,Type a
233,221,added,added,Type a,Type a
233,9,added,added,Type a,Type a
234,94,added,added,Type a,Type a
234,229,added,added,Type a,Type a
235,17,added,added,Type a,Type a
235,9,added,added,Type a,Type a
236,118,added,added,Type a,Type a
236,59,added,added,Type a,Type a
237,31,added,added,Type b,Type a
237,103,added,added,Type b,Type a
238,53,added,added,Type a,Type b
238,208,added,added,Type a,Type a
239,84,added,added,Type b,Type a
239,218,added,added,Type b,Type a
240,7,added,added,Type a,Type a
240,82,added,added,Type a,Type a
241,177,added,added,Type a,Type a
241,65,added,added,Type a,Type a
242,207,added,added,Type a,Type a
242,126,added,added,Type a,Type a
243,223,added,added,Type a,Type a
243,110,added,added,Type a,Type a
244,182,added,added,Type b,Type a
244,141,added,added,Type b,Type a
245,135,added,added,Type a,Type b
245,13,added,added,Type a,Type b
246,101,added,added,Type b,Type a
246,57,added,added,Type b,Type a
247,47,added,added,Type a,Type a
247,90,added,added,Type a,Type a
248,94,added,added,Type a,Type a
248,2,added,initial_core,Type a,Type a
249,201,added,added,Type a,Type a
249,25,added,added,Type a,Type a
250,151,added,added,Type a,Type a
250,70,added,added,Type a,Type a
251,4,added,initial_core,Type a,Type a
251,82,added,added,Type a,Type a
252,84,added,added,Type a,Type a
252,70,added,added,Type a,Type a
253,71,added,added,Type a,Type b
253,5,added,added,Type a,Type a
254,0,added,initial_core,Type a,Type a
254,23,added,added,Type a,Type a
255,235,added,added,Type a,Type a
255,105,added,added,Type a,Type a
256,131,added,added,Type a,Type a
256,44,added,added,Type a,Type a
257,103,added,added,Type b,Type a
257,77,added,added,Type b,Type a
258,154,added,added,Type b,Type a
258,243,added,added,Type b,Type a
259,74,added,added,Type a,Type a
259,150,added,added,Type a,Type a
260,47,added,added,Type b,Type a
260,10,added,added,Type b,Type a
261,64,added,added,Type b,Type a
261,0,added,initial_core,Type b,Type a
262,63,added,added,Type b,Type a
262,171,added,added,Type b,Type a
263,44,added,added,Type a,Type a
263,235,added,added,Type a,Type a
264,79,added,added,Type b,Type a
264,218,added,added,Type b,Type a
265,28,added,added,Type b,Type a
265,47,added,added,Type b,Type a
266,243,added,added,Type b,Type a
266,163,added,added,Type b,Type a
267,236,added,added,Type a,Type a
267,150,added,added,Type a,Type a
268,164,added,added,Type b,Type a
268,34,added,added,Type b,Type a
269,111,added,added,Type b,Type a
269,65,added,added,Type b,Type a
270,47,added,added,Type a,Type a
270,114,added,added,Type a,Type a
271,70,added,added,Type a,Type a
271,44,added,added,Type a,Type a
272,104,added,added,Type a,Type a
272,69,added,added,Type a,Type a
273,111,added,added,Type b,Type a
273,22,added,added,Type b,Type a
274,122,added,added,Type a,Type a
274,195,added,added,Type a,Type b
275,114,added,added,Type a,Type a
275,207,added,added,Type a,Type a
276,140,added,added,Type b,Type a
276,238,added,added,Type b,Type a
277,28,added,added,Type a,Type a
277,253,added,added,Type a,Type a
278,270,added,added,Type b,Type a
278,114,added,added,Type b,Type a
279,256,added,added,Type a,Type a
279,145,added,added,Type a,Type a
280,92,added,added,Type a,Type a
280,101,added,added,Type a,Type a
281,25,added,added,Type a,Type a
281,150,added,added,Type a,Type a
282,240,added,added,Type b,Type a
282,129,added,added,Type b,Type a
283,170,added,added,Type a,Type a
283,26,added,added,Type a,Type b
284,32,added,added,Type a,Type a
284,51,added,added,Type a,Type a
285,125,added,added,Type b,Type a
285,192,added,added,Type b,Type a
286,95,added,added,Type a,Type a
286,81,added,added,Type a,Type a
287,191,added,added,Type b,Type a
287,223,added,added,Type b,Type a
288,7,added,added,Type b,Type a
288,208,added,added,Type b,Type a
289,177,added,added,Type b,Type a
289,92,added,added,Type b,Type a
290,108,added,added,Type a,Type a
290,86,added,added,Type a,Type b
291,206,added,added,Type a,Type b
291,164,added,added,Type a,Type a
292,149,added,added,Type a,Type a
292,272,added,added,Type a,Type a
293,5,added,added,Type a,Type a
293,280,added,added,Type a,Type a
294,106,added,added,Type b,Type a
294,276,added,added,Type b,Type b
295,36,added,added,Type a,Type a
295,0,added,initial_core,Type a,Type a
296,25,added,added,Type b,Type a
296,220,added,added,Type b,Type b
297,157,added,added,Type a,Type a
297,2,added,initial_core,Type a,Type a
298,1,added,initial_core,Type b,Type b
298,254,added,added,Type b,Type a
299,220,added,added,Type a,Type b
299,270,added,added,Type a,Type a
300,129,added,added,Type a,Type a
300,272,added,added,Type a,Type a
301,223,added,added,Type b,Type a
301,117,added,added,Type b,Type a
302,138,added,added,Type b,Type a
302,23,added,added,Type b,Type a
303,240,added,added,Type a,Type a
303,12,added,added,Type a,Type a
304,115,added,added,Type a,Type a
304,233,added,added,Type a,Type a
305,28,added,added,Type a,Type a
305,31,added,added,Type a,Type a
306,122,added,added,Type a,Type a
306,8,added,added,Type a,Type a
307,44,added,added,Type a,Type a
307,23,added,added,Type a,Type a
308,231,added,added,Type b,Type a
308,208,added,added,Type b,Type a
309,110,added,added,Type a,Type a
309,199,added,added,Type a,Type a
310,129,added,added,Type b,Type a
310,47,added,added,Type b,Type a
311,138,added,added,Type a,Type a
311,229,added,added,Type a,Type a
312,142,added,added,Type a,Type a
312,307,added,added,Type a,Type a
313,233,added,added,Type a,Type a
313,150,added,added,Type a,Type a
314,122,added,added,Type a,Type a
314,8,added,added,Type a,Type a
315,248,added,added,Type a,Type a
315,8,added,added,Type a,Type a
316,6,added,added,Type b,Type a
316,18,added,added,Type b,Type a
317,134,added,added,Type b,Type a
317,33,added,added,Type b,Type b
318,18,added,added,Type a,Type a
318,194,added,added,Type a,Type b
319,304,added,added,Type b,Type a
319,194,added,added,Type b,Type b
320,240,added,added,Type b,Type a
320,152,added,added,Type b,Type a
321,15,added,added,Type a,Type a
321,31,added,added,Type a,Type a
322,90,added,added,Type b,Type a
322,21,added,added,Type b,Type a
323,85,added,added,Type b,Type b
323,8,added,added,Type b,Type a
324,7,added,added,Type a,Type a
324,41,added,added,Type a,Type a
325,125,added,added,Type a,Type a
325,36,added,added,Type a,Type a
326,115,added,added,Type a,Type a
326,170,added,added,Type a,Type a
327,127,added,added,Type a,Type b
327,293,added,added,Type a,Type a
328,225,added,added,Type b,Type a
328,94,added,added,Type b,Type a
329,216,added,added,Type a,Type b
329,105,added,added,Type a,Type a
330,191,added,added,Type a,Type a
330,274,added,added,Type a,Type a
331,242,added,added,Type a,Type a
331,212,added,added,Type a,Type b
332,4,added,initial_core,Type b,Type a
332,1,added,initial_core,Type b,Type b
333,142,added,added,Type a,Type a
333,18,added,added,Type a,Type a
334,50,added,added,Type b,Type a
334,234,added,added,Type b,Type a
335,111,added,added,Type a,Type a
335,254,added,added,Type a,Type a
336,5,added,added,Type b,Type a
336,229,added,added,Type b,Type a
337,145,added,added,Type b,Type a
337,94,added,added,Type b,Type a
338,61,added,added,Type a,Type a
338,307,added,added,Type a,Type a
339,28,added,added,Type a,Type a
339,214,added,added,Type a,Type a
340,184,added,added,Type a,Type a
340,175,added,added,Type a,Type a
341,27,added,added,Type b,Type a
341,214,added,added,Type b,Type a
342,209,added,added,Type a,Type a
342,84,added,added,Type a,Type a
343,275,added,added,Type b,Type a
343,186,added,added,Type b,Type a
344,101,added,added,Type a,Type a
344,90,added,added,Type a,Type a
345,8,added,added,Type a,Type a
345,182,added,added,Type a,Type a
346,8,added,added,Type a,Type a
346,186,added,added,Type a,Type a
347,145,added,added,Type a,Type a
347,19,added,added,Type a,Type b
348,138,added,added,Type a,Type a
348,22,added,added,Type a,Type a
349,348,added,added,Type a,Type a
349,339,added,added,Type a,Type a
350,131,added,added,Type b,Type a
350,234,added,added,Type b,Type a
351,110,added,added,Type a,Type a
351,219,added,added,Type a,Type a
352,281,added,added,Type a,Type a
352,256,added,added,Type a,Type a
353,6,added,added,Type a,Type a
353,189,added,added,Type a,Type b
354,242,added,added,Type a,Type a
354,163,added,added,Type a,Type a
355,10,added,added,Type b,Type a
355,117,added,added,Type b,Type a
356,277,added,added,Type b,Type a
356,281,added,added,Type b,Type a
357,129,added,added,Type a,Type a
357,179,added,added,Type a,Type b
358,1,added,initial_core,Type a,Type b
358,252,added,added,Type a,Type a
359,140,added,added,Type b,Type a
359,29,added,added,Type b,Type a
360,0,added,initial_core,Type a,Type a
360,160,added,added,Type a,Type a
361,214,added,added,Type b,Type a
361,151,added,added,Type b,Type a
362,231,added,added,Type a,Type a
362,160,added,added,Type a,Type a
363,17,added,added,Type a,Type a
363,352,added,added,Type a,Type a
364,210,added,added,Type a,Type a
364,234,added,added,Type a,Type a
365,235,added,added,Type a,Type a
365,348,added,added,Type a,Type a
366,272,added,added,Type b,Type a
366,48,added,added,Type b,Type a
367,48,added,added,Type b,Type a
367,206,added,added,Type b,Type b
368,101,added,added,Type b,Type a
368,48,added,added,Type b,Type a
369,66,added,added,Type b,Type a
369,75,added,added,Type b,Type a
370,345,added,added,Type b,Type a
370,295,added,added,Type b,Type a
371,270,added,added,Type a,Type a
371,111,added,added,Type a,Type a
372,69,added,added,Type a,Type a
372,71,added,added,Type a,Type b
373,84,added,added,Type a,Type a
373,7,added,added,Type a,Type a
374,150,added,added,Type a,Type a
374,372,added,added,Type a,Type a
375,233,added,added,Type a,Type a
375,66,added,added,Type a,Type a
376,345,added,added,Type a,Type a
376,171,added,added,Type a,Type a
377,360,added,added,Type b,Type a
377,171,added,added,Type b,Type a
378,344,added,added,Type b,Type a
378,117,added,added,Type b,Type a
379,142,added,added,Type a,Type a
379,77,added,added,Type a,Type a
380,352,added,added,Type b,Type a
380,6,added,added,Type b,Type a
381,50,added,added,Type a,Type a
381,142,added,added,Type a,Type a
382,85,added,added,Type a,Type b
382,22,added,added,Type a,Type a
383,7,added,added,Type a,Type a
383,232,added,added,Type a,Type a
384,329,added,added,Type b,Type a
384,150,added,added,Type b,Type a
385,295,added,added,Type a,Type a
385,167,added,added,Type a,Type a
386,218,added,added,Type a,Type a
386,286,added,added,Type a,Type a
387,253,added,added,Type a,Type a
387,91,added,added,Type a,Type a
388,187,added,added,Type b,Type a
388,314,added,added,Type b,Type a
389,274,added,added,Type a,Type a
389,77,added,added,Type a,Type a
390,330,added,added,Type a,Type a
390,238,added,added,Type a,Type a
391,207,added,added,Type b,Type a
391,208,added,added,Type b,Type a
392,56,added,added,Type b,Type a
392,307,added,added,Type b,Type a
393,327,added,added,Type b,Type a
393,382,added,added,Type b,Type a
394,345,added,added,Type a,Type a
394,47,added,added,Type a,Type a
395,379,added,added,Type a,Type a
395,36,added,added,Type a,Type a
396,349,added,added,Type a,Type a
396,108,added,added,Type a,Type a
397,69,added,added,Type a,Type a
397,157,added,added,Type a,Type a
398,382,added,added,Type a,Type a
398,129,added,added,Type a,Type a
399,124,added,added,Type b,Type b
399,23,added,added,Type b,Type a
400,196,added,added,Type b,Type a
400,303,added,added,Type b,Type a
401,312,added,added,Type a,Type a
401,184,added,added,Type a,Type a
402,163,added,added,Type b,Type a
402,171,added,added,Type b,Type a
403,297,added,added,Type a,Type a
403,145,added,added,Type a,Type a
404,242,added,added,Type a,Type a
404,351,added,added,Type a,Type a
405,66,added,added,Type a,Type a
405,117,added,added,Type a,Type a
406,287,added,added,Type a,Type b
406,281,added,added,Type a,Type a
407,372,added,added,Type a,Type a
407,356,added,added,Type a,Type b
408,240,added,added,Type b,Type a
408,386,added,added,Type b,Type a
409,339,added,added,Type b,Type a
409,156,added,added,Type b,Type a
410,304,added,added,Type b,Type a
410,164,added,added,Type b,Type a
411,31,added,added,Type b,Type a
411,121,added,added,Type b,Type a
412,318,added,added,Type a,Type a
412,324,added,added,Type a,Type a
413,190,added,added,Type a,Type b
413,140,added,added,Type a,Type a
414,30,added,added,Type a,Type a
414,182,added,added,Type a,Type a
415,269,added,added,Type b,Type b
415,313,added,added,Type b,Type a
416,145,added,added,Type b,Type a
416,32,added,added,Type b,Type a
417,122,added,added,Type a,Type a
417,2,added,initial_core,Type a,Type a
418,221,added,added,Type b,Type a
418,333,added,added,Type b,Type a
419,24,added,added,Type a,Type b
419,79,added,added,Type a,Type a
420,376,added,added,Type b,Type a
420,229,added,added,Type b,Type a
421,358,added,added,Type b,Type a
