# Normalization constant A(k)
# Node type: b
# p0: 0.690492, alpha: 2.173913, gamma: 5.849868
# A_asymptotic: 3360.474399
# Generated: 2026-03-19T13:38:47.908212
k,A_k,A_asymptotic
0,3360.4743987773404,3360.4743987773404
1,3360.4743987773404,3360.4743987773404
2,3360.4743987773386,3360.4743987773404
3,3360.4743987773395,3360.4743987773404
4,3360.474398777338,3360.4743987773404
5,3360.474398777338,3360.4743987773404
6,3360.4743987773386,3360.4743987773404
7,3360.474398777339,3360.4743987773404
8,3360.474398777339,3360.4743987773404
9,3360.474398777339,3360.4743987773404
10,3360.474398777339,3360.4743987773404
