# Linear-scale discrete degree distribution
# Node type: b, n=11304
# N: 28005, m: 2
# h: 0.7, f_a: 0.6
# Theories: Diamond, Sterling
# Generated: 2026-03-18T17:28:14.424947
k,empirical_pmf,Diamond_pmf,Sterling_pmf
0,0.5017692852087756,0.5027998616352273,1.6480249287791142
1,0.20506015569709837,0.20345870132718316,0.4912449896567437
2,0.10049539985845718,0.10133848557392405,0.20457569833878514
3,0.06006723283793348,0.057373881121675505,0.10292508971289087
4,0.036712668082094835,0.035455863263264796,0.05848868575568355
5,0.022204529370134465,0.023356186581625984,0.036186823905582206
6,0.014950460014154282,0.01615409244435578,0.02383882427307795
7,0.01194267515923567,0.011610846795402295,0.016480350893762992
8,0.007696390658174098,0.008609297736727754,0.011837271431119196
9,0.005130927105449399,0.006550120941751451,0.008770445101624988
10,0.005130927105449399,0.005092464801065609,0.006667478270056214
11,0.005396319886765747,0.004032915314842793,0.00517971499623874
12,0.003538570417551309,0.0032450690391072484,0.004098990368243562
13,0.0031847133757961785,0.0026476229631096143,0.0032959401734915846
14,0.0018577494692144374,0.0021867038508134105,0.002687371556396721
15,0.0023885350318471337,0.0018256758372234513,0.0022181769531707082
16,0.0015923566878980893,0.0015390497377795512,0.0018508967767305149
17,0.001326963906581741,0.001308728740603703,0.0015594810771450824
18,0.0014154281670205238,0.0011216298755359548,0.001325444222011702
19,0.0007077140835102619,0.0009681398098040978,0.001135429055603341
20,0.0005307855626326964,0.0008410900856292804,0.0009796258727693046
21,0.00035385704175513094,0.0007350634829347225,0.0008507235485040703
22,0.0002653927813163482,0.0006459160140475395,0.0007431998369923322
23,0.00044232130219391363,0.0005704420877976097,0.0006528324864643574
24,0.00035385704175513094,0.0005061364270210309,0.000576356921570892
25,0.00044232130219391363,0.00045102243963097304,0.0005112229426353679
26,0.0005307855626326964,0.00040352691748076554,0.00045541940886672177
27,0.00017692852087756547,0.0003623874796580374,0.0004073462986638315
28,0.00017692852087756547,0.0003265834560771488,0.00036572024326152
29,0.00017692852087756547,0.00029528375052960973,0.0003295040132627954
30,0.00017692852087756547,0.00026780713930840054,0.00029785334925900425
31,0.0002653927813163482,0.00024359177159583272,0.0002700764902182261
32,0.00035385704175513094,0.00022217154452947878,0.0002456030940970618
33,8.846426043878273e-05,0.00020315766089086485,0.00022396017281155984
