# Log-binned degree distribution
# Node type: a, n=16,701
# N: 28,005, m: 2
# h: 0.7, f_a: 0.6
# Theories: Diamond, Sterling
# Generated: 2026-03-18T17:28:12.468909
k_bin_center,empirical_prob,Diamond_prob,Sterling_prob
0.0,0.49919166516975033,0.5027998616352273,1.4468974071721268
1.0,0.1981917250464044,0.19707884193598063,0.41854812071479724
2.0,0.09717980959223999,0.09818040857286969,0.17649586601864714
3.0,0.057182204658403686,0.056238084983490894,0.09094527123141621
4.0,0.03772229207831866,0.03532354585209732,0.05308630276118281
5.0,0.02155559547332495,0.023692673582246866,0.03374115123332603
6.0,0.01574756002634573,0.016693679287400204,0.0228138508756283
7.0,0.012454344051254417,0.012222067297688703,0.016167376082394838
8.0,0.010298784503921922,0.009227461593699951,0.011887904973692796
9.0,0.007544458415663733,0.007144261419504395,0.009005168396083759
10.0,0.005987665409256931,0.005648885306928042,0.006990653700605514
11.0,0.00431111909466499,0.004546808246232377,0.005539331488210097
12.0,0.0037722292078318665,0.003716155186426676,0.00446656145563172
13.0,0.003113586012813604,0.003077846619220856,0.0036560192455870762
14.0,0.0024549428177953418,0.002579004582868265,0.003031883857038313
15.0,0.002335189509610203,0.002183335582463385,0.002543264414778674
16.0,0.0019160529309622178,0.0018653519970270966,0.002155119804379781
17.0,0.0016166696604993714,0.001606788620108754,0.0018427748373592448
18.0,0.0013172863900365248,0.0013943178011645429,0.001588504932802137
19.0,0.0014370396982216634,0.001218056154535063,0.0013793504307797288
20.0,0.0010179031195736781,0.0010705667989874016,0.0012056835535872632
21.0,0.0009580264654811089,0.0009461793006674884,0.0010602482335158832
22.0,0.0010777797736662474,0.0008405177397583526,0.000937504069616984
23.49468024894146,0.0017364229686845098,0.0007102837526306677,0.0007873065682355029
25.0,0.0006586431950182624,0.0006051886588234126,0.0006670619539618735
26.0,0.00047901323274055445,0.0005467006439872954,0.0006005484347121994
27.0,0.0008981498113885396,0.0004955848103107646,0.000542674290741295
28.495613697550013,0.000598766540925693,0.0004304871598099736,0.0004693393169432373
30.0,0.0004191365786479851,0.00037612177005716206,0.00040843677842171736
31.496031496047245,0.0006586431950182624,0.00033085256083496877,0.0003579822235487991
33.49626844888845,0.0010179031195736781,0.0002810967268232657,0.0003028220809423663
35.0,0.00035925992455541585,0.0002501335630318836,0.0002686653443256784
36.49657518178932,0.00023950661637027723,0.00022371504710196703,0.00023963352868645215
38.49675310984031,0.00023950661637027723,0.00019396121238657917,0.00020706914919699427
40.496913462633174,0.00047901323274055445,0.00016930510621319668,0.00018019942161599667
42.49705872175156,0.00023950661637027723,0.00014869454615315492,0.0001578257961071197
44.98888751680797,0.0002993832704628465,0.00012748205966453918,0.0001348893416231519
47.49736834815167,0.0002993832704628465,0.0001100501965149361,0.00011611597316217076
49.98999899979995,0.00011975330818513861,9.576747020816962e-05,0.00010078953047025855
52.49761899362675,5.9876654092569307e-05,8.38097548559535e-05,8.799992903654014e-05
54.99090833947008,0.00023950661637027723,7.383315575114924e-05,7.736106281327247e-05
57.99137866959192,0.00011975330818513861,6.383792368804487e-05,6.673389775458827e-05
60.991802727907626,0.00023950661637027723,5.5584365016769545e-05,5.798448078217571e-05
63.99218702310463,0.00017962996227770793,4.8707138728437104e-05,5.071366287051723e-05
66.9925368977769,0.00011975330818513861,4.292943928341553e-05,4.4620258406137616e-05
70.48404074682438,0.00023950661637027723,3.731086642417708e-05,3.8708923173237415e-05
73.9932429347437,5.9876654092569307e-05,3.261856377437839e-05,3.378383781377477e-05
77.48548251124207,0.00011975330818513861,2.8705659309587106e-05,2.968569561255829e-05
81.48619514985344,5.9876654092569307e-05,2.496223376557723e-05,2.5773284312713186e-05
85.97674104081871,0.00035925992455541585,2.150357339787754e-05,2.2166302420603728e-05
90.48756820690895,0.00011975330818513861,1.8649374932855346e-05,1.9195894275608465e-05
94.9789450352024,5.9876654092569307e-05,1.6292506936476045e-05,1.6747686506795754e-05
104.9809506529637,5.9876654092569307e-05,1.231575355240499e-05,1.2627451214099263e-05
109.98181667894016,0.00017962996227770793,1.0811057205730374e-05,1.1072377203625428e-05
115.47294055318761,5.9876654092569307e-05,9.430801301278271e-06,9.648039262315046e-06
121.47427711248172,5.9876654092569307e-05,8.18066736998998e-06,8.359897609609649e-06
133.96641370134532,0.00011975330818513861,6.212610500566196e-06,6.3361526168383446e-06
147.4584687293341,5.9876654092569307e-05,4.741148745488358e-06,4.826878874955831e-06
179.95555006723188,5.9876654092569307e-05,2.7014051304957958e-06,2.741494660641198e-06
188.95766721676048,5.9876654092569307e-05,2.3528624637428024e-06,2.386127430023754e-06
198.44898588806143,5.9876654092569307e-05,2.0479520799790803e-06,2.075530415469302e-06
208.4514331924825,5.9876654092569307e-05,1.7815544418771268e-06,1.8044013329890484e-06
240.94812719753602,5.9876654092569307e-05,1.1810626828236357e-06,1.1941769998323583e-06
334.4906575675919,5.9876654092569307e-05,4.6453692803830514e-07,4.682581439874973e-07
