# Normalization constant A(k)
# Node type: b
# p0: 0.502800, alpha: 2.173913, gamma: 3.198397
# A_asymptotic: 19.751407
# Generated: 2026-03-18T18:24:07.570828
k,A_k,A_asymptotic
0,19.75140699421097,19.75140699421097
1,19.751406994210964,19.75140699421097
2,19.751406994210992,19.75140699421097
3,19.751406994211035,19.75140699421097
4,19.751406994211028,19.75140699421097
5,19.75140699421103,19.75140699421097
6,19.751406994211038,19.75140699421097
7,19.751406994211045,19.75140699421097
8,19.751406994211052,19.75140699421097
9,19.75140699421105,19.75140699421097
10,19.75140699421105,19.75140699421097
