# Sterling PMF: p(k) = A*(k+alpha)^(-gamma)
# Node type: b
# A: 19.751407, alpha: 2.173913, gamma: 3.198397
# Generated: 2026-03-18T18:24:07.604275
k,pmf,A,alpha,gamma
0,1.6480249287791142,19.75140699421097,2.173913043478261,3.1983967684779087
1,0.4912449896567437,19.75140699421097,2.173913043478261,3.1983967684779087
2,0.20457569833878514,19.75140699421097,2.173913043478261,3.1983967684779087
3,0.10292508971289087,19.75140699421097,2.173913043478261,3.1983967684779087
4,0.05848868575568355,19.75140699421097,2.173913043478261,3.1983967684779087
5,0.036186823905582206,19.75140699421097,2.173913043478261,3.1983967684779087
6,0.02383882427307795,19.75140699421097,2.173913043478261,3.1983967684779087
7,0.016480350893762992,19.75140699421097,2.173913043478261,3.1983967684779087
8,0.011837271431119196,19.75140699421097,2.173913043478261,3.1983967684779087
9,0.008770445101624988,19.75140699421097,2.173913043478261,3.1983967684779087
10,0.006667478270056214,19.75140699421097,2.173913043478261,3.1983967684779087
