# Sterling PMF: p(k) = A*(k+alpha)^(-gamma)
# Node type: a
# A: 8.495568, alpha: 1.851852, gamma: 2.872708
# Generated: 2026-03-18T18:24:07.597284
k,pmf,A,alpha,gamma
0,1.4468974071721268,8.495568017276367,1.8518518518518516,2.872708358333033
1,0.41854812071479724,8.495568017276367,1.8518518518518516,2.872708358333033
2,0.17649586601864714,8.495568017276367,1.8518518518518516,2.872708358333033
3,0.09094527123141621,8.495568017276367,1.8518518518518516,2.872708358333033
4,0.05308630276118281,8.495568017276367,1.8518518518518516,2.872708358333033
5,0.03374115123332603,8.495568017276367,1.8518518518518516,2.872708358333033
6,0.0228138508756283,8.495568017276367,1.8518518518518516,2.872708358333033
7,0.016167376082394838,8.495568017276367,1.8518518518518516,2.872708358333033
8,0.011887904973692796,8.495568017276367,1.8518518518518516,2.872708358333033
9,0.009005168396083759,8.495568017276367,1.8518518518518516,2.872708358333033
10,0.006990653700605514,8.495568017276367,1.8518518518518516,2.872708358333033
