# Normalization constant A(k)
# Node type: b
# p0: 0.440779, alpha: 3.125000, gamma: 3.463127
# A_asymptotic: 66.053438
# Generated: 2026-02-17T14:43:26.222049
k,A_k,A_asymptotic
0,66.05343835423827,66.05343835423827
1,66.05343835423827,66.05343835423827
2,66.05343835423838,66.05343835423827
3,66.05343835423838,66.05343835423827
4,66.0534383542384,66.05343835423827
5,66.05343835423841,66.05343835423827
6,66.05343835423838,66.05343835423827
7,66.0534383542384,66.05343835423827
8,66.05343835423841,66.05343835423827
9,66.0534383542384,66.05343835423827
10,66.05343835423842,66.05343835423827
11,66.05343835423841,66.05343835423827
12,66.05343835423841,66.05343835423827
13,66.05343835423841,66.05343835423827
14,66.05343835423841,66.05343835423827
15,66.05343835423841,66.05343835423827
16,66.0534383542384,66.05343835423827
17,66.05343835423842,66.05343835423827
18,66.0534383542384,66.05343835423827
19,66.05343835423838,66.05343835423827
20,66.05343835423842,66.05343835423827
21,66.0534383542384,66.05343835423827
22,66.05343835423841,66.05343835423827
23,66.05343835423837,66.05343835423827
24,66.0534383542384,66.05343835423827
25,66.0534383542384,66.05343835423827
