# Normalization constant A(k)
# Node type: a
# p0: 0.440779, alpha: 1.470588, gamma: 2.159119
# A_asymptotic: 1.913695
# Generated: 2026-02-17T14:43:26.219051
k,A_k,A_asymptotic
0,1.91369499910017,1.91369499910017
1,1.9136949991001706,1.91369499910017
2,1.9136949991001715,1.91369499910017
3,1.9136949991001697,1.91369499910017
4,1.9136949991001693,1.91369499910017
5,1.9136949991001695,1.91369499910017
6,1.91369499910017,1.91369499910017
7,1.9136949991001695,1.91369499910017
8,1.9136949991001695,1.91369499910017
9,1.913694999100169,1.91369499910017
10,1.9136949991001704,1.91369499910017
11,1.9136949991001697,1.91369499910017
12,1.9136949991001695,1.91369499910017
13,1.9136949991001606,1.91369499910017
14,1.9136949991001613,1.91369499910017
15,1.9136949991001693,1.91369499910017
16,1.9136949991001697,1.91369499910017
17,1.9136949991001684,1.91369499910017
18,1.9136949991001697,1.91369499910017
19,1.9136949991001686,1.91369499910017
20,1.913694999100169,1.91369499910017
21,1.9136949991001688,1.91369499910017
22,1.9136949991001686,1.91369499910017
23,1.9136949991001697,1.91369499910017
24,1.9136949991001686,1.91369499910017
25,1.9136949991001693,1.91369499910017
