# Network edges data
# Layout: spring
# N: 5004, m: 3
# h: 0.8, f_a: 0.1
# Generated: 2026-04-10T10:09:12.461156
source,target,source_type,target_type 
843,586,Type a,Type b
843,2,Type a,Type b
843,160,Type a,Type b
844,574,Type b,Type b
844,585,Type b,Type b
844,182,Type b,Type b
845,279,Type b,Type b
845,32,Type b,Type b
845,526,Type b,Type a
846,84,Type b,Type b
846,344,Type b,Type b
846,431,Type b,Type b
847,252,Type b,Type b
847,454,Type b,Type b
847,218,Type b,Type b
848,249,Type b,Type b
848,225,Type b,Type b
848,443,Type b,Type b
849,47,Type b,Type b
849,339,Type b,Type b
849,200,Type b,Type b
850,286,Type b,Type a
850,231,Type b,Type b
850,421,Type b,Type b
851,229,Type b,Type b
851,650,Type b,Type b
851,38,Type b,Type b
852,849,Type b,Type b
852,728,Type b,Type b
852,292,Type b,Type b
853,702,Type b,Type b
853,411,Type b,Type b
853,465,Type b,Type b
854,541,Type b,Type b
854,559,Type b,Type b
854,153,Type b,Type b
855,433,Type b,Type b
855,661,Type b,Type b
855,157,Type b,Type b
856,537,Type b,Type b
856,196,Type b,Type b
856,725,Type b,Type b
857,113,Type b,Type b
857,30,Type b,Type b
857,1,Type b,Type b
858,131,Type b,Type b
858,20,Type b,Type b
858,124,Type b,Type b
859,69,Type b,Type b
859,709,Type b,Type b
859,598,Type b,Type b
860,741,Type b,Type b
860,48,Type b,Type b
860,568,Type b,Type b
861,13,Type b,Type b
861,608,Type b,Type b
861,727,Type b,Type b
862,271,Type b,Type b
862,643,Type b,Type b
862,410,Type b,Type b
863,369,Type b,Type b
863,861,Type b,Type b
863,185,Type b,Type b
864,572,Type b,Type b
864,42,Type b,Type b
864,607,Type b,Type b
865,411,Type b,Type b
865,114,Type b,Type b
865,417,Type b,Type b
866,165,Type a,Type b
866,415,Type a,Type b
866,5,Type a,Type b
867,103,Type b,Type b
867,617,Type b,Type a
867,221,Type b,Type b
868,372,Type b,Type b
868,233,Type b,Type b
868,587,Type b,Type b
869,31,Type b,Type b
869,542,Type b,Type b
869,128,Type b,Type b
870,307,Type b,Type b
870,161,Type b,Type b
870,56,Type b,Type b
871,332,Type b,Type b
871,119,Type b,Type b
871,241,Type b,Type b
872,193,Type b,Type b
872,372,Type b,Type b
872,135,Type b,Type b
873,333,Type b,Type b
873,663,Type b,Type b
873,257,Type b,Type b
874,22,Type b,Type b
874,312,Type b,Type b
874,23,Type b,Type b
875,557,Type b,Type b
875,84,Type b,Type b
875,11,Type b,Type b
876,2,Type b,Type b
876,811,Type b,Type b
876,634,Type b,Type b
877,91,Type b,Type b
877,197,Type b,Type b
877,281,Type b,Type b
878,13,Type b,Type b
878,791,Type b,Type b
878,77,Type b,Type b
879,663,Type b,Type b
879,371,Type b,Type b
879,815,Type b,Type b
880,791,Type b,Type b
880,54,Type b,Type b
880,40,Type b,Type b
881,83,Type a,Type b
881,463,Type a,Type b
881,32,Type a,Type b
882,224,Type b,Type b
882,773,Type b,Type b
882,14,Type b,Type b
883,99,Type b,Type b
883,739,Type b,Type a
883,188,Type b,Type b
884,175,Type b,Type b
884,230,Type b,Type b
884,429,Type b,Type b
885,175,Type b,Type b
885,714,Type b,Type b
885,790,Type b,Type b
886,394,Type b,Type b
886,192,Type b,Type b
886,608,Type b,Type b
887,411,Type b,Type b
887,32,Type b,Type b
887,116,Type b,Type b
888,287,Type b,Type b
888,122,Type b,Type b
888,411,Type b,Type b
889,138,Type b,Type b
889,84,Type b,Type b
889,42,Type b,Type b
890,588,Type b,Type b
890,4,Type b,Type b
890,513,Type b,Type b
891,504,Type b,Type b
891,340,Type b,Type b
891,179,Type b,Type b
892,546,Type a,Type b
892,796,Type a,Type b
892,63,Type a,Type b
893,455,Type b,Type b
893,15,Type b,Type b
893,70,Type b,Type b
894,112,Type b,Type b
894,38,Type b,Type b
894,607,Type b,Type b
895,133,Type b,Type b
895,364,Type b,Type b
895,602,Type b,Type b
896,678,Type b,Type b
896,876,Type b,Type b
896,69,Type b,Type b
897,5,Type b,Type b
897,485,Type b,Type b
897,644,Type b,Type b
898,621,Type b,Type b
898,133,Type b,Type b
898,839,Type b,Type b
899,72,Type b,Type b
899,668,Type b,Type b
899,435,Type b,Type b
900,631,Type b,Type b
900,478,Type b,Type b
900,210,Type b,Type b
901,677,Type b,Type b
901,673,Type b,Type b
901,888,Type b,Type b
902,501,Type b,Type b
902,416,Type b,Type b
902,162,Type b,Type b
903,312,Type a,Type b
903,100,Type a,Type b
903,645,Type a,Type b
904,563,Type b,Type b
904,392,Type b,Type b
904,218,Type b,Type b
905,596,Type b,Type b
905,508,Type b,Type b
905,647,Type b,Type b
906,100,Type b,Type b
906,267,Type b,Type b
906,280,Type b,Type b
907,116,Type b,Type b
907,556,Type b,Type b
907,233,Type b,Type b
908,121,Type b,Type b
908,405,Type b,Type b
908,832,Type b,Type b
909,694,Type b,Type b
909,532,Type b,Type b
909,626,Type b,Type b
910,117,Type b,Type b
910,407,Type b,Type b
910,216,Type b,Type b
911,464,Type b,Type b
911,336,Type b,Type b
911,552,Type b,Type b
912,431,Type a,Type b
912,5,Type a,Type b
912,196,Type a,Type b
913,682,Type b,Type b
913,394,Type b,Type b
913,629,Type b,Type b
914,129,Type b,Type b
914,536,Type b,Type b
914,259,Type b,Type b
915,447,Type b,Type b
915,601,Type b,Type b
915,479,Type b,Type b
916,786,Type b,Type b
916,716,Type b,Type b
916,385,Type b,Type b
917,775,Type b,Type a
917,231,Type b,Type b
917,621,Type b,Type b
918,317,Type b,Type b
918,440,Type b,Type b
918,398,Type b,Type b
919,550,Type b,Type b
919,499,Type b,Type b
919,180,Type b,Type b
920,558,Type b,Type b
920,51,Type b,Type b
920,102,Type b,Type b
921,274,Type b,Type b
921,713,Type b,Type b
921,676,Type b,Type b
922,581,Type a,Type b
922,738,Type a,Type a
922,534,Type a,Type b
923,198,Type b,Type b
923,14,Type b,Type b
923,42,Type b,Type b
924,157,Type b,Type b
924,511,Type b,Type b
924,663,Type b,Type b
925,47,Type b,Type b
925,155,Type b,Type b
925,330,Type b,Type b
926,580,Type b,Type b
926,128,Type b,Type b
926,802,Type b,Type a
927,389,Type b,Type b
927,839,Type b,Type b
927,14,Type b,Type b
928,536,Type b,Type b
928,377,Type b,Type b
928,398,Type b,Type b
929,742,Type b,Type b
929,272,Type b,Type b
929,325,Type b,Type b
930,7,Type b,Type b
930,178,Type b,Type b
930,51,Type b,Type b
931,913,Type b,Type b
931,454,Type b,Type b
931,384,Type b,Type b
932,422,Type b,Type b
932,902,Type b,Type b
932,409,Type b,Type b
933,931,Type b,Type b
933,63,Type b,Type b
933,925,Type b,Type b
934,13,Type b,Type b
934,257,Type b,Type b
934,242,Type b,Type b
935,712,Type b,Type b
935,305,Type b,Type b
935,108,Type b,Type b
936,655,Type b,Type b
936,26,Type b,Type b
936,25,Type b,Type b
937,0,Type a,Type b
937,910,Type a,Type b
937,133,Type a,Type b
938,450,Type a,Type b
938,380,Type a,Type b
938,712,Type a,Type b
939,241,Type b,Type b
939,359,Type b,Type b
939,11,Type b,Type b
940,323,Type b,Type b
940,214,Type b,Type b
940,602,Type b,Type b
941,164,Type b,Type b
941,299,Type b,Type b
941,536,Type b,Type b
942,532,Type b,Type b
942,69,Type b,Type b
942,124,Type b,Type b
943,534,Type b,Type b
943,275,Type b,Type b
943,438,Type b,Type b
944,450,Type b,Type b
944,902,Type b,Type b
944,758,Type b,Type b
945,516,Type a,Type b
945,699,Type a,Type b
945,520,Type a,Type b
946,564,Type b,Type b
946,64,Type b,Type b
946,52,Type b,Type b
947,634,Type b,Type b
947,773,Type b,Type b
947,390,Type b,Type a
948,57,Type b,Type b
948,173,Type b,Type b
948,4,Type b,Type b
949,446,Type b,Type b
949,287,Type b,Type b
949,300,Type b,Type b
950,1,Type b,Type b
950,42,Type b,Type b
950,377,Type b,Type b
951,831,Type b,Type b
951,16,Type b,Type b
951,163,Type b,Type b
952,934,Type b,Type b
952,67,Type b,Type b
952,744,Type b,Type b
953,547,Type b,Type b
953,142,Type b,Type b
953,338,Type b,Type b
954,590,Type b,Type b
954,942,Type b,Type b
954,845,Type b,Type b
955,402,Type b,Type b
955,179,Type b,Type b
955,601,Type b,Type b
956,136,Type b,Type b
956,597,Type b,Type b
956,251,Type b,Type b
957,869,Type b,Type b
957,131,Type b,Type b
957,862,Type b,Type b
958,884,Type b,Type b
958,424,Type b,Type a
958,16,Type b,Type b
959,146,Type b,Type b
959,582,Type b,Type b
959,847,Type b,Type b
960,118,Type b,Type b
960,138,Type b,Type b
960,312,Type b,Type b
961,297,Type b,Type b
961,27,Type b,Type b
961,501,Type b,Type b
962,695,Type b,Type b
962,539,Type b,Type b
962,51,Type b,Type b
963,6,Type b,Type b
963,116,Type b,Type b
963,107,Type b,Type b
964,891,Type b,Type b
964,329,Type b,Type b
964,42,Type b,Type b
965,114,Type b,Type b
965,587,Type b,Type b
965,78,Type b,Type b
966,133,Type b,Type b
966,523,Type b,Type b
966,697,Type b,Type b
967,107,Type b,Type b
967,702,Type b,Type b
967,902,Type b,Type b
968,45,Type b,Type b
968,363,Type b,Type b
968,40,Type b,Type b
969,176,Type b,Type b
969,608,Type b,Type b
969,177,Type b,Type b
970,23,Type b,Type b
970,0,Type b,Type b
970,433,Type b,Type b
971,197,Type b,Type b
971,504,Type b,Type b
971,659,Type b,Type b
972,854,Type b,Type b
972,342,Type b,Type b
972,42,Type b,Type b
973,580,Type b,Type b
973,226,Type b,Type b
973,90,Type b,Type b
974,253,Type a,Type b
974,239,Type a,Type b
974,715,Type a,Type b
975,354,Type b,Type b
975,468,Type b,Type b
975,340,Type b,Type b
976,97,Type b,Type b
976,321,Type b,Type b
976,233,Type b,Type b
977,404,Type a,Type b
977,275,Type a,Type b
977,954,Type a,Type b
978,697,Type b,Type b
978,147,Type b,Type b
978,370,Type b,Type b
979,317,Type b,Type b
979,178,Type b,Type b
979,71,Type b,Type b
980,169,Type b,Type b
980,125,Type b,Type a
980,619,Type b,Type b
981,9,Type b,Type b
981,732,Type b,Type b
981,205,Type b,Type b
982,290,Type b,Type b
982,147,Type b,Type b
982,639,Type b,Type b
983,878,Type b,Type b
983,943,Type b,Type b
983,402,Type b,Type b
984,170,Type b,Type b
984,145,Type b,Type b
984,308,Type b,Type b
985,34,Type b,Type b
985,384,Type b,Type b
985,813,Type b,Type b
986,272,Type b,Type b
986,328,Type b,Type b
986,878,Type b,Type b
987,981,Type b,Type b
987,332,Type b,Type b
987,153,Type b,Type b
988,376,Type a,Type b
988,660,Type a,Type b
988,924,Type a,Type b
989,316,Type b,Type b
989,633,Type b,Type b
989,463,Type b,Type b
990,5,Type b,Type b
990,273,Type b,Type b
990,377,Type b,Type b
991,52,Type b,Type b
991,725,Type b,Type b
991,830,Type b,Type b
992,254,Type b,Type b
992,260,Type b,Type b
992,479,Type b,Type b
993,187,Type b,Type b
993,853,Type b,Type b
993,613,Type b,Type b
994,441,Type b,Type b
994,452,Type b,Type b
994,505,Type b,Type b
995,191,Type b,Type b
995,805,Type b,Type b
995,969,Type b,Type b
996,202,Type b,Type b
996,220,Type b,Type a
996,884,Type b,Type b
997,7,Type b,Type b
997,98,Type b,Type b
997,287,Type b,Type b
998,489,Type b,Type b
998,441,Type b,Type b
998,37,Type b,Type b
999,113,Type b,Type b
999,146,Type b,Type b
999,185,Type b,Type b
1000,957,Type b,Type b
1000,572,Type b,Type b
1000,807,Type b,Type b
1001,93,Type b,Type b
1001,77,Type b,Type b
1001,177,Type b,Type b
1002,124,Type b,Type b
1002,472,Type b,Type b
1002,564,Type b,Type b
1003,998,Type a,Type b
1003,632,Type a,Type b
1003,42,Type a,Type b
1004,720,Type b,Type b
1004,602,Type b,Type b
1004,552,Type b,Type b
1005,763,Type b,Type b
1005,836,Type b,Type b
1005,473,Type b,Type b
1006,153,Type b,Type b
1006,13,Type b,Type b
1006,939,Type b,Type b
1007,40,Type b,Type b
1007,17,Type b,Type b
1007,744,Type b,Type b
1008,361,Type a,Type b
1008,666,Type a,Type b
1008,173,Type a,Type b
1009,783,Type b,Type b
1009,343,Type b,Type b
1009,634,Type b,Type b
1010,131,Type b,Type b
1010,485,Type b,Type b
1010,629,Type b,Type b
1011,643,Type a,Type b
1011,939,Type a,Type b
1011,38,Type a,Type b
1012,200,Type b,Type b
1012,235,Type b,Type b
1012,67,Type b,Type b
1013,959,Type b,Type b
1013,36,Type b,Type b
1013,15,Type b,Type b
1014,610,Type b,Type b
1014,537,Type b,Type b
1014,317,Type b,Type b
1015,103,Type b,Type b
1015,258,Type b,Type b
1015,141,Type b,Type b
1016,358,Type a,Type b
1016,29,Type a,Type b
1016,939,Type a,Type b
1017,285,Type b,Type b
1017,780,Type b,Type b
1017,0,Type b,Type b
1018,210,Type b,Type b
1018,152,Type b,Type b
1018,506,Type b,Type b
1019,18,Type b,Type b
1019,69,Type b,Type b
1019,469,Type b,Type b
1020,676,Type b,Type b
1020,335,Type b,Type b
1020,18,Type b,Type b
1021,268,Type b,Type b
1021,864,Type b,Type b
1021,672,Type b,Type b
1022,15,Type b,Type b
1022,0,Type b,Type b
1022,474,Type b,Type b
1023,494,Type b,Type b
1023,323,Type b,Type b
1023,871,Type b,Type b
1024,969,Type b,Type b
1024,20,Type b,Type b
1024,16,Type b,Type b
1025,698,Type b,Type b
1025,587,Type b,Type b
1025,918,Type b,Type b
1026,263,Type b,Type b
1026,969,Type b,Type b
1026,109,Type b,Type b
1027,577,Type b,Type b
1027,96,Type b,Type b
1027,941,Type b,Type b
1028,302,Type b,Type b
1028,933,Type b,Type b
1028,79,Type b,Type a
1029,316,Type b,Type b
1029,856,Type b,Type b
1029,980,Type b,Type b
1030,68,Type b,Type b
1030,47,Type b,Type b
1030,9,Type b,Type b
1031,536,Type a,Type b
1031,697,Type a,Type b
1031,96,Type a,Type b
1032,697,Type b,Type b
1032,19,Type b,Type b
1032,636,Type b,Type b
1033,51,Type b,Type b
1033,232,Type b,Type b
1033,889,Type b,Type b
1034,16,Type b,Type b
1034,841,Type b,Type b
1034,569,Type b,Type b
1035,500,Type b,Type b
1035,711,Type b,Type b
1035,622,Type b,Type b
1036,721,Type b,Type b
1036,2,Type b,Type b
1036,258,Type b,Type b
1037,119,Type b,Type b
1037,668,Type b,Type b
1037,551,Type b,Type b
1038,336,Type b,Type b
1038,176,Type b,Type b
1038,243,Type b,Type b
1039,863,Type b,Type b
1039,0,Type b,Type b
1039,6,Type b,Type b
1040,483,Type b,Type a
1040,365,Type b,Type b
1040,453,Type b,Type b
1041,919,Type b,Type b
1041,107,Type b,Type b
1041,16,Type b,Type b
1042,195,Type b,Type b
1042,185,Type b,Type b
1042,916,Type b,Type b
1043,176,Type b,Type b
1043,1006,Type b,Type b
1043,325,Type b,Type b
1044,316,Type b,Type b
1044,946,Type b,Type b
1044,589,Type b,Type b
1045,344,Type b,Type b
1045,466,Type b,Type b
1045,40,Type b,Type b
1046,473,Type b,Type b
1046,599,Type b,Type b
1046,983,Type b,Type b
1047,362,Type b,Type b
1047,691,Type b,Type b
1047,611,Type b,Type b
1048,332,Type b,Type b
1048,769,Type b,Type b
1048,155,Type b,Type b
1049,267,Type b,Type b
1049,847,Type b,Type b
1049,989,Type b,Type b
1050,247,Type b,Type b
1050,450,Type b,Type b
1050,159,Type b,Type b
1051,27,Type a,Type b
1051,807,Type a,Type b
1051,984,Type a,Type b
1052,115,Type b,Type b
1052,440,Type b,Type b
1052,800,Type b,Type b
1053,156,Type b,Type b
1053,537,Type b,Type b
1053,189,Type b,Type b
1054,193,Type b,Type b
1054,967,Type b,Type b
1054,557,Type b,Type b
1055,248,Type b,Type a
1055,100,Type b,Type b
1055,121,Type b,Type b
1056,436,Type b,Type b
1056,599,Type b,Type b
1056,410,Type b,Type b
1057,498,Type b,Type b
1057,390,Type b,Type a
1057,682,Type b,Type b
1058,524,Type b,Type b
1058,690,Type b,Type b
1058,445,Type b,Type b
1059,544,Type a,Type b
1059,51,Type a,Type b
1059,46,Type a,Type b
1060,1048,Type b,Type b
1060,969,Type b,Type b
1060,198,Type b,Type b
1061,149,Type b,Type b
1061,201,Type b,Type b
1061,368,Type b,Type b
1062,712,Type a,Type b
1062,738,Type a,Type a
1062,608,Type a,Type b
1063,760,Type b,Type b
1063,47,Type b,Type b
1063,664,Type b,Type a
1064,701,Type b,Type a
1064,394,Type b,Type b
1064,2,Type b,Type b
1065,341,Type b,Type b
1065,1029,Type b,Type b
1065,770,Type b,Type b
1066,491,Type b,Type b
1066,348,Type b,Type b
1066,16,Type b,Type b
1067,896,Type b,Type b
1067,1034,Type b,Type b
1067,9,Type b,Type b
1068,941,Type b,Type b
1068,639,Type b,Type b
1068,217,Type b,Type b
1069,36,Type b,Type b
1069,505,Type b,Type b
1069,993,Type b,Type b
1070,479,Type b,Type b
1070,268,Type b,Type b
1070,73,Type b,Type b
1071,427,Type b,Type b
1071,786,Type b,Type b
1071,121,Type b,Type b
1072,3,Type b,Type b
1072,510,Type b,Type b
1072,443,Type b,Type b
1073,423,Type b,Type b
1073,494,Type b,Type b
1073,827,Type b,Type b
1074,602,Type b,Type b
1074,361,Type b,Type b
1074,782,Type b,Type b
1075,4,Type b,Type b
1075,402,Type b,Type b
1075,205,Type b,Type b
1076,1044,Type b,Type b
1076,536,Type b,Type b
1076,10,Type b,Type b
1077,152,Type b,Type b
1077,5,Type b,Type b
1077,4,Type b,Type b
1078,460,Type b,Type b
1078,136,Type b,Type b
1078,681,Type b,Type b
1079,371,Type b,Type b
1079,969,Type b,Type b
1079,14,Type b,Type b
1080,17,Type b,Type b
1080,452,Type b,Type b
1080,48,Type b,Type b
1081,0,Type b,Type b
1081,378,Type b,Type b
1081,178,Type b,Type b
1082,473,Type b,Type b
1082,23,Type b,Type b
1082,266,Type b,Type b
1083,78,Type b,Type b
1083,522,Type b,Type b
1083,972,Type b,Type b
1084,18,Type b,Type b
1084,898,Type b,Type b
1084,1043,Type b,Type b
1085,135,Type b,Type b
1085,361,Type b,Type b
1085,527,Type b,Type a
1086,539,Type b,Type b
1086,211,Type b,Type b
1086,905,Type b,Type b
1087,168,Type b,Type b
1087,108,Type b,Type b
1087,26,Type b,Type b
1088,1074,Type b,Type b
1088,37,Type b,Type b
1088,137,Type b,Type b
1089,400,Type b,Type b
1089,882,Type b,Type b
1089,771,Type b,Type b
1090,636,Type b,Type b
1090,1046,Type b,Type b
1090,26,Type b,Type b
1091,1033,Type b,Type b
1091,58,Type b,Type b
1091,147,Type b,Type b
1092,282,Type b,Type b
1092,3,Type b,Type b
1092,978,Type b,Type b
1093,445,Type b,Type b
1093,351,Type b,Type b
1093,1083,Type b,Type b
1094,801,Type b,Type b
1094,712,Type b,Type b
1094,4,Type b,Type b
1095,633,Type b,Type b
1095,289,Type b,Type b
1095,400,Type b,Type b
1096,991,Type b,Type b
1096,71,Type b,Type b
1096,131,Type b,Type b
1097,857,Type b,Type b
1097,261,Type b,Type b
1097,519,Type b,Type b
1098,806,Type b,Type b
1098,273,Type b,Type b
1098,307,Type b,Type b
1099,117,Type b,Type b
1099,333,Type b,Type b
1099,22,Type b,Type b
1100,727,Type b,Type b
1100,875,Type b,Type b
1100,627,Type b,Type b
1101,80,Type b,Type b
1101,643,Type b,Type b
1101,135,Type b,Type b
1102,882,Type b,Type b
1102,107,Type b,Type b
1102,383,Type b,Type b
1103,67,Type b,Type b
1103,373,Type b,Type b
1103,906,Type b,Type b
1104,973,Type b,Type b
1104,502,Type b,Type b
1104,50,Type b,Type b
1105,463,Type b,Type b
1105,6,Type b,Type b
1105,73,Type b,Type b
1106,347,Type b,Type b
1106,1057,Type b,Type b
1106,797,Type b,Type b
1107,5,Type b,Type b
1107,565,Type b,Type b
1107,663,Type b,Type b
1108,570,Type b,Type b
1108,15,Type b,Type b
1108,290,Type b,Type b
1109,281,Type b,Type b
1109,87,Type b,Type b
1109,1013,Type b,Type b
1110,862,Type b,Type b
1110,649,Type b,Type b
1110,190,Type b,Type b
1111,867,Type b,Type b
1111,270,Type b,Type b
1111,29,Type b,Type b
1112,413,Type b,Type b
1112,313,Type b,Type b
1112,308,Type b,Type b
1113,845,Type b,Type b
1113,676,Type b,Type b
1113,430,Type b,Type b
1114,631,Type b,Type b
1114,494,Type b,Type b
1114,827,Type b,Type b
1115,844,Type b,Type b
1115,308,Type b,Type b
1115,672,Type b,Type b
1116,348,Type b,Type b
1116,851,Type b,Type b
1116,130,Type b,Type b
1117,116,Type b,Type b
1117,281,Type b,Type b
1117,1050,Type b,Type b
1118,346,Type a,Type b
1118,1079,Type a,Type b
1118,6,Type a,Type b
1119,370,Type b,Type b
1119,840,Type b,Type b
1119,0,Type b,Type b
1120,822,Type b,Type b
1120,268,Type b,Type b
1120,613,Type b,Type b
1121,1076,Type b,Type b
1121,13,Type b,Type b
1121,1083,Type b,Type b
1122,137,Type a,Type b
1122,898,Type a,Type b
1122,329,Type a,Type b
1123,1018,Type b,Type b
1123,534,Type b,Type b
1123,42,Type b,Type b
1124,975,Type b,Type b
1124,555,Type b,Type b
1124,359,Type b,Type b
1125,873,Type b,Type b
1125,341,Type b,Type b
1125,990,Type b,Type b
1126,1041,Type b,Type b
1126,61,Type b,Type b
1126,23,Type b,Type b
1127,321,Type b,Type b
1127,163,Type b,Type b
1127,103,Type b,Type b
1128,569,Type a,Type b
1128,458,Type a,Type b
1128,332,Type a,Type b
1129,510,Type b,Type b
1129,119,Type b,Type b
1129,42,Type b,Type b
1130,148,Type b,Type b
1130,334,Type b,Type b
1130,108,Type b,Type b
1131,2,Type b,Type b
1131,130,Type b,Type b
1131,543,Type b,Type b
1132,52,Type b,Type b
1132,2,Type b,Type b
1132,446,Type b,Type b
1133,285,Type b,Type b
1133,550,Type b,Type b
1133,290,Type b,Type b
1134,772,Type b,Type b
1134,689,Type b,Type b
1134,862,Type b,Type b
1135,68,Type a,Type b
1135,103,Type a,Type b
1135,1112,Type a,Type b
1136,500,Type b,Type b
1136,501,Type b,Type b
1136,605,Type b,Type b
1137,490,Type b,Type b
1137,349,Type b,Type b
1137,214,Type b,Type b
1138,67,Type b,Type b
1138,1,Type b,Type b
1138,168,Type b,Type b
1139,617,Type b,Type a
1139,308,Type b,Type b
1139,694,Type b,Type b
1140,546,Type b,Type b
1140,242,Type b,Type b
1140,553,Type b,Type b
1141,1073,Type b,Type b
1141,41,Type b,Type b
1141,816,Type b,Type b
1142,1005,Type b,Type b
1142,143,Type b,Type b
1142,396,Type b,Type b
1143,32,Type b,Type b
1143,16,Type b,Type b
1143,648,Type b,Type b
1144,152,Type b,Type b
1144,985,Type b,Type b
1144,584,Type b,Type b
1145,563,Type b,Type b
1145,88,Type b,Type b
1145,169,Type b,Type b
1146,811,Type b,Type b
1146,603,Type b,Type b
1146,58,Type b,Type b
1147,223,Type a,Type b
1147,258,Type a,Type b
1147,2,Type a,Type b
1148,332,Type b,Type b
1148,186,Type b,Type b
1148,552,Type b,Type b
1149,829,Type b,Type b
1149,608,Type b,Type b
1149,540,Type b,Type b
1150,222,Type b,Type b
1150,327,Type b,Type b
1150,177,Type b,Type b
1151,14,Type b,Type b
1151,353,Type b,Type b
1151,12,Type b,Type b
1152,1112,Type b,Type b
1152,896,Type b,Type b
1152,633,Type b,Type b
1153,844,Type b,Type b
1153,807,Type b,Type b
1153,629,Type b,Type b
1154,1023,Type b,Type b
1154,101,Type b,Type b
1154,96,Type b,Type b
1155,353,Type b,Type b
1155,30,Type b,Type b
1155,558,Type b,Type b
1156,699,Type a,Type b
1156,887,Type a,Type b
1156,541,Type a,Type b
1157,6,Type a,Type b
1157,136,Type a,Type b
1157,622,Type a,Type b
1158,805,Type b,Type b
1158,482,Type b,Type b
1158,381,Type b,Type b
1159,597,Type b,Type b
1159,7,Type b,Type b
1159,571,Type b,Type a
1160,73,Type b,Type b
1160,308,Type b,Type b
1160,926,Type b,Type b
1161,103,Type b,Type b
1161,190,Type b,Type b
1161,267,Type b,Type b
1162,712,Type a,Type b
1162,1156,Type a,Type a
1162,936,Type a,Type b
1163,197,Type a,Type b
1163,307,Type a,Type b
1163,1004,Type a,Type b
1164,325,Type a,Type b
1164,54,Type a,Type b
1164,396,Type a,Type b
1165,146,Type b,Type b
1165,502,Type b,Type b
1165,1130,Type b,Type b
1166,869,Type b,Type b
1166,665,Type b,Type b
1166,1064,Type b,Type b
1167,283,Type b,Type b
1167,318,Type b,Type b
1167,1019,Type b,Type b
1168,373,Type b,Type b
1168,10,Type b,Type b
1168,20,Type b,Type b
1169,708,Type b,Type b
1169,441,Type b,Type b
1169,1155,Type b,Type b
1170,256,Type b,Type b
1170,131,Type b,Type b
1170,57,Type b,Type b
1171,849,Type b,Type b
1171,417,Type b,Type b
1171,35,Type b,Type b
1172,513,Type b,Type b
1172,615,Type b,Type b
1172,174,Type b,Type b
1173,561,Type b,Type b
1173,80,Type b,Type b
1173,1107,Type b,Type b
1174,146,Type b,Type b
1174,320,Type b,Type b
1174,697,Type b,Type b
1175,337,Type b,Type b
1175,1012,Type b,Type b
1175,73,Type b,Type b
1176,235,Type b,Type b
1176,475,Type b,Type b
1176,20,Type b,Type b
1177,1158,Type b,Type b
1177,770,Type b,Type b
1177,107,Type b,Type b
1178,212,Type b,Type b
1178,109,Type b,Type b
1178,580,Type b,Type b
1179,561,Type a,Type b
1179,703,Type a,Type b
1179,0,Type a,Type b
1180,543,Type b,Type b
1180,958,Type b,Type b
1180,340,Type b,Type b
1181,5,Type b,Type b
1181,275,Type b,Type b
1181,2,Type b,Type b
1182,463,Type b,Type b
1182,1081,Type b,Type b
1182,904,Type b,Type b
1183,908,Type b,Type b
1183,1002,Type b,Type b
1183,1043,Type b,Type b
1184,67,Type b,Type b
1184,565,Type b,Type b
1184,490,Type b,Type b
1185,1121,Type b,Type b
1185,706,Type b,Type b
1185,957,Type b,Type b
1186,779,Type b,Type b
1186,136,Type b,Type b
1186,474,Type b,Type b
1187,486,Type b,Type b
1187,407,Type b,Type b
1187,549,Type b,Type b
1188,396,Type b,Type b
1188,779,Type b,Type b
1188,341,Type b,Type b
1189,89,Type b,Type b
1189,1067,Type b,Type b
1189,447,Type b,Type b
1190,441,Type b,Type b
1190,229,Type b,Type b
1190,352,Type b,Type b
1191,547,Type b,Type b
1191,658,Type b,Type b
1191,182,Type b,Type b
1192,0,Type b,Type b
1192,45,Type b,Type b
1192,450,Type b,Type b
1193,580,Type b,Type b
1193,131,Type b,Type b
1193,129,Type b,Type b
1194,506,Type b,Type b
1194,328,Type b,Type b
1194,1097,Type b,Type b
1195,537,Type b,Type b
1195,106,Type b,Type b
1195,1175,Type b,Type b
1196,393,Type b,Type b
1196,839,Type b,Type b
1196,1150,Type b,Type b
1197,452,Type b,Type b
1197,1114,Type b,Type b
1197,146,Type b,Type b
1198,328,Type b,Type b
1198,624,Type b,Type b
1198,845,Type b,Type b
1199,936,Type b,Type b
1199,267,Type b,Type b
1199,157,Type b,Type b
1200,675,Type b,Type b
1200,660,Type b,Type b
1200,891,Type b,Type b
1201,1129,Type b,Type b
1201,499,Type b,Type b
1201,20,Type b,Type b
1202,1102,Type b,Type b
1202,119,Type b,Type b
1202,817,Type b,Type b
1203,1018,Type b,Type b
1203,299,Type b,Type b
1203,1043,Type b,Type b
1204,685,Type b,Type b
1204,658,Type b,Type b
1204,64,Type b,Type b
1205,1000,Type b,Type b
1205,210,Type b,Type b
1205,1084,Type b,Type b
1206,809,Type b,Type b
1206,25,Type b,Type b
1206,519,Type b,Type b
1207,294,Type b,Type b
1207,166,Type b,Type b
1207,699,Type b,Type b
1208,0,Type b,Type b
1208,713,Type b,Type b
1208,513,Type b,Type b
1209,152,Type b,Type b
1209,138,Type b,Type b
1209,4,Type b,Type b
1210,852,Type b,Type b
1210,193,Type b,Type b
