# Sterling PMF: p(k) = A*(k+alpha)^(-gamma)
# Node type: a
# A: 279140159.390353, alpha: 3.846154, gamma: 9.714085
# Generated: 2026-04-10T10:09:17.603990
k,pmf,A,alpha,gamma
0,579.1937314994395,279140159.39035314,3.846153846153846,9.714084733582824
1,61.35018446783162,279140159.39035314,3.846153846153846,9.714084733582824
2,9.916988996918809,279140159.39035314,3.846153846153846,9.714084733582824
3,2.139058842260841,279140159.39035314,3.846153846153846,9.714084733582824
4,0.5689186495559863,279140159.39035314,3.846153846153846,9.714084733582824
5,0.17740628572445827,279140159.39035314,3.846153846153846,9.714084733582824
6,0.0626824897398377,279140159.39035314,3.846153846153846,9.714084733582824
7,0.02449434685888714,279140159.39035314,3.846153846153846,9.714084733582824
8,0.010399220723170082,279140159.39035314,3.846153846153846,9.714084733582824
9,0.00473267078902915,279140159.39035314,3.846153846153846,9.714084733582824
10,0.0022848317388614783,279140159.39035314,3.846153846153846,9.714084733582824
11,0.001160553248921915,279140159.39035314,3.846153846153846,9.714084733582824
12,0.0006161127466647996,279140159.39035314,3.846153846153846,9.714084733582824
13,0.00034000866818632326,279140159.39035314,3.846153846153846,9.714084733582824
14,0.00019418322668934284,279140159.39035314,3.846153846153846,9.714084733582824
15,0.000114340647893279,279140159.39035314,3.846153846153846,9.714084733582824
16,6.919652195915317e-05,279140159.39035314,3.846153846153846,9.714084733582824
17,4.292324913938496e-05,279140159.39035314,3.846153846153846,9.714084733582824
18,2.7228279574019233e-05,279140159.39035314,3.846153846153846,9.714084733582824
19,1.762774505004001e-05,279140159.39035314,3.846153846153846,9.714084733582824
20,1.162689736916692e-05,279140159.39035314,3.846153846153846,9.714084733582824
21,7.801112110313763e-06,279140159.39035314,3.846153846153846,9.714084733582824
22,5.31726896017102e-06,279140159.39035314,3.846153846153846,9.714084733582824
23,3.677399178139768e-06,279140159.39035314,3.846153846153846,9.714084733582824
24,2.5778080297493246e-06,279140159.39035314,3.846153846153846,9.714084733582824
25,1.8298040869121777e-06,279140159.39035314,3.846153846153846,9.714084733582824
