# Asymptotic in-edge density evolution
# N: 28003, m: 2
# h: 0.5, f_a: 0.5
# g_a: 1.027962, g_b: 0.972038
# Generated: 2026-02-17T23:03:40.802115
t,mean_deg_a,mean_deg_b,asymptote_a,asymptote_b
3,1.6666666666666667,1.0,1.027962400920588,0.9720375990794119
103,1.1941747572815533,0.8252427184466019,1.027962400920588,0.9720375990794119
203,1.206896551724138,0.8029556650246306,1.027962400920588,0.9720375990794119
303,1.188118811881188,0.8184818481848185,1.027962400920588,0.9720375990794119
403,1.173697270471464,0.8312655086848635,1.027962400920588,0.9720375990794119
503,1.1451292246520874,0.8588469184890656,1.027962400920588,0.9720375990794119
603,1.1409618573797677,0.8623548922056384,1.027962400920588,0.9720375990794119
703,1.1251778093883358,0.8776671408250356,1.027962400920588,0.9720375990794119
803,1.1195516811955168,0.8829389788293898,1.027962400920588,0.9720375990794119
903,1.1162790697674418,0.8859357696566998,1.027962400920588,0.9720375990794119
1003,1.11864406779661,0.8833499501495513,1.027962400920588,0.9720375990794119
1103,1.114233907524932,0.8875793291024479,1.027962400920588,0.9720375990794119
1203,1.1097256857855362,0.8919368246051538,1.027962400920588,0.9720375990794119
1303,1.11128165771297,0.8902532617037605,1.027962400920588,0.9720375990794119
1403,1.1111903064861013,0.8902352102637205,1.027962400920588,0.9720375990794119
1503,1.1017964071856288,0.8995342648037259,1.027962400920588,0.9720375990794119
1603,1.1023081721771677,0.8989394884591391,1.027962400920588,0.9720375990794119
1703,1.0963006459189666,0.9048737522019965,1.027962400920588,0.9720375990794119
1803,1.0898502495840265,0.9112590127565169,1.027962400920588,0.9720375990794119
1903,1.0888071466106148,0.9122438255386233,1.027962400920588,0.9720375990794119
2003,1.0818771842236645,0.9191213180229656,1.027962400920588,0.9720375990794119
2103,1.0836899667142177,0.9172610556348074,1.027962400920588,0.9720375990794119
2203,1.0821606899682252,0.9187471629596006,1.027962400920588,0.9720375990794119
2303,1.0825010855405992,0.9183673469387755,1.027962400920588,0.9720375990794119
2403,1.0823970037453183,0.9184352892218061,1.027962400920588,0.9720375990794119
2503,1.0767079504594486,0.9240910906911706,1.027962400920588,0.9720375990794119
2603,1.0772185939300807,0.9235497502881291,1.027962400920588,0.9720375990794119
2703,1.0762116167221605,0.9245283018867925,1.027962400920588,0.9720375990794119
