# Normalization constant A(k)
# Node type: a
# p0: 0.502675, alpha: 1.851852, gamma: 2.871772
# A_asymptotic: 8.481989
# Generated: 2026-03-13T16:19:29.028074
k,A_k,A_asymptotic
0,8.481988708076509,8.481988708076509
1,8.481988708076509,8.481988708076509
2,8.481988708076509,8.481988708076509
3,8.481988708076514,8.481988708076509
4,8.481988708076512,8.481988708076509
5,8.481988708076512,8.481988708076509
6,8.481988708076512,8.481988708076509
7,8.481988708076512,8.481988708076509
8,8.48198870807651,8.481988708076509
9,8.481988708076516,8.481988708076509
10,8.481988708076509,8.481988708076509
