# Normalization constant A(k)
# Node type: a
# p0: 0.636596, alpha: 1.470588, gamma: 3.576115
# A_asymptotic: 18.512794
# Generated: 2026-02-15T17:29:03.662856
k,A_k,A_asymptotic
0,18.512793744176662,18.512793744176665
1,18.512793744176665,18.512793744176665
2,18.512793744176662,18.512793744176665
3,18.512793744176722,18.512793744176665
4,18.512793744176722,18.512793744176665
5,18.512793744176722,18.512793744176665
6,18.51279374417673,18.512793744176665
7,18.51279374417673,18.512793744176665
8,18.512793744176733,18.512793744176665
9,18.51279374417673,18.512793744176665
10,18.51279374417674,18.512793744176665
11,18.51279374417674,18.512793744176665
12,18.51279374417674,18.512793744176665
13,18.512793744176744,18.512793744176665
14,18.51279374417674,18.512793744176665
15,18.51279374417663,18.512793744176665
16,18.512793744176644,18.512793744176665
17,18.512793744176626,18.512793744176665
18,18.51279374417663,18.512793744176665
19,18.51279374417662,18.512793744176665
20,18.512793744176623,18.512793744176665
21,18.512793744176623,18.512793744176665
22,18.512793744176616,18.512793744176665
23,18.512793744176626,18.512793744176665
24,18.51279374417661,18.512793744176665
25,18.512793744176616,18.512793744176665
