# In-degree distribution (discrete linear)
# Node type: a
# N: 530, m: 3
# h: 0.2, f_a: 0.2
# Generated: 2026-02-15T17:29:02.401830
k,empirical_prob,theory_prob
0,0.6052631578947368,0.6365959551549791
1,0.20175438596491227,0.18550141031011566
2,0.12280701754385964,0.0757929738914662
3,0.02631578947368421,0.03732897552707948
4,0.0,0.020739236804083575
5,0.0,0.012541124095658647
6,0.0,0.00807712242530577
7,0.0,0.005462340737639465
8,0.0,0.003840821776975559
9,0.0,0.002788048563639265
10,0.008771929824561403,0.0020782462979481047
11,0.0,0.0015843143543940834
12,0.0,0.0012312393368114592
13,0.008771929824561403,0.0009729458027062886
14,0.0,0.0007801479357793886
15,0.0,0.000633671217670801
16,0.008771929824561403,0.000520631133577763
17,0.0,0.00043216897967382115
18,0.0,0.0003620684360288684
19,0.008771929824561403,0.00030588693895183746
20,0.0,0.00026039684426281204
21,0.0,0.00022321793901966744
22,0.008771929824561403,0.00019257095211373197
