# Normalization constant A(k)
# Node type: a
# p0: 0.500000, alpha: 2.000000, gamma: 3.000000
# A_asymptotic: 12.000000
# Generated: 2026-02-17T23:00:32.791359
k,A_k,A_asymptotic
0,12.0,12.0
1,12.0,12.0
2,12.0,12.0
3,12.0,12.0
4,12.0,12.0
5,12.0,12.0
6,11.999999999999996,12.0
7,11.999999999999998,12.0
8,12.0,12.0
9,12.0,12.0
10,11.999999999999998,12.0
11,12.0,12.0
12,12.0,12.0
13,12.0,12.0
14,12.0,12.0
15,11.999999999999998,12.0
16,11.999999999999998,12.0
17,11.999999999999998,12.0
18,11.999999999999998,12.0
19,11.999999999999998,12.0
20,11.999999999999995,12.0
21,11.999999999999995,12.0
22,11.999999999999996,12.0
23,11.999999999999995,12.0
24,11.999999999999996,12.0
25,11.999999999999991,12.0
