# Linear-scale discrete degree distribution
# Node type: b, n=80009
# N: 200003, m: 2
# Theories: Diamond, Sterling
# Generated: 2026-02-17T21:01:35.981928
k,empirical_pmf,Diamond_pmf,Sterling_pmf
0,0.5009936382157008,0.49916737309841547,1.4449302734803542
1,0.19590296091689685,0.19834399248381726,0.42605614585243046
2,0.09815145796097939,0.09928058342269643,0.1806150445169623
3,0.058693396992838306,0.05694430571054429,0.09314089915041722
4,0.0353585221662563,0.03575890194110793,0.05431245620798204
5,0.02459723281130873,0.02396023588273009,0.03445791403998722
6,0.01667312427351923,0.016857988573371875,0.023248063761606493
7,0.0125235910960017,0.01232196508776703,0.01643710747125061
8,0.009423939806771739,0.009286492747305523,0.012057958913414532
9,0.007549150720543939,0.007176970927252346,0.009112805753098877
10,0.005449386943968804,0.005664448471099103,0.007058163579799635
11,0.0045619867764876455,0.004551128612699623,0.005580501186270992
12,0.003999550050619305,0.00371309832772286,0.004490164437406195
13,0.002887175192790811,0.003069981677145815,0.0036677739292136718
14,0.0024497244060043247,0.0025680599718511275,0.0030355937097719817
15,0.002149758152207877,0.002170485037352195,0.0025415026917423858
16,0.0016748115836968341,0.0018513976910611142,0.0021496523133999975
17,0.0015123298628904249,0.0015922805135351842,0.0018348274009468222
18,0.0014623354872576836,0.0013796327017145428,0.0015789362950419984
19,0.0012248622030021623,0.0012034508609930815,0.001368766206654532
20,0.0010748790761039384,0.0010562142942880353,0.0011945126227033646
21,0.0008374057918484171,0.0009321936897504608,0.0010487947466747678
22,0.0006874226649501931,0.0008269716099841567,0.0009259833420191567
23,0.0007499156344911198,0.0007371044182511678,0.0008217336585572565
24,0.0005624367258683399,0.0006598803413899646,0.0007326555947736823
25,0.00048744516241922784,0.0005931439458779661,0.0006560773139630659
26,0.0006874226649501931,0.0005351671815388136,0.000589873526928075
27,0.0005374395380519692,0.00048455352881688414,0.0005323391849974093
28,0.00044994938069467186,0.000440165979008655,0.0004820954971709424
29,0.0003249634416128186,0.00040107237630380093,0.0004380192473322043
30,0.0003249634416128186,0.00036650354684743394,0.0003991891038332686
31,0.0003374620355210039,0.000335820942188515,0.0003648444566429702
32,0.0003874564111537452,0.00030849143000156727,0.00033435358445143865
33,0.00024997187816370656,0.0002840675021578879,0.00030718883646417143
34,0.00023747328425552126,0.00026217162358487987,0.0002829071352227527
35,0.00024997187816370656,0.00024248377128697996,0.00026113454953810247
36,0.00022497469034733593,0.00022473144952664045,0.0002415540052438477
37,0.0001624817208064093,0.00020868164053685812,0.0002238954330047023
38,0.00019997750253096527,0.00019413427827437858,0.0002079278221982284
39,0.0001624817208064093,0.00018091692820731628,0.00019345277547201968
40,9.998875126548264e-05,0.00016888042783876073,0.0001802992522291877
41,0.00013748453299003863,0.00015789529691761505,0.00016831925967409746
42,0.00011248734517366796,0.00014784876761826757,0.00015738430332926293
43,7.499156344911198e-05,0.0001386423166683059,0.00014738244954953046
44,8.749015735729731e-05,0.00013018960586796014,0.00013821588372663795
45,0.00011248734517366796,0.0001224147564410863,0.00012979887194499102
46,8.749015735729731e-05,0.0001152508974929896,0.00012205605254703572
47,0.00018747890862277994,0.00010863894049991574,0.00011492099867566103
48,7.499156344911198e-05,0.00010252654095182271,0.00010833500433831305
49,0.00011248734517366796,9.686721556628237e-05,0.00010224605560166674
50,0.00011248734517366796,9.161958930871526e-05,9.660795572010977e-05
51,0.00011248734517366796,8.674675111289734e-05,9.137957873913772e-05
52,4.999437563274132e-05,8.221570094430063e-05,8.652423071207179e-05
53,7.499156344911198e-05,7.799687387677547e-05,8.200910136832242e-05
54,0.00012498593908185328,7.406372931015991e-05,7.780479206163075e-05
55,6.249296954092664e-05,7.039239545721622e-05,7.388490825331587e-05
