# Power law 1 PMF: p(k) = A*(k+alpha)^(-gamma)
# Node type: b
# A: 9.731394, alpha: 1.923077, gamma: 2.916683
# Generated: 2026-02-17T21:01:37.955045
k,pmf,A,alpha,gamma
0,1.4449302734803542,9.731393600674584,1.923076923076923,2.916682748680274
1,0.42605614585243046,9.731393600674584,1.923076923076923,2.916682748680274
2,0.1806150445169623,9.731393600674584,1.923076923076923,2.916682748680274
3,0.09314089915041722,9.731393600674584,1.923076923076923,2.916682748680274
4,0.05431245620798204,9.731393600674584,1.923076923076923,2.916682748680274
5,0.03445791403998722,9.731393600674584,1.923076923076923,2.916682748680274
6,0.023248063761606493,9.731393600674584,1.923076923076923,2.916682748680274
7,0.01643710747125061,9.731393600674584,1.923076923076923,2.916682748680274
8,0.012057958913414532,9.731393600674584,1.923076923076923,2.916682748680274
9,0.009112805753098877,9.731393600674584,1.923076923076923,2.916682748680274
10,0.007058163579799635,9.731393600674584,1.923076923076923,2.916682748680274
11,0.005580501186270992,9.731393600674584,1.923076923076923,2.916682748680274
12,0.004490164437406195,9.731393600674584,1.923076923076923,2.916682748680274
13,0.0036677739292136718,9.731393600674584,1.923076923076923,2.916682748680274
14,0.0030355937097719817,9.731393600674584,1.923076923076923,2.916682748680274
15,0.0025415026917423858,9.731393600674584,1.923076923076923,2.916682748680274
16,0.0021496523133999975,9.731393600674584,1.923076923076923,2.916682748680274
17,0.0018348274009468222,9.731393600674584,1.923076923076923,2.916682748680274
18,0.0015789362950419984,9.731393600674584,1.923076923076923,2.916682748680274
19,0.001368766206654532,9.731393600674584,1.923076923076923,2.916682748680274
20,0.0011945126227033646,9.731393600674584,1.923076923076923,2.916682748680274
21,0.0010487947466747678,9.731393600674584,1.923076923076923,2.916682748680274
22,0.0009259833420191567,9.731393600674584,1.923076923076923,2.916682748680274
23,0.0008217336585572565,9.731393600674584,1.923076923076923,2.916682748680274
24,0.0007326555947736823,9.731393600674584,1.923076923076923,2.916682748680274
25,0.0006560773139630659,9.731393600674584,1.923076923076923,2.916682748680274
