# Power law 1 PMF: p(k) = A*(k+alpha)^(-gamma)
# Node type: a
# A: 14.719667, alpha: 2.083333, gamma: 3.076406
# Generated: 2026-02-17T21:01:37.949497
k,pmf,A,alpha,gamma
0,1.5390988512127055,14.719666929155169,2.0833333333333335,3.076406311070297
1,0.4607573780462318,14.719666929155169,2.0833333333333335,3.076406311070297
2,0.19416372338036025,14.719666929155169,2.0833333333333335,3.076406311070297
3,0.09896873231073881,14.719666929155169,2.0833333333333335,3.076406311070297
4,0.0569586612003262,14.719666929155169,2.0833333333333335,3.076406311070297
5,0.03566329117666579,14.719666929155169,2.0833333333333335,3.076406311070297
6,0.023756413572179072,14.719666929155169,2.0833333333333335,3.076406311070297
7,0.016593814948090545,14.719666929155169,2.0833333333333335,3.076406311070297
8,0.01203383136773528,14.719666929155169,2.0833333333333335,3.076406311070297
9,0.008996371625816381,14.719666929155169,2.0833333333333335,3.076406311070297
10,0.006896866452002344,14.719666929155169,2.0833333333333335,3.076406311070297
11,0.005400306757296488,14.719666929155169,2.0833333333333335,3.076406311070297
12,0.004305397564181145,14.719666929155169,2.0833333333333335,3.076406311070297
13,0.003486272764358904,14.719666929155169,2.0833333333333335,3.076406311070297
14,0.002861508560298914,14.719666929155169,2.0833333333333335,3.076406311070297
15,0.002376861146062749,14.719666929155169,2.0833333333333335,3.076406311070297
16,0.001995255462290763,14.719666929155169,2.0833333333333335,3.076406311070297
17,0.0016907726273759358,14.719666929155169,2.0833333333333335,3.076406311070297
18,0.0014449263676610683,14.719666929155169,2.0833333333333335,3.076406311070297
19,0.001244293526208824,14.719666929155169,2.0833333333333335,3.076406311070297
20,0.0010789692788824119,14.719666929155169,2.0833333333333335,3.076406311070297
21,0.0009415378924093105,14.719666929155169,2.0833333333333335,3.076406311070297
22,0.000826373391513808,14.719666929155169,2.0833333333333335,3.076406311070297
23,0.0007291558588421026,14.719666929155169,2.0833333333333335,3.076406311070297
24,0.0006465314112629539,14.719666929155169,2.0833333333333335,3.076406311070297
25,0.0005758696026019159,14.719666929155169,2.0833333333333335,3.076406311070297
