# Normalization constant A(k)
# Node type: b
# p0: 0.499167, alpha: 1.923077, gamma: 2.916683
# A_asymptotic: 9.731394
# Generated: 2026-02-17T21:01:37.928379
k,A_k,A_asymptotic
0,9.731393600674584,9.731393600674584
1,9.731393600674583,9.731393600674584
2,9.731393600674584,9.731393600674584
3,9.731393600674595,9.731393600674584
4,9.73139360067458,9.731393600674584
5,9.731393600674577,9.731393600674584
6,9.731393600674574,9.731393600674584
7,9.731393600674576,9.731393600674584
8,9.731393600674576,9.731393600674584
9,9.731393600674576,9.731393600674584
10,9.73139360067458,9.731393600674584
11,9.731393600674577,9.731393600674584
12,9.731393600674576,9.731393600674584
13,9.731393600674577,9.731393600674584
14,9.73139360067458,9.731393600674584
15,9.731393600674574,9.731393600674584
16,9.731393600674583,9.731393600674584
17,9.731393600674577,9.731393600674584
18,9.731393600674574,9.731393600674584
19,9.731393600674577,9.731393600674584
20,9.73139360067458,9.731393600674584
21,9.731393600674576,9.731393600674584
22,9.731393600674572,9.731393600674584
23,9.73139360067457,9.731393600674584
24,9.731393600674572,9.731393600674584
25,9.731393600674568,9.731393600674584
