# Normalization constant A(k)
# Node type: a
# p0: 0.499167, alpha: 2.083333, gamma: 3.076406
# A_asymptotic: 14.719667
# Generated: 2026-02-17T21:01:37.926380
k,A_k,A_asymptotic
0,14.719666929155169,14.719666929155169
1,14.719666929155172,14.719666929155169
2,14.719666929155158,14.719666929155169
3,14.719666929155162,14.719666929155169
4,14.719666929155158,14.719666929155169
5,14.719666929155164,14.719666929155169
6,14.719666929155164,14.719666929155169
7,14.719666929155164,14.719666929155169
8,14.719666929155165,14.719666929155169
9,14.719666929155167,14.719666929155169
10,14.719666929155162,14.719666929155169
11,14.719666929155084,14.719666929155169
12,14.71966692915509,14.719666929155169
13,14.71966692915509,14.719666929155169
14,14.719666929155158,14.719666929155169
15,14.719666929155165,14.719666929155169
16,14.719666929155162,14.719666929155169
17,14.719666929155158,14.719666929155169
18,14.719666929155162,14.719666929155169
19,14.719666929155153,14.719666929155169
20,14.719666929155155,14.719666929155169
21,14.719666929155162,14.719666929155169
22,14.719666929155153,14.719666929155169
23,14.71966692915516,14.719666929155169
24,14.719666929155155,14.719666929155169
25,14.719666929155162,14.719666929155169
