# Normalization constant A(k)
# Node type: a
# p0: 0.500000, alpha: 1.923077, gamma: 2.923077
# A_asymptotic: 9.839727
# Generated: 2026-03-12T18:13:00.161262
k,A_k,A_asymptotic
0,9.839726850990285,9.839726850990285
1,9.839726850990282,9.839726850990285
2,9.839726850990282,9.839726850990285
3,9.839726850990292,9.839726850990285
4,9.839726850990292,9.839726850990285
5,9.83972685099029,9.839726850990285
6,9.839726850990294,9.839726850990285
7,9.83972685099029,9.839726850990285
8,9.839726850990294,9.839726850990285
9,9.83972685099029,9.839726850990285
10,9.839726850990296,9.839726850990285
11,9.839726850990292,9.839726850990285
12,9.839726850990292,9.839726850990285
13,9.83972685099029,9.839726850990285
14,9.839726850990289,9.839726850990285
15,9.839726850990292,9.839726850990285
16,9.839726850990292,9.839726850990285
17,9.839726850990294,9.839726850990285
18,9.83972685099029,9.839726850990285
19,9.839726850990294,9.839726850990285
20,9.839726850990296,9.839726850990285
21,9.839726850990294,9.839726850990285
22,9.83972685099028,9.839726850990285
23,9.839726850990285,9.839726850990285
24,9.839726850990289,9.839726850990285
25,9.839726850990289,9.839726850990285
