# Normalization constant A(k)
# Node type: a
# p0: 0.635273, alpha: 1.470588, gamma: 3.561437
# A_asymptotic: 18.068092
# Generated: 2026-02-15T17:29:46.576456
k,A_k,A_asymptotic
0,18.068092153633742,18.06809215363374
1,18.068092153633742,18.06809215363374
2,18.068092153633746,18.06809215363374
3,18.068092153633735,18.06809215363374
4,18.068092153633728,18.06809215363374
5,18.068092153633728,18.06809215363374
6,18.06809215363373,18.06809215363374
7,18.06809215363373,18.06809215363374
8,18.06809215363373,18.06809215363374
9,18.068092153633724,18.06809215363374
10,18.068092153633735,18.06809215363374
11,18.068092153633735,18.06809215363374
12,18.068092153633724,18.06809215363374
13,18.068092153633724,18.06809215363374
14,18.06809215363373,18.06809215363374
15,18.068092153633813,18.06809215363374
16,18.068092153633827,18.06809215363374
17,18.06809215363381,18.06809215363374
18,18.068092153633827,18.06809215363374
19,18.06809215363381,18.06809215363374
20,18.06809215363382,18.06809215363374
21,18.06809215363382,18.06809215363374
22,18.068092153633817,18.06809215363374
23,18.068092153633824,18.06809215363374
24,18.068092153633817,18.06809215363374
25,18.068092153633827,18.06809215363374
