# frac_edges grid for p_c=0.1
# Valid region: n0 > m
# Generated: 2026-02-15T18:02:07.887358
m,n0,frac_edges,valid
1,10,1.0,True
6,10,1.0,True
11,10,,False
16,10,,False
21,10,,False
1,30,0.9703270295684882,True
6,30,0.9796445165572683,True
11,30,0.9634509838427612,True
16,30,0.0060471809465293385,True
21,30,0.004732121335143296,True
1,50,1.0,True
6,50,0.9300046317739694,True
11,50,0.9539979651894234,True
16,50,0.8991157127256904,True
21,50,0.004729404979332885,True
1,70,1.0,True
6,70,0.9851651427505131,True
11,70,0.9070103397677249,True
16,70,0.0,True
21,70,0.00550698551469958,True
1,90,1.0,True
6,90,0.947014939256944,True
11,90,0.965818062109075,True
16,90,0.8668795400557717,True
21,90,0.7985067390671967,True
