# Asymptotic in-edge density evolution
# N: 10030, m: 3
# h: 0.2, f_a: 0.2
# g_a: 0.212402, g_b: 2.787598
# Generated: 2026-02-15T17:57:41.416618
t,mean_deg_a,mean_deg_b,asymptote_a,asymptote_b
30,0.8333333333333334,2.2666666666666666,0.21240154986369048,2.7875984501363096
130,0.45384615384615384,2.5692307692307694,0.21240154986369048,2.7875984501363096
230,0.3652173913043478,2.6478260869565218,0.21240154986369048,2.7875984501363096
330,0.33636363636363636,2.672727272727273,0.21240154986369048,2.7875984501363096
430,0.313953488372093,2.6930232558139533,0.21240154986369048,2.7875984501363096
530,0.2981132075471698,2.707547169811321,0.21240154986369048,2.7875984501363096
630,0.2841269841269841,2.7206349206349207,0.21240154986369048,2.7875984501363096
730,0.27671232876712326,2.7273972602739724,0.21240154986369048,2.7875984501363096
830,0.26144578313253014,2.742168674698795,0.21240154986369048,2.7875984501363096
930,0.25591397849462366,2.747311827956989,0.21240154986369048,2.7875984501363096
1030,0.25145631067961166,2.7514563106796115,0.21240154986369048,2.7875984501363096
1130,0.2504424778761062,2.752212389380531,0.21240154986369048,2.7875984501363096
1230,0.25040650406504067,2.752032520325203,0.21240154986369048,2.7875984501363096
1330,0.24586466165413534,2.756390977443609,0.21240154986369048,2.7875984501363096
1430,0.24055944055944056,2.7615384615384615,0.21240154986369048,2.7875984501363096
1530,0.2372549019607843,2.764705882352941,0.21240154986369048,2.7875984501363096
1630,0.2312883435582822,2.770552147239264,0.21240154986369048,2.7875984501363096
1730,0.22890173410404624,2.7728323699421966,0.21240154986369048,2.7875984501363096
1830,0.23005464480874316,2.771584699453552,0.21240154986369048,2.7875984501363096
1930,0.22901554404145077,2.772538860103627,0.21240154986369048,2.7875984501363096
2030,0.22807881773399014,2.773399014778325,0.21240154986369048,2.7875984501363096
2130,0.22582159624413145,2.775586854460094,0.21240154986369048,2.7875984501363096
2230,0.22466367713004484,2.776681614349776,0.21240154986369048,2.7875984501363096
2330,0.22489270386266094,2.7763948497854076,0.21240154986369048,2.7875984501363096
2430,0.22592592592592592,2.775308641975309,0.21240154986369048,2.7875984501363096
2530,0.22727272727272727,2.773913043478261,0.21240154986369048,2.7875984501363096
2630,0.22965779467680608,2.77148288973384,0.21240154986369048,2.7875984501363096
2730,0.23076923076923078,2.7703296703296703,0.21240154986369048,2.7875984501363096
2830,0.23109540636042403,2.769964664310954,0.21240154986369048,2.7875984501363096
2930,0.2310580204778157,2.7699658703071672,0.21240154986369048,2.7875984501363096
3030,0.22871287128712872,2.772277227722772,0.21240154986369048,2.7875984501363096
3130,0.22555910543130991,2.775399361022364,0.21240154986369048,2.7875984501363096
3230,0.2235294117647059,2.7773993808049537,0.21240154986369048,2.7875984501363096
3330,0.2228228228228228,2.778078078078078,0.21240154986369048,2.7875984501363096
3430,0.2239067055393586,2.7769679300291545,0.21240154986369048,2.7875984501363096
3530,0.22322946175637393,2.7776203966005664,0.21240154986369048,2.7875984501363096
3630,0.2234159779614325,2.7774104683195593,0.21240154986369048,2.7875984501363096
3730,0.22332439678284183,2.777479892761394,0.21240154986369048,2.7875984501363096
3830,0.22297650130548302,2.7778067885117492,0.21240154986369048,2.7875984501363096
3930,0.22290076335877862,2.7778625954198475,0.21240154986369048,2.7875984501363096
4030,0.2215880893300248,2.7791563275434243,0.21240154986369048,2.7875984501363096
4130,0.22106537530266343,2.7796610169491527,0.21240154986369048,2.7875984501363096
4230,0.22174940898345152,2.7789598108747047,0.21240154986369048,2.7875984501363096
4330,0.2228637413394919,2.7778290993071595,0.21240154986369048,2.7875984501363096
4430,0.22212189616252823,2.778555304740406,0.21240154986369048,2.7875984501363096
4530,0.2229580573951435,2.777704194260486,0.21240154986369048,2.7875984501363096
4630,0.22159827213822894,2.779049676025918,0.21240154986369048,2.7875984501363096
4730,0.2219873150105708,2.778646934460888,0.21240154986369048,2.7875984501363096
4830,0.22091097308488614,2.7797101449275363,0.21240154986369048,2.7875984501363096
4930,0.22028397565922922,2.7803245436105475,0.21240154986369048,2.7875984501363096
5030,0.21928429423459245,2.7813121272365806,0.21240154986369048,2.7875984501363096
5130,0.2198830409356725,2.780701754385965,0.21240154986369048,2.7875984501363096
5230,0.2202676864244742,2.780305927342256,0.21240154986369048,2.7875984501363096
5330,0.2198874296435272,2.780675422138837,0.21240154986369048,2.7875984501363096
5430,0.21988950276243094,2.7806629834254144,0.21240154986369048,2.7875984501363096
5530,0.21934900542495478,2.7811934900542497,0.21240154986369048,2.7875984501363096
5630,0.21793960923623446,2.78259325044405,0.21240154986369048,2.7875984501363096
5730,0.21710296684118674,2.783420593368237,0.21240154986369048,2.7875984501363096
5830,0.21663807890222986,2.783876500857633,0.21240154986369048,2.7875984501363096
5930,0.2163575042158516,2.784148397976391,0.21240154986369048,2.7875984501363096
6030,0.21592039800995025,2.7845771144278606,0.21240154986369048,2.7875984501363096
6130,0.21435562805872757,2.7861337683523653,0.21240154986369048,2.7875984501363096
6230,0.21348314606741572,2.7869983948635633,0.21240154986369048,2.7875984501363096
6330,0.21374407582938387,2.786729857819905,0.21240154986369048,2.7875984501363096
6430,0.21368584758942458,2.7867807153965787,0.21240154986369048,2.7875984501363096
6530,0.21393568147013783,2.7865237366003064,0.21240154986369048,2.7875984501363096
6630,0.2128205128205128,2.78763197586727,0.21240154986369048,2.7875984501363096
6730,0.21292719167904903,2.787518573551263,0.21240154986369048,2.7875984501363096
6830,0.2130307467057101,2.7874084919472915,0.21240154986369048,2.7875984501363096
6930,0.21428571428571427,2.7861471861471863,0.21240154986369048,2.7875984501363096
7030,0.21308677098150783,2.787339971550498,0.21240154986369048,2.7875984501363096
7130,0.21276297335203367,2.78765778401122,0.21240154986369048,2.7875984501363096
7230,0.21286307053941908,2.787551867219917,0.21240154986369048,2.7875984501363096
7330,0.2130968622100955,2.78731241473397,0.21240154986369048,2.7875984501363096
7430,0.21211305518169582,2.788290713324361,0.21240154986369048,2.7875984501363096
7530,0.21195219123505976,2.7884462151394422,0.21240154986369048,2.7875984501363096
7630,0.21363040629095675,2.786762778505898,0.21240154986369048,2.7875984501363096
7730,0.21371280724450195,2.7866752910737387,0.21240154986369048,2.7875984501363096
7830,0.21417624521072798,2.786206896551724,0.21240154986369048,2.7875984501363096
7930,0.21462799495586382,2.785750315258512,0.21240154986369048,2.7875984501363096
8030,0.2140722291407223,2.786301369863014,0.21240154986369048,2.7875984501363096
8130,0.21426814268142683,2.78610086100861,0.21240154986369048,2.7875984501363096
8230,0.21397326852976914,2.7863912515188334,0.21240154986369048,2.7875984501363096
8330,0.2134453781512605,2.7869147659063627,0.21240154986369048,2.7875984501363096
8430,0.21387900355871886,2.786476868327402,0.21240154986369048,2.7875984501363096
8530,0.21383352872215708,2.7865181711606097,0.21240154986369048,2.7875984501363096
8630,0.21344148319814601,2.7869061413673233,0.21240154986369048,2.7875984501363096
8730,0.2138602520045819,2.786483390607102,0.21240154986369048,2.7875984501363096
8830,0.2130237825594564,2.7873159682899207,0.21240154986369048,2.7875984501363096
8930,0.21332586786114222,2.787010078387458,0.21240154986369048,2.7875984501363096
9030,0.21273532668881506,2.7875968992248064,0.21240154986369048,2.7875984501363096
