# Normalization constant A(k)
# Node type: b
# p0: 0.500724, alpha: 2.083333, gamma: 3.089374
# A_asymptotic: 15.063845
# Generated: 2026-02-17T23:43:09.983324
k,A_k,A_asymptotic
0,15.063845204825263,15.063845204825263
1,15.063845204825267,15.063845204825263
2,15.063845204825249,15.063845204825263
3,15.063845204825256,15.063845204825263
4,15.063845204825252,15.063845204825263
5,15.063845204825256,15.063845204825263
6,15.063845204825252,15.063845204825263
7,15.06384520482526,15.063845204825263
8,15.063845204825258,15.063845204825263
9,15.063845204825261,15.063845204825263
10,15.063845204825252,15.063845204825263
11,15.063845204825252,15.063845204825263
12,15.063845204825252,15.063845204825263
13,15.063845204825258,15.063845204825263
14,15.063845204825324,15.063845204825263
15,15.06384520482533,15.063845204825263
16,15.063845204825336,15.063845204825263
17,15.063845204825334,15.063845204825263
18,15.063845204825329,15.063845204825263
19,15.063845204825334,15.063845204825263
20,15.063845204825327,15.063845204825263
21,15.06384520482533,15.063845204825263
22,15.06384520482533,15.063845204825263
23,15.063845204825322,15.063845204825263
24,15.06384520482533,15.063845204825263
25,15.063845204825334,15.063845204825263
