# Network edge list with node attributes
# N: 20030, m: 3
# h: 0.2, f_a: 0.2
# Initial network nodes: 0 to 29
# Added nodes: 30 to 20029
# Total edges: 60028
# Type a nodes: 4087
# Type b nodes: 15943
# Generated: 2026-02-15T17:50:44.090406
source,target,source_type,target_type,source_in_degree,target_in_degree,source_is_initial,target_is_initial,source_order,target_order
229,171,b,b,12,25,False,False,229,171
229,178,b,b,12,40,False,False,229,178
230,157,b,b,12,16,False,False,230,157
230,115,b,a,12,27,False,False,230,115
230,135,b,b,12,15,False,False,230,135
231,114,b,b,14,35,False,False,231,114
231,155,b,b,14,24,False,False,231,155
231,149,b,b,14,24,False,False,231,149
232,112,b,b,24,25,False,False,232,112
232,61,b,b,24,45,False,False,232,61
232,13,b,b,24,48,False,True,232,13
233,26,b,b,20,40,False,True,233,26
233,96,b,b,20,28,False,False,233,96
233,1,b,a,20,25,False,True,233,1
234,187,b,b,21,26,False,False,234,187
234,110,b,b,21,35,False,False,234,110
234,38,b,b,21,39,False,False,234,38
235,178,a,b,3,40,False,False,235,178
235,164,a,b,3,28,False,False,235,164
235,123,a,a,3,1,False,False,235,123
236,51,a,b,4,48,False,False,236,51
236,82,a,b,4,32,False,False,236,82
236,49,a,b,4,23,False,False,236,49
237,42,b,b,15,31,False,False,237,42
237,4,b,b,15,62,False,True,237,4
237,36,b,b,15,17,False,False,237,36
238,43,b,b,14,34,False,False,238,43
238,121,b,b,14,17,False,False,238,121
238,117,b,b,14,29,False,False,238,117
239,73,b,b,21,30,False,False,239,73
239,25,b,b,21,45,False,True,239,25
239,104,b,b,21,15,False,False,239,104
240,118,b,b,21,23,False,False,240,118
240,8,b,b,21,57,False,True,240,8
240,3,b,b,21,66,False,True,240,3
241,105,b,b,19,25,False,False,241,105
241,11,b,b,19,42,False,True,241,11
241,215,b,b,19,34,False,False,241,215
