# Sterling PMF: p(k) = A*(k+alpha)^(-gamma)
# Node type: a
# A: 180.397553, alpha: 4.347826, gamma: 3.601425
# Generated: 2026-08-19T12:14:43.037360
k,pmf,A,alpha,gamma
0,0.9068626233523758,180.3975527382529,4.347826086956522,3.601424703560287
1,0.4302838178033566,180.3975527382529,4.347826086956522,3.601424703560287
2,0.23207965369596426,180.3975527382529,4.347826086956522,3.601424703560287
3,0.137032851519766,180.3975527382529,4.347826086956522,3.601424703560287
4,0.08654728709701023,180.3975527382529,4.347826086956522,3.601424703560287
5,0.05758235474312163,180.3975527382529,4.347826086956522,3.601424703560287
6,0.03993263299432977,180.3975527382529,4.347826086956522,3.601424703560287
7,0.028644555479624703,180.3975527382529,4.347826086956522,3.601424703560287
8,0.02113243949717768,180.3975527382529,4.347826086956522,3.601424703560287
9,0.015964279516253795,180.3975527382529,4.347826086956522,3.601424703560287
10,0.01230701104780762,180.3975527382529,4.347826086956522,3.601424703560287
