# Normalization constant A(k)
# Node type: b
# p0: 0.544762, alpha: 1.851852, gamma: 3.216028
# A_asymptotic: 15.313262
# Generated: 2026-08-19T12:14:43.001530
k,A_k,A_asymptotic
0,15.31326216152562,15.31326216152562
1,15.313262161525614,15.31326216152562
2,15.313262161525623,15.31326216152562
3,15.313262161525627,15.31326216152562
4,15.31326216152563,15.31326216152562
5,15.31326216152563,15.31326216152562
6,15.313262161525634,15.31326216152562
7,15.313262161525632,15.31326216152562
8,15.313262161525625,15.31326216152562
9,15.31326216152564,15.31326216152562
10,15.313262161525635,15.31326216152562
