# frac_edges grid for p_c=0.4
# Valid region: n0 > m
# Generated: 2026-02-16T09:01:18.348725
m,n0,frac_edges,valid
1,10,1.0,True
3,10,1.0,True
5,10,1.0,True
7,10,0.9957202192005812,True
9,10,0.23335585675106324,True
11,10,,False
13,10,,False
15,10,,False
17,10,,False
19,10,,False
21,10,,False
23,10,,False
25,10,,False
27,10,,False
29,10,,False
31,10,,False
33,10,,False
1,20,0.8958311345646438,True
3,20,0.9846241865121934,True
5,20,0.9946944389860484,True
7,20,0.9934206303357084,True
9,20,0.9744639077997909,True
11,20,0.00989353098237334,True
13,20,0.20838799290068677,True
15,20,0.7147137204231608,True
17,20,0.006001657231803363,True
19,20,0.005347855951329605,True
21,20,,False
23,20,,False
25,20,,False
27,20,,False
29,20,,False
31,20,,False
33,20,,False
1,30,1.0,True
3,30,0.9654482438274913,True
5,30,0.9869673965509675,True
7,30,0.9792482693568243,True
9,30,0.970987927438215,True
11,30,0.9492491717223872,True
13,30,0.008259702321562657,True
15,30,0.0,True
17,30,0.005485097582850916,True
19,30,0.0,True
21,30,0.004823161880297283,True
23,30,0.004373838975627031,True
25,30,0.0033707865168539327,True
27,30,0.0031715567497540963,True
29,30,0.00310819237664666,True
31,30,,False
33,30,,False
1,40,1.0,True
3,40,0.9698909350974433,True
5,40,0.9698847765363129,True
7,40,0.9632234244889478,True
9,40,0.9612744258363749,True
11,40,1.0,True
13,40,0.9437388242667797,True
15,40,0.0073134407744268925,True
17,40,0.21255693489327498,True
19,40,0.2071725536589488,True
21,40,0.0042233870055431956,True
23,40,0.004499794023513008,True
25,40,0.003954688265644366,True
27,40,0.0035565815036871463,True
29,40,0.00299738435798949,True
31,40,0.0030455181496419456,True
33,40,0.0,True
1,50,0.9613612565445027,True
3,50,0.9810880554279049,True
5,50,0.9821846241283582,True
7,50,0.9802794537948555,True
9,50,0.9826442379366893,True
11,50,0.9239155225106053,True
13,50,0.9059392713323282,True
15,50,0.9162566375992595,True
17,50,0.005983533686366975,True
19,50,0.005281348576191537,True
21,50,0.004792805406715313,True
23,50,0.0043155564649640064,True
25,50,0.00384672970389395,True
27,50,0.0035617386040578958,True
29,50,0.0034835018898763917,True
31,50,0.003739190116678106,True
33,50,0.0,True
1,60,0.8959882685660416,True
3,60,0.9510268000142365,True
5,60,0.9649993412674015,True
7,60,0.956260045265195,True
9,60,0.9555117647826484,True
11,60,0.9479429500064149,True
13,60,0.9204131700383574,True
15,60,0.895100742311771,True
17,60,0.0060882429444661205,True
19,60,0.005310942321386186,True
21,60,0.004670395241873577,True
23,60,0.004328341057953805,True
25,60,0.0,True
27,60,0.00421183290050072,True
29,60,0.0034554789840501336,True
31,60,0.0031649693742669374,True
33,60,0.003166505835972088,True
1,70,1.0,True
3,70,0.966840629104981,True
5,70,0.9764927127409497,True
7,70,0.9465365541513358,True
9,70,0.951073447782915,True
11,70,0.9219187295250906,True
13,70,0.9250078045734801,True
15,70,0.8930490742768578,True
17,70,0.0,True
19,70,0.8516470354730308,True
21,70,0.8370448721581072,True
23,70,0.004361312736522117,True
25,70,0.003818278048411661,True
27,70,0.00367885379326393,True
29,70,0.003456792500974931,True
31,70,0.0029565225618149735,True
33,70,0.0024156676669756624,True
1,80,1.0,True
3,80,0.9426482592185116,True
5,80,0.9650915935304546,True
7,80,0.9456209360199085,True
9,80,0.9504938928622422,True
11,80,0.9172935722905834,True
13,80,0.8995630131096067,True
15,80,0.8701078743029861,True
17,80,0.8482319430915907,True
19,80,0.005690795024005645,True
21,80,0.7940262241264548,True
23,80,0.004433782154340836,True
25,80,0.004576497016587388,True
27,80,0.003929348874376567,True
29,80,0.0033398554405943332,True
31,80,0.0033695468506167565,True
33,80,0.0,True
1,90,1.0,True
3,90,0.9625470801506565,True
5,90,0.9537748025639343,True
7,90,0.9469793156651292,True
9,90,0.9302996993735846,True
11,90,0.947346313220185,True
13,90,0.9005532699673713,True
15,90,0.8752341226395461,True
17,90,0.8503265349601357,True
19,90,0.8315928149030811,True
21,90,0.7962277557084262,True
23,90,0.7952275723983006,True
25,90,0.00396147966618883,True
27,90,0.7600056438350833,True
29,90,0.003622228589655564,True
31,90,0.0035788167149358708,True
33,90,0.003123397083608119,True
1,100,1.0,True
3,100,0.938987035190198,True
5,100,0.9397579929432647,True
7,100,0.947607280714505,True
9,100,0.9096864130361227,True
11,100,0.9249365716265605,True
13,100,0.9005667653672782,True
15,100,0.8665228058236779,True
17,100,0.8457862908243258,True
19,100,0.8327556452556453,True
21,100,0.005315442797934161,True
23,100,0.7762321398876908,True
25,100,0.004377884279307832,True
27,100,0.004020242571598202,True
29,100,0.003619668509377111,True
31,100,0.0029777560682347636,True
33,100,0.0028104538538132945,True
1,110,0.7238923221954541,True
3,110,0.9421678197622849,True
5,110,0.9353936239427456,True
7,110,0.9524485332175713,True
9,110,0.9320197044334976,True
11,110,0.9180333344467083,True
13,110,0.89075449779869,True
15,110,0.8664579892606076,True
17,110,0.8512966688154839,True
19,110,0.8319139691505539,True
21,110,0.7908101648006038,True
23,110,0.8070401959179715,True
25,110,0.7802269505228878,True
27,110,0.7312724080674331,True
29,110,0.7193138228090565,True
31,110,0.7060778705646328,True
33,110,0.0,True
1,120,1.0,True
3,120,0.9551487414187643,True
5,120,0.9408187642523618,True
7,120,0.9405962788612419,True
9,120,0.9317307567770596,True
11,120,0.9120025585964271,True
13,120,0.8908341625518653,True
15,120,0.8777430580214474,True
17,120,0.8615452399162039,True
19,120,0.8052831165666595,True
21,120,0.798566426636718,True
23,120,0.803735635769274,True
25,120,0.7671595265678558,True
27,120,0.7268507100303085,True
29,120,0.003807566139820219,True
31,120,0.6896252413093076,True
33,120,0.0031465732866433217,True
1,130,1.0,True
3,130,0.9407612358554148,True
5,130,0.9394264918665322,True
7,130,0.9254741256075479,True
9,130,0.9084444926926574,True
11,130,0.903759654702408,True
13,130,0.8979518468301902,True
15,130,0.8557721769428078,True
17,130,0.8363542327855749,True
19,130,0.8166422582127268,True
21,130,0.8019437915471024,True
23,130,0.7785395387040791,True
25,130,0.7568546181964713,True
27,130,0.7252918370938412,True
29,130,0.7030710009463957,True
31,130,0.7034567779476305,True
33,130,0.0033701859788385974,True
1,140,1.0,True
3,140,0.9081897317463137,True
5,140,0.9264396989322597,True
7,140,0.9402895737280595,True
9,140,0.9128614131835283,True
11,140,0.9046489186581144,True
13,140,0.8780061507898608,True
15,140,0.8648009117086708,True
17,140,0.8315460232350312,True
19,140,0.8144678021206635,True
21,140,0.8073209149431585,True
23,140,0.7646755185173668,True
