# Beta MLE analysis
# Sweep: n0, value: 150
# Node type: b, a: 0
# Generated: 2026-02-16T00:00:19.860901
b,p0_mle_mean,p0_mle_std,p0_theory,p0_pct_diff,p0_pct_diff_lower,p0_pct_diff_upper,alpha_mle_mean,alpha_mle_std,alpha_theory,alpha_pct_diff,alpha_pct_diff_lower,alpha_pct_diff_upper,gamma_mle_mean,gamma_mle_std,gamma_theory,gamma_pct_diff,gamma_pct_diff_lower,gamma_pct_diff_upper
1,0.25876234578899476,2.048921638006429e-05,0.2587636176045935,-0.0004914970699891787,-0.00840961808318859,0.007426623943210233,15.562827067635201,0.24045038296200327,15.625,-0.39790676713471385,-1.936789218091535,1.1409756838221072,6.603246023433624,0.5911161694916097,6.454645267149031,2.302229636706729,-6.855766581925149,11.460225855338606
2,0.32798521237787737,0.31271716812272227,0.2587636176045935,26.7508993010983,-94.09961709590658,147.60141569810318,543.1716909126429,2486.8857452750144,15.625,3376.298821840915,-12539.769947919178,19292.367591601007,239.21270295203166,1118.4607188823027,6.454645267149031,3606.0549891022924,-13721.941710804942,20934.051689009528
3,0.29394530605559327,0.17948375379064205,0.2587636176045935,13.596072267299778,-55.76597926534812,82.95812379994767,171.8475358012876,605.739064103706,15.625,999.8242291282406,-2876.905781135478,4876.5542393919595,68.62095801291255,238.71151980957865,6.454645267149031,963.1251629297037,-2735.1651369958836,4661.4154628552915
4,0.276546895250532,0.15227276445221677,0.2587636176045935,6.872402623892992,-51.97387795520248,65.71868320298846,25.485691385096587,30.1059576938941,15.625,63.10842486461815,-129.56970437630412,255.7865541055404,10.21674452259197,11.390955074820116,6.454645267149031,58.28514348557888,-118.19171315586158,234.76200012701935
5,0.2831020540488447,0.18403682743086355,0.2587636176045935,9.40566400700187,-61.71593690989479,80.52726492389854,24.350228593781427,32.447459105800434,15.625,55.84146300020113,-151.82227527692163,263.5052012773239,9.791963818859237,12.342693814377784,6.454645267149031,51.70413575933469,-139.51774094388279,242.92601246255217
6,0.25464330577127514,0.01822476680180387,0.2587636176045935,-1.592307246072913,-8.635324719129121,5.450710226983295,21.442824851483547,31.737234351201877,15.625,37.2340790494947,-165.8842207981973,240.35237889718672,8.687338520055311,12.316913858858713,6.454645267149031,34.59048732344116,-156.23198779452923,225.41296244141154
7,0.25328907357171176,0.0371499651474495,0.2587636176045935,-2.1156544662500267,-16.472373347888517,12.241064415388465,19.275349815881818,18.529600334168975,15.625,23.36223882164363,-95.22720331703782,141.95168096032506,7.789295635278055,6.790367060785497,6.454645267149031,20.677362006580562,-84.52388112517022,125.87860513833135
8,0.26410677654890663,0.03728250235221929,0.2587636176045935,2.0648802925911376,-12.34305800157401,16.472818586756283,18.079246108024996,11.00030541998079,15.625,15.707175091359977,-54.69477959651709,86.10912977923704,7.345362077107219,3.9775891158959285,6.454645267149031,13.799624504409225,-47.824042657284394,75.42329166610284
9,0.2666910807768006,0.056577420875171536,0.2587636176045935,3.063592650926975,-18.800926557343356,24.928111859197305,17.197684101903015,9.577010547851513,15.625,10.065178252179294,-51.22768925407039,71.35804575842897,7.02812076070262,3.462361344136981,6.454645267149031,8.884694198026612,-44.756694303347686,62.52608269940092
10,0.2588052553839362,0.004348617175062727,0.2587636176045935,0.016091048551620503,-1.6644455026522964,1.6966275997555376,16.80762333252798,4.194258405528245,15.625,7.568789328179082,-19.274464467201685,34.41204312355985,6.888311616101629,1.4819994114079604,6.454645267149031,6.718670523378665,-16.241528683084443,29.678869729841775
11,0.25827441134621454,0.0031560686073934334,0.2587636176045935,-0.18905527094867178,-1.408727741371503,1.0306171994741595,16.758685493950185,3.951489137849686,15.625,7.255587161281187,-18.033943320956805,32.54511764351918,6.867915446577197,1.379080549153738,6.454645267149031,6.402678417224696,-14.9630278621363,27.76838469658569
12,0.260553493568824,0.004407157366908212,0.2587636176045935,0.6917030998405519,-1.0114564894810876,2.3948626891621916,16.579861976532754,3.636710752556209,15.625,6.111116649809628,-17.16383216655011,29.386065466169367,6.803490233930121,1.2541318164645512,6.454645267149031,5.4045567547536475,-14.025354023573167,24.834467533080463
