# Beta MLE analysis
# Sweep: m_edges, value: 1
# Node type: b, a: 0
# Generated: 2026-02-15T23:13:53.984932
b,p0_mle_mean,p0_mle_std,p0_theory,p0_pct_diff,p0_pct_diff_lower,p0_pct_diff_upper,alpha_mle_mean,alpha_mle_std,alpha_theory,alpha_pct_diff,alpha_pct_diff_lower,alpha_pct_diff_upper,gamma_mle_mean,gamma_mle_std,gamma_theory,gamma_pct_diff,gamma_pct_diff_lower,gamma_pct_diff_upper
1,0.47585977479130825,2.184854661437266e-05,0.47585486470460475,0.0010318454360134302,-0.0035595853204916077,0.005623276192518468,15.611517318101109,0.38150148090645863,15.625,-0.08628916415290178,-2.527898641954237,2.3553203136484333,15.201051166484968,0.3939215283227716,15.185445519434486,0.10276713337458057,-2.491305775573839,2.6968400423230006
2,0.45424852280597444,0.2699222444914877,0.47585486470460475,-4.540531893488748,-61.26418116395416,52.18311737697667,86.24372330164233,229.37997549582147,15.625,451.9598291305109,-1016.0720140427464,1919.9916723037682,82.78810967204436,219.16095912747843,15.185445519434486,445.180643966562,-998.0497100391472,1888.4109979722712
3,0.44039705737841517,0.1509905945857773,0.47585486470460475,-7.451391160664215,-39.18177909722705,24.278996775898616,48.66254432217341,104.05781191998275,15.625,211.44028366190983,-454.52971262597987,877.4102799497995,46.11880390587124,97.46989771417205,15.185445519434486,203.70398976340817,-438.159942311743,845.5679218385594
4,0.47443864940645336,0.16133253425316665,0.47585486470460475,-0.29761496691444594,-34.20134196849016,33.60611203466127,45.691310165819694,95.56482912215436,15.625,192.42438506124606,-419.19052132054185,804.039291443034,42.91300500932954,87.97433189895301,15.185445519434486,182.59299310256682,-396.74023611591457,761.9262223210483
5,0.4785243422871709,0.02950660589980816,0.47585486470460475,0.5609856661281087,-5.639771768205341,6.761743100461558,19.71335295169854,14.521417733568109,15.625,26.16545889087065,-66.77161460396525,119.10253238570655,18.95065949010902,13.418623874501227,15.185445519434486,24.79488643158857,-63.57014610781199,113.15991897098912
6,0.472902419778448,0.022592778318487678,0.47585486470460475,-0.6204507183066297,-5.368280360126629,4.127378923513369,16.77039448118836,7.095724057353975,15.625,7.330524679605515,-38.082109287459915,52.74315864667095,16.22874211294231,6.444531035180099,15.185445519434486,6.870371976723387,-35.56849507483808,49.30923902828485
7,0.47478321679394,0.01731925564818904,0.47585486470460475,-0.22520478199377428,-3.8648136066172807,3.414404042629732,16.299920377904392,5.054245326544269,15.625,4.319490418588112,-28.02767967129521,36.66666050847143,15.78648075952417,4.475285152394606,15.185445519434486,3.957969091657361,-25.512915688555974,33.4288538718707
8,0.4741707944253031,0.009883010710792938,0.47585486470460475,-0.3539041847028486,-2.4308001972986197,1.7229918278929226,16.240083650859187,4.110382654773288,15.625,3.9365353654987985,-22.36991362505024,30.242984356047838,15.729781651529699,3.622435862032172,15.185445519434486,3.5845911231156546,-20.270065346436997,27.439247592668305
9,0.477413618416579,0.007754517818880032,0.47585486470460475,0.3275691450463261,-1.3020281111872074,1.9571664012798595,15.850049289330336,3.637914163195671,15.625,1.44031545171415,-21.842335192738147,24.722966096166445,15.381490714081217,3.1895421096724066,15.185445519434486,1.2910071976211033,-19.712934409428875,22.29494880467108
10,0.4762576161460999,0.012142042038252688,0.47585486470460475,0.08463745384743891,-2.4669897204991074,2.6362646281939854,15.786328286902826,3.2201492142494117,15.625,1.0325010361780869,-19.57645393501815,21.641456007374323,15.324417858397695,2.800413545058191,15.185445519434486,0.9151680060051599,-17.526263570527732,19.356599582538053
11,0.47477397572272495,0.012938128069371972,0.47585486470460475,-0.22714677563521024,-2.946069924062734,2.4917763727923137,15.717089498973143,2.966897286854402,15.625,0.5893727934281173,-18.398769842440053,19.57751542929629,15.262363573878021,2.5635813615323384,15.185445519434486,0.5065248454192177,-16.375306894396655,17.38835658523509
12,0.4751337940814304,0.008460579771690463,0.47585486470460475,-0.15153162795171865,-1.9295064684406389,1.6264432125372015,15.78291913790775,2.67287626421231,15.625,1.0106824826096044,-16.09572560834918,18.117090573568387,15.320982425505475,2.302038749603194,15.185445519434486,0.8925448113954082,-14.266962670008557,16.052052292799374
13,0.47585885193689104,0.009501468522007209,0.47585486470460475,0.0008379093253064749,-1.9958777337742786,1.9975535524248917,15.801969518820044,2.71062218184957,15.625,1.1326049204482842,-16.215377043388962,18.48058688428553,15.33875156174049,2.3348986429970737,15.185445519434486,1.009559068318424,-14.366339123202179,16.385457259839026
14,0.47642203827073454,0.007983152289947263,0.47585486470460475,0.11919045242541947,-1.5584539055665798,1.7968348104174188,15.650564384503861,2.3542243416000965,15.625,0.16361206082470972,-14.903423725415909,15.230647847065327,15.20631325660653,2.0179955979065913,15.185445519434486,0.13741932790405548,-13.151592149065392,13.426430804873503
15,0.47724587478570535,0.007731506547023052,0.47585486470460475,0.29231813821302227,-1.3324433427529272,1.9170796191789716,15.701145529080494,2.3668472465945527,15.625,0.4873313861151587,-14.66049099208998,15.635153764320297,15.249710288507082,2.023019229865167,15.185445519434486,0.4231997605229875,-12.898893603653168,13.745293124699142
