# Network nodes data
# Layout: spring
# N: 5004, m: 3
# h: 0.8, f_a: 0.1
# Generated: 2026-04-10T11:03:27.480479
node_id,node_type,in_degree,out_degree
264,Type b,4,3
265,Type b,6,3
266,Type b,5,3
267,Type b,26,3
268,Type b,16,3
269,Type a,0,3
270,Type b,17,3
271,Type b,9,3
272,Type b,10,3
273,Type b,16,3
274,Type b,12,3
275,Type b,8,3
276,Type b,1,3
277,Type b,4,3
278,Type a,1,3
279,Type b,11,3
280,Type b,19,3
281,Type b,19,3
282,Type b,8,3
283,Type b,5,3
284,Type b,11,3
285,Type b,18,3
286,Type a,2,3
287,Type b,29,3
288,Type b,7,3
289,Type b,11,3
290,Type b,13,3
291,Type b,13,3
292,Type b,19,3
293,Type b,9,3
294,Type b,8,3
295,Type b,7,3
296,Type b,6,3
297,Type b,9,3
298,Type a,0,3
299,Type b,17,3
300,Type b,10,3
301,Type b,4,3
302,Type b,7,3
303,Type b,12,3
304,Type b,8,3
305,Type b,12,3
306,Type b,5,3
307,Type b,16,3
308,Type b,21,3
309,Type b,4,3
310,Type a,0,3
311,Type b,4,3
312,Type b,17,3
313,Type b,5,3
314,Type b,14,3
315,Type b,8,3
316,Type b,12,3
317,Type b,6,3
318,Type b,1,3
319,Type b,8,3
320,Type b,10,3
321,Type b,13,3
322,Type b,12,3
323,Type b,4,3
324,Type a,1,3
325,Type b,30,3
326,Type b,13,3
327,Type b,7,3
328,Type b,16,3
329,Type b,13,3
330,Type b,18,3
331,Type b,8,3
332,Type b,10,3
333,Type b,5,3
334,Type b,4,3
335,Type b,5,3
336,Type b,10,3
337,Type b,6,3
338,Type b,12,3
339,Type b,13,3
340,Type b,21,3
341,Type b,10,3
342,Type b,10,3
343,Type b,14,3
344,Type b,6,3
345,Type b,9,3
346,Type b,13,3
347,Type b,8,3
348,Type b,17,3
349,Type b,13,3
350,Type b,5,3
351,Type b,8,3
352,Type b,6,3
353,Type b,8,3
354,Type b,8,3
355,Type b,6,3
356,Type b,6,3
357,Type b,7,3
358,Type b,5,3
359,Type b,11,3
360,Type b,5,3
361,Type b,14,3
362,Type b,6,3
363,Type b,16,3
364,Type b,5,3
365,Type b,8,3
366,Type b,6,3
367,Type b,5,3
368,Type b,8,3
369,Type b,7,3
370,Type b,17,3
371,Type b,11,3
372,Type b,8,3
373,Type b,9,3
374,Type b,7,3
375,Type a,1,3
376,Type b,16,3
377,Type b,11,3
378,Type b,7,3
379,Type b,8,3
380,Type b,11,3
381,Type b,11,3
382,Type b,4,3
383,Type b,18,3
384,Type b,10,3
385,Type b,3,3
386,Type b,1,3
387,Type b,4,3
388,Type b,6,3
389,Type b,6,3
390,Type a,4,3
391,Type b,6,3
392,Type b,3,3
393,Type b,9,3
394,Type b,12,3
395,Type b,7,3
396,Type b,11,3
397,Type b,6,3
398,Type b,16,3
399,Type b,7,3
400,Type b,4,3
401,Type b,5,3
402,Type b,8,3
403,Type b,15,3
404,Type b,9,3
405,Type b,8,3
406,Type b,4,3
407,Type b,13,3
408,Type b,13,3
409,Type b,15,3
410,Type b,11,3
411,Type b,14,3
412,Type b,5,3
413,Type b,4,3
414,Type b,4,3
415,Type b,8,3
416,Type b,7,3
417,Type b,21,3
418,Type b,10,3
419,Type b,0,3
420,Type b,5,3
421,Type b,10,3
422,Type b,9,3
423,Type b,6,3
424,Type a,3,3
425,Type b,0,3
426,Type b,6,3
427,Type b,16,3
428,Type b,3,3
429,Type b,12,3
430,Type b,13,3
431,Type b,10,3
432,Type a,1,3
433,Type b,10,3
434,Type a,1,3
435,Type b,7,3
436,Type b,13,3
437,Type b,11,3
438,Type b,5,3
439,Type a,0,3
440,Type b,11,3
441,Type b,22,3
442,Type b,5,3
443,Type b,8,3
444,Type b,4,3
445,Type b,8,3
446,Type b,13,3
447,Type b,10,3
448,Type b,5,3
449,Type b,2,3
450,Type b,9,3
451,Type b,5,3
452,Type b,14,3
453,Type b,14,3
454,Type b,12,3
455,Type b,10,3
456,Type b,4,3
457,Type b,12,3
458,Type b,16,3
459,Type b,3,3
460,Type b,12,3
461,Type a,0,3
462,Type b,3,3
463,Type b,9,3
464,Type b,9,3
465,Type b,16,3
466,Type b,5,3
467,Type a,0,3
468,Type b,6,3
469,Type b,6,3
470,Type b,8,3
471,Type b,9,3
472,Type b,10,3
473,Type b,11,3
474,Type b,12,3
475,Type b,10,3
476,Type b,5,3
477,Type a,1,3
478,Type b,9,3
479,Type b,14,3
480,Type b,14,3
481,Type b,6,3
482,Type b,8,3
483,Type a,2,3
484,Type b,4,3
485,Type b,12,3
486,Type b,9,3
487,Type a,1,3
488,Type b,2,3
489,Type b,2,3
490,Type b,9,3
491,Type b,9,3
492,Type b,6,3
493,Type a,3,3
494,Type b,8,3
495,Type b,3,3
496,Type a,1,3
497,Type b,4,3
498,Type b,8,3
499,Type b,9,3
500,Type b,8,3
501,Type b,11,3
502,Type b,12,3
503,Type b,2,3
504,Type b,8,3
505,Type b,9,3
506,Type b,13,3
507,Type b,7,3
508,Type b,9,3
509,Type b,3,3
510,Type b,11,3
511,Type b,5,3
512,Type b,2,3
513,Type b,9,3
514,Type b,2,3
515,Type b,1,3
516,Type b,6,3
517,Type b,6,3
518,Type a,0,3
519,Type b,10,3
520,Type b,3,3
521,Type b,6,3
522,Type b,6,3
523,Type b,4,3
524,Type b,7,3
525,Type b,7,3
526,Type a,1,3
527,Type a,1,3
528,Type b,8,3
529,Type b,9,3
530,Type b,5,3
531,Type b,5,3
532,Type b,9,3
533,Type b,5,3
534,Type b,13,3
535,Type b,6,3
536,Type b,12,3
537,Type b,11,3
538,Type b,6,3
539,Type b,11,3
540,Type b,4,3
541,Type b,6,3
542,Type b,12,3
543,Type b,12,3
544,Type b,11,3
545,Type b,4,3
546,Type b,9,3
547,Type b,5,3
548,Type a,0,3
549,Type b,6,3
550,Type b,12,3
551,Type b,9,3
552,Type b,15,3
553,Type b,7,3
554,Type b,3,3
555,Type b,5,3
556,Type b,12,3
557,Type b,5,3
558,Type b,11,3
559,Type b,5,3
560,Type b,7,3
561,Type b,8,3
562,Type b,9,3
563,Type b,10,3
564,Type b,4,3
565,Type b,6,3
566,Type a,1,3
567,Type b,2,3
568,Type b,14,3
569,Type b,9,3
570,Type b,5,3
571,Type a,1,3
572,Type b,5,3
573,Type b,6,3
574,Type b,4,3
575,Type b,4,3
576,Type b,1,3
577,Type b,13,3
578,Type b,8,3
579,Type b,5,3
580,Type b,13,3
581,Type b,3,3
582,Type b,5,3
583,Type b,4,3
584,Type b,11,3
585,Type b,3,3
586,Type b,7,3
587,Type b,18,3
588,Type b,15,3
589,Type b,7,3
590,Type b,7,3
591,Type a,0,3
592,Type b,3,3
593,Type a,1,3
594,Type b,7,3
595,Type a,2,3
596,Type b,7,3
597,Type b,8,3
598,Type b,3,3
599,Type b,5,3
600,Type b,0,3
601,Type b,15,3
602,Type b,11,3
603,Type b,10,3
604,Type b,5,3
605,Type b,6,3
606,Type b,13,3
607,Type b,15,3
608,Type b,8,3
609,Type a,2,3
610,Type b,4,3
611,Type b,9,3
612,Type b,1,3
613,Type b,7,3
614,Type b,3,3
615,Type b,3,3
616,Type b,8,3
617,Type a,3,3
618,Type b,3,3
619,Type b,12,3
620,Type a,0,3
621,Type b,7,3
622,Type b,5,3
623,Type a,0,3
624,Type b,4,3
625,Type b,2,3
626,Type b,3,3
627,Type b,9,3
628,Type b,2,3
629,Type b,10,3
630,Type b,9,3
631,Type b,9,3
632,Type b,6,3
633,Type b,11,3
634,Type b,6,3
635,Type b,1,3
636,Type b,13,3
637,Type b,1,3
638,Type b,4,3
639,Type b,10,3
640,Type b,2,3
641,Type b,4,3
642,Type b,1,3
643,Type b,8,3
644,Type b,5,3
645,Type b,10,3
646,Type b,7,3
647,Type b,7,3
648,Type b,8,3
649,Type b,12,3
650,Type b,7,3
651,Type b,2,3
652,Type b,3,3
653,Type b,1,3
654,Type b,2,3
655,Type b,2,3
656,Type b,6,3
657,Type b,4,3
658,Type b,12,3
659,Type b,12,3
660,Type b,7,3
661,Type b,7,3
662,Type b,2,3
663,Type b,12,3
664,Type a,1,3
665,Type b,2,3
666,Type b,2,3
667,Type b,6,3
668,Type b,9,3
669,Type a,0,3
670,Type b,9,3
671,Type b,4,3
672,Type b,14,3
673,Type b,6,3
674,Type a,2,3
675,Type b,4,3
676,Type b,19,3
677,Type b,4,3
678,Type b,2,3
679,Type a,0,3
680,Type b,8,3
681,Type b,4,3
682,Type b,9,3
683,Type b,4,3
684,Type b,2,3
685,Type b,4,3
686,Type b,8,3
687,Type b,6,3
688,Type b,7,3
689,Type b,8,3
690,Type b,6,3
691,Type b,6,3
692,Type b,4,3
693,Type a,1,3
694,Type b,4,3
695,Type b,8,3
696,Type b,3,3
697,Type b,13,3
698,Type b,6,3
699,Type b,9,3
700,Type b,1,3
701,Type a,1,3
702,Type b,7,3
703,Type b,4,3
704,Type b,1,3
705,Type b,2,3
706,Type b,5,3
707,Type b,5,3
708,Type b,3,3
709,Type b,6,3
710,Type b,4,3
711,Type b,4,3
712,Type b,10,3
713,Type b,11,3
714,Type b,3,3
715,Type b,6,3
716,Type b,8,3
717,Type b,2,3
718,Type b,4,3
719,Type b,4,3
720,Type b,8,3
721,Type b,2,3
722,Type b,1,3
723,Type b,3,3
724,Type a,0,3
725,Type b,8,3
726,Type b,2,3
727,Type b,7,3
728,Type b,2,3
729,Type b,9,3
730,Type a,0,3
731,Type b,6,3
732,Type b,8,3
733,Type b,3,3
734,Type b,1,3
735,Type a,1,3
736,Type b,1,3
737,Type b,7,3
738,Type a,4,3
739,Type a,3,3
740,Type b,12,3
741,Type b,7,3
742,Type b,5,3
743,Type b,8,3
744,Type b,7,3
745,Type b,2,3
746,Type b,2,3
747,Type b,6,3
748,Type b,7,3
749,Type b,0,3
750,Type b,5,3
751,Type b,3,3
752,Type a,0,3
753,Type a,0,3
754,Type b,2,3
755,Type b,10,3
756,Type b,7,3
757,Type b,2,3
758,Type b,11,3
759,Type b,4,3
760,Type b,6,3
761,Type b,8,3
762,Type b,2,3
763,Type b,9,3
764,Type b,8,3
765,Type b,1,3
766,Type b,3,3
767,Type b,2,3
768,Type a,0,3
769,Type b,3,3
770,Type b,4,3
771,Type b,4,3
772,Type b,5,3
773,Type b,7,3
774,Type a,1,3
775,Type a,2,3
776,Type a,0,3
777,Type b,1,3
778,Type b,7,3
779,Type b,6,3
780,Type b,8,3
781,Type b,15,3
782,Type b,3,3
783,Type b,11,3
784,Type b,3,3
785,Type b,11,3
786,Type b,13,3
787,Type b,7,3
788,Type b,1,3
789,Type b,7,3
790,Type b,7,3
791,Type b,5,3
792,Type b,10,3
793,Type b,4,3
794,Type b,0,3
795,Type b,7,3
796,Type b,2,3
797,Type b,9,3
798,Type b,4,3
799,Type a,0,3
800,Type b,4,3
801,Type b,12,3
802,Type a,1,3
803,Type b,4,3
804,Type a,0,3
805,Type b,3,3
806,Type b,3,3
807,Type b,13,3
808,Type a,0,3
809,Type b,2,3
810,Type b,11,3
811,Type b,3,3
812,Type b,2,3
813,Type b,4,3
814,Type b,8,3
815,Type b,7,3
816,Type b,7,3
817,Type b,5,3
818,Type b,2,3
819,Type b,4,3
820,Type b,1,3
821,Type b,2,3
822,Type b,5,3
823,Type b,7,3
824,Type b,5,3
825,Type b,8,3
826,Type b,5,3
827,Type b,7,3
828,Type a,1,3
829,Type b,6,3
830,Type b,7,3
831,Type b,6,3
832,Type b,5,3
833,Type b,5,3
834,Type b,5,3
835,Type b,8,3
836,Type b,8,3
837,Type b,8,3
838,Type a,0,3
839,Type b,8,3
840,Type b,4,3
841,Type b,6,3
842,Type b,2,3
843,Type a,1,3
844,Type b,6,3
845,Type b,11,3
846,Type b,3,3
847,Type b,7,3
848,Type b,8,3
849,Type b,3,3
850,Type b,5,3
851,Type b,2,3
852,Type b,8,3
853,Type b,3,3
854,Type b,5,3
855,Type b,5,3
856,Type b,3,3
857,Type b,11,3
858,Type b,3,3
859,Type b,1,3
860,Type b,8,3
861,Type b,14,3
862,Type b,8,3
863,Type b,6,3
864,Type b,1,3
865,Type b,6,3
866,Type a,1,3
867,Type b,7,3
868,Type b,6,3
869,Type b,9,3
870,Type b,8,3
871,Type b,5,3
872,Type b,8,3
873,Type b,3,3
874,Type b,3,3
875,Type b,6,3
876,Type b,3,3
877,Type b,6,3
878,Type b,6,3
879,Type b,3,3
880,Type b,8,3
881,Type a,2,3
882,Type b,7,3
883,Type b,5,3
884,Type b,7,3
885,Type b,3,3
886,Type b,5,3
887,Type b,3,3
888,Type b,6,3
889,Type b,9,3
890,Type b,2,3
891,Type b,12,3
892,Type a,0,3
893,Type b,2,3
894,Type b,5,3
895,Type b,7,3
896,Type b,4,3
897,Type b,3,3
898,Type b,9,3
899,Type b,1,3
900,Type b,3,3
901,Type b,3,3
902,Type b,9,3
903,Type a,0,3
904,Type b,5,3
905,Type b,8,3
906,Type b,6,3
907,Type b,5,3
908,Type b,5,3
909,Type b,3,3
910,Type b,3,3
911,Type b,5,3
912,Type a,2,3
913,Type b,6,3
914,Type b,7,3
915,Type b,2,3
916,Type b,11,3
917,Type b,4,3
918,Type b,4,3
919,Type b,8,3
920,Type b,5,3
921,Type b,7,3
922,Type a,2,3
923,Type b,4,3
924,Type b,4,3
925,Type b,5,3
926,Type b,3,3
927,Type b,2,3
928,Type b,1,3
929,Type b,7,3
930,Type b,8,3
931,Type b,3,3
932,Type b,6,3
933,Type b,6,3
934,Type b,5,3
935,Type b,3,3
936,Type b,3,3
937,Type a,0,3
938,Type a,1,3
939,Type b,9,3
940,Type b,5,3
941,Type b,5,3
942,Type b,4,3
943,Type b,3,3
944,Type b,1,3
945,Type a,2,3
946,Type b,5,3
947,Type b,1,3
948,Type b,7,3
949,Type b,3,3
950,Type b,0,3
951,Type b,1,3
952,Type b,6,3
953,Type b,2,3
954,Type b,5,3
955,Type b,2,3
956,Type b,6,3
957,Type b,6,3
958,Type b,5,3
959,Type b,9,3
960,Type b,4,3
961,Type b,0,3
962,Type b,3,3
963,Type b,3,3
964,Type b,1,3
965,Type b,3,3
966,Type b,4,3
967,Type b,6,3
968,Type b,2,3
969,Type b,9,3
970,Type b,2,3
971,Type b,5,3
972,Type b,5,3
973,Type b,6,3
974,Type a,0,3
975,Type b,6,3
976,Type b,5,3
977,Type a,1,3
978,Type b,5,3
979,Type b,8,3
980,Type b,3,3
981,Type b,5,3
982,Type b,2,3
983,Type b,5,3
984,Type b,4,3
985,Type b,1,3
986,Type b,6,3
987,Type b,8,3
988,Type a,2,3
989,Type b,6,3
990,Type b,8,3
991,Type b,6,3
992,Type b,4,3
993,Type b,5,3
994,Type b,3,3
995,Type b,5,3
996,Type b,4,3
997,Type b,0,3
998,Type b,7,3
999,Type b,4,3
1000,Type b,7,3
1001,Type b,2,3
1002,Type b,9,3
1003,Type a,0,3
1004,Type b,3,3
1005,Type b,6,3
1006,Type b,3,3
1007,Type b,4,3
1008,Type a,0,3
1009,Type b,8,3
1010,Type b,3,3
1011,Type a,3,3
1012,Type b,5,3
1013,Type b,7,3
1014,Type b,4,3
1015,Type b,3,3
1016,Type a,0,3
1017,Type b,3,3
1018,Type b,7,3
1019,Type b,3,3
1020,Type b,5,3
1021,Type b,3,3
1022,Type b,10,3
1023,Type b,6,3
1024,Type b,3,3
1025,Type b,3,3
1026,Type b,3,3
1027,Type b,8,3
1028,Type b,3,3
1029,Type b,5,3
1030,Type b,3,3
1031,Type a,1,3
1032,Type b,10,3
1033,Type b,4,3
1034,Type b,8,3
1035,Type b,7,3
1036,Type b,3,3
1037,Type b,4,3
1038,Type b,1,3
1039,Type b,3,3
1040,Type b,1,3
1041,Type b,3,3
1042,Type b,7,3
1043,Type b,6,3
1044,Type b,6,3
1045,Type b,0,3
1046,Type b,3,3
1047,Type b,7,3
1048,Type b,5,3
1049,Type b,3,3
1050,Type b,7,3
1051,Type a,1,3
1052,Type b,4,3
1053,Type b,0,3
1054,Type b,4,3
1055,Type b,9,3
1056,Type b,3,3
1057,Type b,9,3
1058,Type b,1,3
1059,Type a,0,3
1060,Type b,3,3
1061,Type b,5,3
1062,Type a,2,3
1063,Type b,2,3
1064,Type b,7,3
1065,Type b,1,3
1066,Type b,6,3
1067,Type b,8,3
1068,Type b,2,3
1069,Type b,1,3
1070,Type b,5,3
1071,Type b,4,3
1072,Type b,2,3
1073,Type b,4,3
1074,Type b,4,3
1075,Type b,7,3
1076,Type b,4,3
1077,Type b,2,3
1078,Type b,6,3
1079,Type b,4,3
1080,Type b,1,3
1081,Type b,6,3
1082,Type b,5,3
1083,Type b,9,3
1084,Type b,3,3
1085,Type b,2,3
1086,Type b,3,3
1087,Type b,3,3
1088,Type b,4,3
1089,Type b,10,3
1090,Type b,1,3
1091,Type b,2,3
1092,Type b,5,3
1093,Type b,5,3
1094,Type b,7,3
1095,Type b,11,3
1096,Type b,0,3
1097,Type b,2,3
1098,Type b,2,3
1099,Type b,5,3
1100,Type b,3,3
1101,Type b,4,3
1102,Type b,11,3
1103,Type b,1,3
1104,Type b,4,3
1105,Type b,2,3
1106,Type b,6,3
1107,Type b,2,3
1108,Type b,5,3
1109,Type b,2,3
1110,Type b,6,3
1111,Type b,4,3
1112,Type b,5,3
1113,Type b,3,3
1114,Type b,3,3
1115,Type b,4,3
1116,Type b,9,3
1117,Type b,5,3
1118,Type a,0,3
1119,Type b,2,3
1120,Type b,6,3
1121,Type b,7,3
1122,Type a,0,3
1123,Type b,5,3
1124,Type b,1,3
1125,Type b,5,3
1126,Type b,2,3
1127,Type b,4,3
1128,Type a,0,3
1129,Type b,2,3
1130,Type b,12,3
1131,Type b,1,3
1132,Type b,2,3
1133,Type b,5,3
1134,Type b,5,3
1135,Type a,1,3
1136,Type b,3,3
1137,Type b,3,3
1138,Type b,3,3
1139,Type b,1,3
1140,Type b,2,3
1141,Type b,5,3
1142,Type b,4,3
1143,Type b,7,3
1144,Type b,2,3
1145,Type b,1,3
1146,Type b,3,3
1147,Type a,0,3
1148,Type b,7,3
1149,Type b,1,3
1150,Type b,14,3
1151,Type b,3,3
1152,Type b,1,3
1153,Type b,1,3
1154,Type b,5,3
1155,Type b,6,3
1156,Type a,2,3
1157,Type a,0,3
1158,Type b,7,3
1159,Type b,1,3
1160,Type b,4,3
1161,Type b,5,3
1162,Type a,0,3
1163,Type a,0,3
1164,Type a,1,3
1165,Type b,0,3
1166,Type b,3,3
1167,Type b,10,3
1168,Type b,4,3
1169,Type b,3,3
1170,Type b,1,3
1171,Type b,4,3
1172,Type b,3,3
1173,Type b,2,3
1174,Type b,1,3
1175,Type b,4,3
1176,Type b,6,3
1177,Type b,1,3
1178,Type b,2,3
1179,Type a,2,3
1180,Type b,10,3
1181,Type b,1,3
1182,Type b,2,3
1183,Type b,3,3
1184,Type b,3,3
1185,Type b,4,3
1186,Type b,10,3
1187,Type b,1,3
1188,Type b,2,3
1189,Type b,6,3
1190,Type b,8,3
1191,Type b,2,3
1192,Type b,4,3
1193,Type b,2,3
1194,Type b,4,3
1195,Type b,3,3
1196,Type b,2,3
1197,Type b,7,3
1198,Type b,2,3
1199,Type b,3,3
1200,Type b,5,3
1201,Type b,6,3
1202,Type b,1,3
1203,Type b,0,3
1204,Type b,0,3
1205,Type b,2,3
1206,Type b,3,3
1207,Type b,2,3
1208,Type b,5,3
1209,Type b,2,3
1210,Type b,3,3
1211,Type b,6,3
1212,Type b,10,3
1213,Type b,3,3
1214,Type b,11,3
1215,Type b,5,3
1216,Type b,5,3
1217,Type b,4,3
1218,Type b,3,3
1219,Type b,7,3
1220,Type a,1,3
1221,Type b,7,3
1222,Type b,1,3
1223,Type b,6,3
1224,Type b,10,3
1225,Type b,2,3
1226,Type b,4,3
1227,Type b,12,3
1228,Type b,2,3
1229,Type b,1,3
1230,Type b,3,3
1231,Type b,3,3
1232,Type a,2,3
1233,Type b,4,3
1234,Type a,0,3
1235,Type b,2,3
1236,Type b,1,3
1237,Type b,3,3
1238,Type b,8,3
1239,Type a,0,3
1240,Type b,8,3
1241,Type b,6,3
1242,Type b,4,3
1243,Type b,7,3
1244,Type b,0,3
1245,Type b,1,3
1246,Type b,6,3
1247,Type b,3,3
1248,Type a,0,3
1249,Type a,1,3
1250,Type b,5,3
1251,Type b,3,3
1252,Type b,2,3
1253,Type a,0,3
1254,Type b,3,3
1255,Type b,1,3
1256,Type b,2,3
1257,Type b,3,3
1258,Type b,4,3
1259,Type b,9,3
1260,Type b,4,3
1261,Type b,3,3
1262,Type b,1,3
1263,Type b,0,3
1264,Type b,2,3
1265,Type a,0,3
1266,Type b,3,3
1267,Type b,4,3
1268,Type b,3,3
1269,Type b,2,3
1270,Type b,0,3
1271,Type b,5,3
1272,Type b,3,3
1273,Type b,2,3
1274,Type b,3,3
1275,Type b,5,3
1276,Type b,3,3
1277,Type b,3,3
1278,Type b,5,3
1279,Type b,7,3
1280,Type b,2,3
1281,Type b,2,3
1282,Type b,2,3
1283,Type b,9,3
1284,Type b,2,3
1285,Type b,1,3
1286,Type b,7,3
1287,Type b,6,3
1288,Type b,4,3
1289,Type a,0,3
1290,Type b,3,3
1291,Type a,0,3
1292,Type b,2,3
1293,Type b,4,3
1294,Type b,3,3
1295,Type b,2,3
1296,Type b,4,3
1297,Type b,1,3
1298,Type b,7,3
1299,Type b,2,3
1300,Type b,2,3
1301,Type b,11,3
1302,Type b,4,3
1303,Type b,4,3
1304,Type b,2,3
1305,Type b,2,3
1306,Type b,4,3
1307,Type b,3,3
1308,Type b,3,3
1309,Type b,3,3
1310,Type b,4,3
1311,Type b,4,3
1312,Type b,3,3
1313,Type b,1,3
1314,Type b,5,3
1315,Type b,1,3
1316,Type b,4,3
1317,Type b,4,3
1318,Type b,1,3
1319,Type b,2,3
1320,Type b,7,3
1321,Type b,4,3
1322,Type b,3,3
1323,Type b,1,3
1324,Type b,5,3
1325,Type b,1,3
1326,Type a,1,3
1327,Type b,0,3
1328,Type b,2,3
1329,Type a,0,3
1330,Type b,4,3
1331,Type b,2,3
1332,Type b,2,3
1333,Type b,1,3
1334,Type b,3,3
1335,Type b,4,3
1336,Type b,1,3
1337,Type b,7,3
1338,Type b,3,3
1339,Type b,4,3
1340,Type b,3,3
1341,Type b,3,3
1342,Type b,2,3
1343,Type b,3,3
1344,Type a,0,3
1345,Type b,2,3
1346,Type b,6,3
1347,Type b,2,3
